drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"103091","134","SOLUTION","ADDED","02542331"
"103079","134","SOLUTION","ADDED","02542218"
"102106","59","SHAMPOO","ADDED","02531984"
"103092","134","SOLUTION","ADDED","02542358"
"103117","42","MOUTHWASH/GARGLE","ADDED","02542617"
"35083","134","SOLUTION","ADDED","02181746"
"103060","56","POWDER FOR SOLUTION","ADDED","02542005"
"103103","85","TABLET","ADDED","02542463"
"103076","134","SOLUTION","ADDED","02542161"
"67481","134","SOLUTION","ADDED","02243563"
"102445","55","POWDER","ADDED","02535610"
"102618","85","TABLET","ADDED","02537478"
"103130","134","SOLUTION","ADDED","02542765"
"103098","56","POWDER FOR SOLUTION","ADDED","02542412"
"103093","134","SOLUTION","ADDED","02542366"
"102782","134","SOLUTION","ADDED","02539179"
"103089","134","SOLUTION","ADDED","02542315"
"103070","151","TABLET (CHEWABLE)","ADDED","02542102"
"103135","164","SPRAY, BAG-ON-VALVE","ADDED","02542838"
"103113","1","METERED-DOSE AEROSOL","ADDED","02542587"
"102553","59","SHAMPOO","ADDED","02536781"
"103095","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02542382"
"103067","19","EMULSION","ADDED","02542072"
"103090","134","SOLUTION","ADDED","02542323"
"103104","85","TABLET","ADDED","02542471"
"95295","134","SOLUTION","ADDED","02464802"
"101382","105","WIPE","ADDED","02524805"
"103073","85","TABLET","ADDED","02542137"
"102345","55","POWDER","ADDED","02534533"
"100390","39","LOZENGE","ADDED","02514583"
"35083","34","LIQUID","REMOVED","02181746"
"101491","36","LOTION","ADDED","02525925"
"103129","85","TABLET","ADDED","02542757"
"103107","134","SOLUTION","ADDED","02542501"
"103100","134","SOLUTION","ADDED","02542420"
"103087","134","SOLUTION","ADDED","02542293"
"103088","134","SOLUTION","ADDED","02542307"
"103102","85","TABLET","ADDED","02542455"
"103066","32","KIT","ADDED","02542064"
"67481","34","LIQUID","REMOVED","02243563"
"103054","5","CAPSULE","ADDED","02541939"
"100070","105","WIPE","ADDED","02511509"
"103056","5","CAPSULE","ADDED","02541955"
"103061","154","VAGINAL TABLET","ADDED","02542013"
"103053","56","POWDER FOR SOLUTION","ADDED","02541920"
"103086","53","GRANULES","ADDED","02542285"
"103066","9","CREAM","ADDED","02542064"
"103066","154","VAGINAL TABLET","ADDED","02542064"
"103085","53","GRANULES","ADDED","02542277"
"103039","56","POWDER FOR SOLUTION","ADDED","02541777"
"103084","134","SOLUTION","ADDED","02542269"
"103069","151","TABLET (CHEWABLE)","ADDED","02542099"
"103108","134","SOLUTION","ADDED","02542536"
"103115","85","TABLET","ADDED","02542609"
"103078","134","SOLUTION","ADDED","02542196"
"95297","134","SOLUTION","ADDED","02464829"
"103055","5","CAPSULE","ADDED","02541947"
"103059","56","POWDER FOR SOLUTION","ADDED","02541998"
"103127","85","TABLET","ADDED","02542730"
"103075","134","SOLUTION","ADDED","02542153"
"103077","85","TABLET","ADDED","02542188"
"101492","36","LOTION","ADDED","02525933"
"103083","134","SOLUTION","ADDED","02542250"
"103057","5","CAPSULE","ADDED","02541963"
"103058","134","SOLUTION","ADDED","02541971"
"103099","85","TABLET","ADDED","02542439"
"103062","109","TABLET (DELAYED-RELEASE)","ADDED","02542021"
"101455","134","SOLUTION","ADDED","02525550"
"103081","126","POWDER FOR SUSPENSION","ADDED","02542226"
"103068","151","TABLET (CHEWABLE)","ADDED","02542080"
"95297","34","LIQUID","REMOVED","02464829"
"98449","2","AEROSOL","ADDED","02494485"
"103096","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02542390"
"103082","134","SOLUTION","ADDED","02542242"
"103128","85","TABLET","ADDED","02542749"
"95295","34","LIQUID","REMOVED","02464802"
"103101","85","TABLET","ADDED","02542447"
"103114","85","TABLET","ADDED","02542595"
"102107","59","SHAMPOO","ADDED","02531992"
"103065","134","SOLUTION","ADDED","02542056"
