drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"15574","active","active","02057778","GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE","ASTRAZENECA CANADA INC"
"12458","active","active","00851779","GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE","ASTRAZENECA CANADA INC"
"12459","active","active","00851787","GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE","ASTRAZENECA CANADA INC"
"78932","active","active","02304015","ABBVIE CORPORATION","ALLERGAN INC"
"69944","active","active","02245828","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"102139","active","active","02532352","MODERNA BIOPHARMA CANADA CORPORATION","MODERNATX, INC."
"100558","active","active","02516209","PHARMASCIENCE INC","BOYD PHARMACEUTICALS INC."
"29540","active","active","02106256","PHARMASCIENCE INC","BOYD PHARMACEUTICALS INC."
"74515","active","active","02259893","APOTEX INC","AA PHARMA INC"
"89449","active","active","02409836","PHARMASCIENCE INC","BOYD PHARMACEUTICALS INC."
"101172","active","active","02522616","PHARMASCIENCE INC","BOYD PHARMACEUTICALS INC."
"96288","active","active","02473488","APOTEX INC","AA PHARMA INC"
"28979","active","active","02100207","PHARMASCIENCE INC","BOYD PHARMACEUTICALS INC."
"96289","active","active","02473496","APOTEX INC","AA PHARMA INC"
"95175","active","active","02463652","ABBVIE CORPORATION","ALLERGAN INC"
"99927","active","active","02510014","MODERNA BIOPHARMA CANADA CORPORATION","MODERNATX, INC."
"101673","active","active","02527685","MODERNA BIOPHARMA CANADA CORPORATION","MODERNATX, INC."
"97454","active","active","02484226","PHARMASCIENCE INC","BOYD PHARMACEUTICALS INC."
"101943","active","active","02530252","MODERNA BIOPHARMA CANADA CORPORATION","MODERNATX, INC."
"92167","inactive","inactive","02437325","OLDS SOFTGELS LTD.","OLDS SOFTGELS INC"
"92212","inactive","inactive","02437740","OLDS SOFTGELS LTD.","OLDS SOFTGELS INC"
"92213","inactive","inactive","02437759","OLDS SOFTGELS LTD.","OLDS SOFTGELS INC"
"79121","approved","approved","02305658","MARCAN PHARMACEUTICALS INC","STRIDES PHARMA CANADA INC"
"79119","approved","approved","02305623","MARCAN PHARMACEUTICALS INC","STRIDES PHARMA CANADA INC"
"79120","approved","approved","02305631","MARCAN PHARMACEUTICALS INC","STRIDES PHARMA CANADA INC"
"74514","approved","approved","02259885","APOTEX INC","AA PHARMA INC"
"96287","active","approved","02473461","APOTEX INC","AA PHARMA INC"
"96286","active","approved","02473453","APOTEX INC","AA PHARMA INC"
"62400","approved","approved","02238955","ARXADA, LLC","LONZA LLC"
"102508","approved","approved","02536293","FORMATIVE PHARMA INC.","EVER VALINJECT GMBH"
