drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"103098","56","ORAL","ADDED","02542412"
"103102","56","ORAL","ADDED","02542455"
"103059","49","INTRAVENOUS","ADDED","02541998"
"102445","56","ORAL","ADDED","02535610"
"103095","66","SUBLINGUAL","ADDED","02542382"
"102107","70","TOPICAL","ADDED","02531992"
"103089","65","SUBCUTANEOUS","ADDED","02542315"
"100070","93","DISINFECTANT (Domestic)","ADDED","02511509"
"103082","65","SUBCUTANEOUS","ADDED","02542242"
"101455","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02525550"
"103053","49","INTRAVENOUS","ADDED","02541920"
"103104","56","ORAL","ADDED","02542471"
"103061","74","VAGINAL","ADDED","02542013"
"103056","56","ORAL","ADDED","02541955"
"103088","65","SUBCUTANEOUS","ADDED","02542307"
"103062","56","ORAL","ADDED","02542021"
"103087","65","SUBCUTANEOUS","ADDED","02542293"
"103100","65","SUBCUTANEOUS","ADDED","02542420"
"103082","49","INTRAVENOUS","ADDED","02542242"
"103090","65","SUBCUTANEOUS","ADDED","02542323"
"103086","56","ORAL","ADDED","02542285"
"103114","56","ORAL","ADDED","02542595"
"101382","104","TOPICAL (HOUSEHOLD)","ADDED","02524805"
"101455","8","DISINFECTANT (Food Premises)","ADDED","02525550"
"100070","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511509"
"103103","56","ORAL","ADDED","02542463"
"103117","3","BUCCAL","ADDED","02542617"
"102782","49","INTRAVENOUS","ADDED","02539179"
"103130","2","DISINFECTANT (Barn)","ADDED","02542765"
"103076","49","INTRAVENOUS","ADDED","02542161"
"101491","70","TOPICAL","ADDED","02525925"
"102345","56","ORAL","ADDED","02534533"
"103101","56","ORAL","ADDED","02542447"
"103085","56","ORAL","ADDED","02542277"
"103128","56","ORAL","ADDED","02542749"
"103058","49","INTRAVENOUS","ADDED","02541971"
"103079","1","BLOCK/INFILTRATION","ADDED","02542218"
"103057","56","ORAL","ADDED","02541963"
"103081","56","ORAL","ADDED","02542226"
"103107","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02542501"
"98449","93","DISINFECTANT (Domestic)","ADDED","02494485"
"103068","56","ORAL","ADDED","02542080"
"102782","22","INTRAMUSCULAR","ADDED","02539179"
"103060","49","INTRAVENOUS","ADDED","02542005"
"103099","56","ORAL","ADDED","02542439"
"103130","94","DISINFECTANT (Institutional/Industrial)","ADDED","02542765"
"103082","22","INTRAMUSCULAR","ADDED","02542242"
"100390","56","ORAL","ADDED","02514583"
"103130","8","DISINFECTANT (Food Premises)","ADDED","02542765"
"103077","56","ORAL","ADDED","02542188"
"103107","93","DISINFECTANT (Domestic)","ADDED","02542501"
"103084","49","INTRAVENOUS","ADDED","02542269"
"103107","94","DISINFECTANT (Institutional/Industrial)","ADDED","02542501"
"103127","56","ORAL","ADDED","02542730"
"103067","70","TOPICAL","ADDED","02542072"
"103065","55","OPHTHALMIC","ADDED","02542056"
"103083","80","INTRAVITREAL","ADDED","02542250"
"103115","56","ORAL","ADDED","02542609"
"103107","8","DISINFECTANT (Food Premises)","ADDED","02542501"
"103075","49","INTRAVENOUS","ADDED","02542153"
"101492","70","TOPICAL","ADDED","02525933"
"103055","56","ORAL","ADDED","02541947"
"103069","56","ORAL","ADDED","02542099"
"103130","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02542765"
"103113","29","INHALATION","ADDED","02542587"
"103108","22","INTRAMUSCULAR","ADDED","02542536"
"102782","65","SUBCUTANEOUS","ADDED","02539179"
"102106","70","TOPICAL","ADDED","02531984"
"103107","2","DISINFECTANT (Barn)","ADDED","02542501"
"103093","65","SUBCUTANEOUS","ADDED","02542366"
"103073","56","ORAL","ADDED","02542137"
"103092","65","SUBCUTANEOUS","ADDED","02542358"
"103078","1","BLOCK/INFILTRATION","ADDED","02542196"
"103039","49","INTRAVENOUS","ADDED","02541777"
"103129","56","ORAL","ADDED","02542757"
"103091","65","SUBCUTANEOUS","ADDED","02542331"
"103066","74","VAGINAL","ADDED","02542064"
"103054","56","ORAL","ADDED","02541939"
"103135","70","TOPICAL","ADDED","02542838"
"102618","56","ORAL","ADDED","02537478"
"103096","66","SUBLINGUAL","ADDED","02542390"
"103066","70","TOPICAL","ADDED","02542064"
"103039","65","SUBCUTANEOUS","ADDED","02541777"
"103070","56","ORAL","ADDED","02542102"
"102553","70","TOPICAL","ADDED","02536781"
