drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"100869","134","SOLUTION","ADDED","02519429"
"101358","85","TABLET","ADDED","02524562"
"101299","134","SOLUTION","ADDED","02523949"
"60166","34","LIQUID","REMOVED","02236876"
"100655","98","SPRAY","ADDED","02517221"
"101376","85","TABLET","ADDED","02524740"
"101368","5","CAPSULE","ADDED","02524651"
"16123","68","CAPSULE (SUSTAINED-RELEASE)","REMOVED","02042258"
"66245","134","SOLUTION","ADDED","02242502"
"101337","85","TABLET","ADDED","02524333"
"101324","85","TABLET","ADDED","02524198"
"101385","85","TABLET","ADDED","02524848"
"101379","134","SOLUTION","ADDED","02524775"
"100655","134","SOLUTION","ADDED","02517221"
"7632","134","SOLUTION","ADDED","00719595"
"101323","85","TABLET","ADDED","02524201"
"101306","85","TABLET","ADDED","02524023"
"101209","85","TABLET","ADDED","02523019"
"101383","85","TABLET","ADDED","02524813"
"60166","134","SOLUTION","ADDED","02236876"
"101263","75","TABLET (EXTENDED-RELEASE)","ADDED","02523558"
"101279","75","TABLET (EXTENDED-RELEASE)","ADDED","02523736"
"101322","85","TABLET","ADDED","02524171"
"101280","75","TABLET (EXTENDED-RELEASE)","ADDED","02523744"
"101278","75","TABLET (EXTENDED-RELEASE)","ADDED","02523728"
"101359","85","TABLET","ADDED","02524570"
"101281","75","TABLET (EXTENDED-RELEASE)","ADDED","02523752"
"100733","134","SOLUTION","ADDED","02517981"
"101335","56","POWDER FOR SOLUTION","ADDED","02524317"
"7632","34","LIQUID","REMOVED","00719595"
"101373","85","TABLET","ADDED","02524716"
"101320","85","TABLET","ADDED","02524163"
"17780","141","CAPSULE (EXTENDED RELEASE)","ADDED","02042231"
"101325","105","WIPE","ADDED","02524228"
"101367","5","CAPSULE","ADDED","02524643"
"101310","5","CAPSULE","ADDED","02524066"
"66245","34","LIQUID","REMOVED","02242502"
"100733","98","SPRAY","ADDED","02517981"
"99230","134","SOLUTION","REMOVED","02502755"
"101311","5","CAPSULE","ADDED","02524074"
"16124","68","CAPSULE (SUSTAINED-RELEASE)","REMOVED","02042266"
"101356","85","TABLET","ADDED","02524546"
"50454","34","LIQUID","REMOVED","02231147"
"101332","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02524287"
"101384","85","TABLET","ADDED","02524821"
"101298","134","SOLUTION","ADDED","02523930"
"101377","85","TABLET","ADDED","02524759"
"101372","85","TABLET","ADDED","02524708"
"100682","134","SOLUTION","ADDED","02517434"
"101370","134","SOLUTION","ADDED","02524686"
"101328","134","SOLUTION","ADDED","02524252"
"16123","141","CAPSULE (EXTENDED RELEASE)","ADDED","02042258"
"101313","134","SOLUTION","ADDED","02524090"
"71520","34","LIQUID","REMOVED","02247277"
"101265","75","TABLET (EXTENDED-RELEASE)","ADDED","02523574"
"101375","85","TABLET","ADDED","02524732"
"101366","5","CAPSULE","ADDED","02524635"
"65336","134","SOLUTION","ADDED","02241676"
"65337","34","LIQUID","REMOVED","02241677"
"65339","134","SOLUTION","ADDED","02241679"
"16579","141","CAPSULE (EXTENDED RELEASE)","ADDED","02042274"
"101374","85","TABLET","ADDED","02524724"
"101371","134","SOLUTION","ADDED","02524694"
"101301","134","SOLUTION","ADDED","02523965"
"101369","5","CAPSULE","ADDED","02524678"
"100726","9","CREAM","ADDED","02517914"
"16124","141","CAPSULE (EXTENDED RELEASE)","ADDED","02042266"
"101350","109","TABLET (DELAYED-RELEASE)","ADDED","02524481"
"101336","56","POWDER FOR SOLUTION","ADDED","02524325"
"97832","143","SUSPENSION (EXTENDED-RELEASE)","ADDED","02488213"
"101264","75","TABLET (EXTENDED-RELEASE)","ADDED","02523566"
"71520","134","SOLUTION","ADDED","02247277"
"101345","134","SOLUTION","ADDED","02524422"
"101317","134","SOLUTION","ADDED","02524139"
"101333","134","SOLUTION","ADDED","02524295"
"17780","68","CAPSULE (SUSTAINED-RELEASE)","REMOVED","02042231"
"101300","134","SOLUTION","ADDED","02523957"
"101360","85","TABLET","ADDED","02524589"
"101329","85","TABLET","ADDED","02524244"
"101365","5","CAPSULE","ADDED","02524627"
"101345","98","SPRAY","ADDED","02524422"
"101347","56","POWDER FOR SOLUTION","ADDED","02524449"
"100659","105","WIPE","ADDED","02517264"
"101312","5","CAPSULE","ADDED","02524082"
"101317","98","SPRAY","ADDED","02524139"
"65339","34","LIQUID","REMOVED","02241679"
"101333","98","SPRAY","ADDED","02524295"
"101338","85","TABLET","ADDED","02524341"
"65337","134","SOLUTION","ADDED","02241677"
"101331","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02524279"
"65336","34","LIQUID","REMOVED","02241676"
"101307","85","TABLET","ADDED","02524031"
"101344","105","WIPE","ADDED","02524414"
"50454","158","SPRAY, METERED DOSE","ADDED","02231147"
"16579","68","CAPSULE (SUSTAINED-RELEASE)","REMOVED","02042274"
"101354","85","TABLET","ADDED","02524511"
"101355","85","TABLET","ADDED","02524538"
"101334","134","SOLUTION","ADDED","02524309"
"101266","75","TABLET (EXTENDED-RELEASE)","ADDED","02523582"
"101308","5","CAPSULE","ADDED","02524058"
