drug_code,mp_code,mp_formal_name,mp_fr_description,changes
816,00177016,"VALISONE-G (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream) BAUSCH HEALTH, CANADA INC.","VALISONE-G (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % crème cutanée) BAUSCH HEALTH, CANADA INC.",DELETED
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1285,00232351,"VALISONE-G (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous ointment) BAUSCH HEALTH, CANADA INC.","VALISONE-G (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % pommade cutanée) BAUSCH HEALTH, CANADA INC.",DELETED
1398,00030783,DEPO-TESTOSTERONE INJ 100MG/ML (testosterone cypionate 1000 mg per 10 mL solution for injection vial) PFIZER CANADA ULC,DEPO-TESTOSTERONE INJ 100MG/ML (cypionate de testostérone 1000 mg par 10 mL solution injectable fiole) PFIZER CANADA ULC,DELETED
1404,00180408,ALDACTAZIDE 25 (hydrochlorothiazide 25 mg and spironolactone 25 mg oral tablet) PFIZER CANADA ULC,ALDACTAZIDE 25 (hydrochlorothiazide 25 mg et spironolactone 25 mg comprimé oral) PFIZER CANADA ULC,DELETED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2197,00344508,TARGEL (coal tar 10 % cutaneous gel) ODAN LABORATORIES LTD,TARGEL (goudron de houille 10 % gel cutané) ODAN LABORATORIES LTD,DELETED
2386,00353027,LOESTRIN 1.5/30 (ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet with lactose oral tablet) ALLERGAN INC,"LOESTRIN 1.5/30 (éthinylestradiol 30 mcg et acétate de noréthindrone 1,5 mg comprimé oral avec lactose comprimé oral) ALLERGAN INC",DELETED
2481,00363812,BUSCOPAN (hyoscine butylbromide 10 mg oral tablet) SANOFI CONSUMER HEALTH INC,BUSCOPAN (butylbromure d'hyoscine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC,"mp_formal_name: ""BUSCOPAN (s̲c̲o̲p̲o̲l̲a̲m̲ine butylbromide 10 mg oral tablet) SANOFI CONSUMER HEALTH INC"" -> ""BUSCOPAN (h̲y̲o̲s̲c̲ine butylbromide 10 mg oral tablet) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""BUSCOPAN (butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC"" -> ""BUSCOPAN (butylbromure d'̲h̲y̲o̲s̲c̲ine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC"""
2483,00363839,BUSCOPAN (hyoscine butylbromide 20 mg per 1 mL solution for injection ampoule) SANOFI CONSUMER HEALTH INC,BUSCOPAN (butylbromure d'hyoscine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC,"mp_formal_name: ""BUSCOPAN (s̲c̲o̲p̲o̲l̲a̲m̲ine butylbromide 20 mg per 1 mL solution for injection ampoule) SANOFI CONSUMER HEALTH INC"" -> ""BUSCOPAN (h̲y̲o̲s̲c̲ine butylbromide 20 mg per 1 mL solution for injection ampoule) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""BUSCOPAN (butylbromure de̲ ̲s̲c̲o̲p̲o̲l̲a̲m̲ine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC"" -> ""BUSCOPAN (butylbromure d'̲h̲y̲o̲s̲c̲ine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC"""
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2787,00319724,DEMO-CINEOL ENFANTS/CHILDREN (camphor 20 mg and eucalyptol 185 mg and guaiacol 90 mg and guaiacol carbonate 100 mg suppository) LABORATOIRES CONFAB INC,DEMO-CINEOL ENFANTS/CHILDREN (camphre 20 mg et eucalyptol 185 mg et guaïacol 90 mg et carbonate de guaïacol 100 mg suppositoire) LABORATOIRES CONFAB INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20210623"" -> ""19771231"""
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
3837,00038083,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
5316,00594377,ALDACTAZIDE 50 (hydrochlorothiazide 50 mg and spironolactone 50 mg oral tablet) PFIZER CANADA ULC,ALDACTAZIDE 50 (hydrochlorothiazide 50 mg et spironolactone 50 mg comprimé oral) PFIZER CANADA ULC,DELETED
5326,00587737,HUMULIN N (insulin isophane human 100 unit per mL suspension for injection 10 mL vial) ELI LILLY CANADA INC,HUMULIN N (insuline isophane humaine 100 unité par mL suspension injectable 10 mL fiole) ELI LILLY CANADA INC,DELETED
5569,00566810,HYDROPHIL ONT (mineral oil heavy 64.5 % and urea 5 % cutaneous ointment) OMEGA LABORATORIES LIMITED,"HYDROPHIL ONT (huile minérale lourde 64,5 % et urée 5 % pommade cutanée) OMEGA LABORATORIES LIMITED","mp_status_effective_time: ""20200814"" -> ""20220620"""
6283,00618454,CHLORAX (chlordiazepoxide hydrochloride 5 mg and clidinium bromide 2.5 mg oral capsule) AA PHARMA INC,"CHLORAX (chlorhydrate de chlordiazépoxide 5 mg et bromure de clidinium 2,5 mg capsule orale) AA PHARMA INC",DELETED
6645,00319716,DEMO-CINEOL ADULTES/ADULTS (camphor 40 mg and eucalyptol 370 mg and guaiacol 180 mg and guaiacol carbonate 200 mg suppository) LABORATOIRES CONFAB INC,DEMO-CINEOL ADULTES/ADULTS (camphre 40 mg et eucalyptol 370 mg et guaïacol 180 mg et carbonate de guaïacol 200 mg suppositoire) LABORATOIRES CONFAB INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20210623"" -> ""19861231"""
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) BAXTER CORPORATION,"BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) BAXTER CORPORATION",ADDED
8350,00261971,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
9277,00716901,"NYADERM (nystatin 25000 unit per g vaginal cream) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","NYADERM (nystatine 25000 unité par g crème vaginale) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","Health_Canada_product_name: ""NYADERM VAG CRM 25000UNIT/GM"" -> ""NYADERM""
mp_formal_name: ""NYADERM V̲A̲G̲ ̲C̲R̲M̲ ̲2̲5̲0̲0̲0̲U̲N̲I̲T̲/̲G̲M̲ ̲(̲n̲y̲s̲t̲a̲t̲i̲n̲ ̲2̲5̲0̲0̲0̲ ̲u̲n̲i̲t̲ ̲p̲e̲r̲ ̲g̲ ̲v̲a̲g̲i̲n̲a̲l̲ ̲c̲r̲e̲a̲m̲)̲ ̲T̲A̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲"" -> ""NYADERM (̲n̲y̲s̲t̲a̲t̲i̲n̲ ̲2̲5̲0̲0̲0̲ ̲u̲n̲i̲t̲ ̲p̲e̲r̲ ̲g̲ ̲v̲a̲g̲i̲n̲a̲l̲ ̲c̲r̲e̲a̲m̲)̲ ̲T̲A̲R̲O̲P̲H̲A̲R̲M̲A̲,̲ ̲A̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲T̲A̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲.̲""
mp_fr_description: ""NYADERM V̲A̲G̲ ̲C̲R̲M̲ ̲2̲5̲0̲0̲0̲U̲N̲I̲T̲/̲G̲M̲ ̲(nystatine 25000 unité par g crème vaginale) TARO PHARMACEUTICALS INC"" -> ""NYADERM (nystatine 25000 unité par g crème vaginale) TAROP̲H̲A̲R̲M̲A̲,̲ ̲A̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲T̲A̲R̲O̲ PHARMACEUTICALS INC.̲"""
10509,00804789,POTASSIUM PHOSPHATES (phosphorus (potassium phosphate dibasic and potassium phosphate monobasic) 30 mmol per 10 mL and potassium (potassium phosphate dibasic and potassium phosphate monobasic) 44 mmol per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,POTASSIUM PHOSPHATES (phosphore (phosphate de potassium dibasique et phosphate de potassium monobasique) 30 mmol par 10 mL et potassium (phosphate de potassium dibasique et phosphate de potassium monobasique) 44 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
10705,00614262,NITROJECT INJ 1MG/ML (nitroglycerin 10 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LIMITED,NITROJECT INJ 1MG/ML (nitroglycérine 10 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,"mp_status_effective_time: ""20170804"" -> ""20220620"""
10975,00765104,PMS-DOCUSATE SODIUM (docusate sodium 200 mg oral capsule) PHARMASCIENCE INC,PMS-DOCUSATE SODIUM (docusate sodique 200 mg capsule orale) PHARMASCIENCE INC,DELETED
11537,00779237,BACTI-STAT 0.3% (triclosan 0.3 % cutaneous liquid) ECOLAB CO,"BACTI-STAT 0.3% (triclosan 0,3 % liquide cutané) ECOLAB CO",ADDED
11795,01905864,ACETAMINOPHEN SOLUTION ORAL GTTE 80MG/ML USP (acetaminophen 80 mg per mL oral drops) LABORATOIRES TRIANON INC.,ACETAMINOPHEN SOLUTION ORAL GTTE 80MG/ML USP (acétaminophène 80 mg par mL gouttes orales) LABORATOIRES TRIANON INC.,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20200612"" -> ""19911231"""
11893,00812382,CLOTRIMADERM TOPICAL (clotrimazole 1 % cutaneous cream) TARO PHARMACEUTICALS INC,CLOTRIMADERM TOPICAL (clotrimazole 1 % crème cutanée) TARO PHARMACEUTICALS INC,"Health_Canada_product_name: ""CLOTRIMADERM CREAM 1%"" -> ""CLOTRIMADERM TOPICAL""
mp_formal_name: ""CLOTRIMADERM C̲R̲E̲A̲M̲ ̲1̲%̲ (clotrimazole 1 % cutaneous cream) TARO PHARMACEUTICALS INC"" -> ""CLOTRIMADERM T̲O̲P̲I̲C̲A̲L̲ (clotrimazole 1 % cutaneous cream) TARO PHARMACEUTICALS INC""
mp_fr_description: ""CLOTRIMADERM C̲R̲E̲A̲M̲ ̲1̲%̲ (clotrimazole 1 % crème cutanée) TARO PHARMACEUTICALS INC"" -> ""CLOTRIMADERM T̲O̲P̲I̲C̲A̲L̲ (clotrimazole 1 % crème cutanée) TARO PHARMACEUTICALS INC"""
12196,01945149,CONDYLINE (podophyllotoxin 0.5 % cutaneous solution) SANOFI-AVENTIS CANADA INC,"CONDYLINE (podophyllotoxine 0,5 % solution pour application cutanée) SANOFI-AVENTIS CANADA INC",DELETED
12639,01977873,GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylenol 0.6 % cutaneous liquid) OSTREM CHEMICAL CO LTD.,"GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylénol 0,6 % liquide cutané) OSTREM CHEMICAL CO LTD.",ADDED
13476,01981501,BOTOX (onabotulinumtoxinA 100 unit per vial powder for solution for injection) ALLERGAN INC,BOTOX (onabotulinumtoxineA 100 unité par fiole poudre pour solution injectable) ALLERGAN INC,ADDED
13600,01974548,MICRO I (iodide (sodium iodide) 1000 mcg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,MICRO I (iodure (iodure de sodium) 1000 mcg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
13833,01905740,K + 45 (potassium chloride 251.6 g per l solution for haemodialysis) BAXTER CORPORATION,"K + 45 (chlorure de potassium 251,6 g par l solution pour hémodialyse) BAXTER CORPORATION",ADDED
14322,00728276,BURINEX (bumetanide 5 mg oral tablet) KARO PHARMA AB,BURINEX (bumétanide 5 mg comprimé oral) KARO PHARMA AB,"mp_formal_name: ""BURINEX (bumetanide 5 mg oral tablet) KN̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.̲"" -> ""BURINEX (bumetanide 5 mg oral tablet) KA̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲A̲B̲""
mp_fr_description: ""BURINEX (bumétanide 5 mg comprimé oral) KN̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.̲"" -> ""BURINEX (bumétanide 5 mg comprimé oral) KA̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲A̲B̲"""
14334,00728284,BURINEX (bumetanide 1 mg oral tablet) KARO PHARMA AB,BURINEX (bumétanide 1 mg comprimé oral) KARO PHARMA AB,"mp_formal_name: ""BURINEX (bumetanide 1 mg oral tablet) KN̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.̲"" -> ""BURINEX (bumetanide 1 mg oral tablet) KA̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲A̲B̲""
mp_fr_description: ""BURINEX (bumétanide 1 mg comprimé oral) KN̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.̲"" -> ""BURINEX (bumétanide 1 mg comprimé oral) KA̲R̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲A̲B̲"""
18208,02131471,VIROBEX-P (chloroxylenol 0.6 % cutaneous liquid) GERMIPHENE CORPORATION,"VIROBEX-P (chloroxylénol 0,6 % liquide cutané) GERMIPHENE CORPORATION",ADDED
18310,02161060,CALCIUM-45  0.25-4.5 (calcium chloride 7.45 g per bottle powder for concentrate for solution for haemodialysis) BAXTER CORPORATION,"CALCIUM-45  0.25-4.5 (chlorure de calcium 7,45 g par bouteille poudre pour solution à diluer pour solution pour hémodialyse) BAXTER CORPORATION",ADDED
18321,02160986,CALCIUM-45  0.5-4.5 (calcium chloride 14.9 g per bottle powder for concentrate for solution for haemodialysis) BAXTER CORPORATION,"CALCIUM-45  0.5-4.5 (chlorure de calcium 14,9 g par bouteille poudre pour solution à diluer pour solution pour hémodialyse) BAXTER CORPORATION",ADDED
18779,02167794,APO-SOTALOL (sotalol hydrochloride 160 mg oral tablet) APOTEX INC,APO-SOTALOL (chlorhydrate de sotalol 160 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""APO-SOTALOL - TAB 160MG"" -> ""APO-SOTALOL""
mp_formal_name: ""APO-SOTALOL ̲-̲ ̲T̲A̲B̲ ̲1̲6̲0̲M̲G̲ (sotalol hydrochloride 160 mg oral tablet) APOTEX INC"" -> ""APO-SOTALOL (sotalol hydrochloride 160 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO-SOTALOL ̲-̲ ̲T̲A̲B̲ ̲1̲6̲0̲M̲G̲ (chlorhydrate de sotalol 160 mg comprimé oral) APOTEX INC"" -> ""APO-SOTALOL (chlorhydrate de sotalol 160 mg comprimé oral) APOTEX INC"""
19089,02179709,LOZIDE (indapamide 1.25 mg oral tablet) SERVIER CANADA INC,"LOZIDE (indapamide 1,25 mg comprimé oral) SERVIER CANADA INC",DELETED
19098,02155990,ADALAT XL - SRT 60MG (nifedipine 60 mg prolonged-release oral tablet) BAYER INC,ADALAT XL - SRT 60MG (nifédipine 60 mg comprimé oral à libération prolongée) BAYER INC,DELETED
19442,02139545,"POTASSIUM PHOSPHATES INJECTION, USP (potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection) FRESENIUS KABI CANADA LTD","POTASSIUM PHOSPHATES INJECTION, USP (phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable) FRESENIUS KABI CANADA LTD",ADDED
