ntp_code,ntp_formal_name,ntp_fr_description,changes
00d9bdeaffad94f121bebcf786590760,desmopressin (desmopressin acetate) 50 mcg sublingual tablet,desmopressine (acétate de desmopressine) 50 mcg comprimé sublingual,ADDED
19244e5f83549d70f683f40d0a05a4c6,desmopressin (desmopressin acetate) 120 mcg sublingual tablet,desmopressine (acétate de desmopressine) 120 mcg comprimé sublingual,ADDED
1e64d814d3ca2b527fd78eb6045e4d1e,calcium gluconate 100 mg per mL solution for injection 500 mL bag,gluconate de calcium 100 mg par mL solution injectable 500 mL sac,ADDED
2353ea08f31ddb3dcc67797af2a6e67a,dupilumab 200 mg per 1.14 mL solution for injection pen,"dupilumab 200 mg par 1,14 mL solution injectable stylo",ADDED
249087367b3d75631dec8cb7ab43e0d8,desmopressin (desmopressin acetate) 60 mcg sublingual tablet,desmopressine (acétate de desmopressine) 60 mcg comprimé sublingual,ADDED
3db2cdc2cc34ac1ea6cb9d54859e1b4d,desmopressin (desmopressin acetate) 25 mcg sublingual tablet,desmopressine (acétate de desmopressine) 25 mcg comprimé sublingual,ADDED
69c79b735316ff448327ee79d86de87b,selpercatinib 80 mg oral capsule,selpercatinib 80 mg capsule orale,ADDED
83d4502cf1ee1a7528e9537d009c2701,selpercatinib 40 mg oral capsule,selpercatinib 40 mg capsule orale,ADDED
9000010,testosterone cypionate 1000 mg per 10 mL solution for injection vial,cypionate de testostérone 1000 mg par 10 mL solution injectable fiole,"ntp_status_effective_time: ""19531231"" -> ""20201020"""
9000366,nitroglycerin 10 mg per 10 mL solution for injection vial,nitroglycérine 10 mg par 10 mL solution injectable fiole,"ntp_status_effective_time: ""20170804"" -> ""20220620"""
9000436,nifedipine 60 mg prolonged-release oral tablet,nifédipine 60 mg comprimé oral à libération prolongée,"ntp_status_effective_time: ""19921231"" -> ""20081230"""
9000587,indapamide 1.25 mg oral tablet,"indapamide 1,25 mg comprimé oral","ntp_status_effective_time: ""19951231"" -> ""19990218"""
9000695,normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops,chlorhydrate de norméthadone 10 mg par mL et chlorhydrate de p-hydroxyéphédrine 20 mg par mL gouttes orales,DELETED
9000880,diazepam 20 mg per 4 mL rectal gel tube,diazépam 20 mg par 4 mL gel rectal tube,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20220601"" -> ""20000128"""
9000881,diazepam 2.5 mg per 0.5 mL rectal gel tube,"diazépam 2,5 mg par 0,5 mL gel rectal tube","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20220601"" -> ""20000128"""
9000883,diazepam 7.5 mg per 1.5 mL rectal gel tube,"diazépam 7,5 mg par 1,5 mL gel rectal tube","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20220601"" -> ""20000128"""
9001082,ciclopirox 8 % cutaneous solution,ciclopirox 8 % solution pour application cutanée,"ntp_status_effective_time: ""20040728"" -> ""20080418"""
9001172,ramipril 15 mg oral capsule,ramipril 15 mg capsule orale,"ntp_status_effective_time: ""20060814"" -> ""20090501"""
9001451,lorazepam 2 mg per 1 mL solution for injection vial,lorazépam 2 mg par 1 mL solution injectable fiole,DELETED
9001515,lidocaine hydrochloride 20 mg per mL cutaneous gel,chlorhydrate de lidocaïne 20 mg par mL gel cutané,ADDED
9001523,potassium chloride 149 mg per mL solution for injection,chlorure de potassium 149 mg par mL solution injectable,ADDED
9001654,betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream,"bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % crème cutanée",DELETED
9001709,triclosan 0.5 % cutaneous liquid,"triclosan 0,5 % liquide cutané",ADDED
9001725,sodium bicarbonate 84 mg per mL solution for injection,bicarbonate de sodium 84 mg par mL solution injectable,ADDED
9001734,coal tar 10 % cutaneous gel,goudron de houille 10 % gel cutané,DELETED
9001758,scopolamine butylbromide 10 mg oral tablet,butylbromure de scopolamine 10 mg comprimé oral,DELETED
9001777,camphor 20 mg and eucalyptol 185 mg and guaiacol 90 mg and guaiacol carbonate 100 mg suppository,camphre 20 mg et eucalyptol 185 mg et guaïacol 90 mg et carbonate de guaïacol 100 mg suppositoire,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20210623"" -> ""19771231"""
9001819,potassium chloride 20 meq per 10 mL solution for injection,chlorure de potassium 20 meq par 10 mL solution injectable,ADDED
9001867,benzalkonium chloride 0.1 % cutaneous liquid,"chlorure de benzalkonium 0,1 % liquide cutané",ADDED
9002030,potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection,phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable,ADDED
9002059,acetaminophen 325 mg and pseudoephedrine hydrochloride 30 mg oral tablet,acétaminophène 325 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20000419"" -> ""20200730"""
9002063,camphor 40 mg and eucalyptol 370 mg and guaiacol 180 mg and guaiacol carbonate 200 mg suppository,camphre 40 mg et eucalyptol 370 mg et guaïacol 180 mg et carbonate de guaïacol 200 mg suppositoire,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20210623"" -> ""19861231"""
9002087,sodium bicarbonate 81.3 g per l solution for haemodialysis,"bicarbonate de sodium 81,3 g par l solution pour hémodialyse",ADDED
9002113,sodium bicarbonate 42 mg per mL solution for injection,bicarbonate de sodium 42 mg par mL solution injectable,ADDED
