drug_code,mp_code,mp_formal_name,changes
777,00010405,TEGRETOL (carbamazepine 200 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,"Health_Canada_product_name: ""TEGRETOL 200MG"" -> ""TEGRETOL""
mp_formal_name: ""TEGRETOL ̲2̲0̲0̲M̲G̲ (carbamazepine 200 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""TEGRETOL (carbamazepine 200 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"""
3920,00402699,APO-CARBAMAZEPINE (carbamazepine 200 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO CARBAMAZEPINE TAB 200MG"" -> ""APO-CARBAMAZEPINE""
mp_formal_name: ""APO ̲CARBAMAZEPINE ̲T̲A̲B̲ ̲2̲0̲0̲M̲G̲ (carbamazepine 200 mg oral tablet) APOTEX INC"" -> ""APO-̲CARBAMAZEPINE (carbamazepine 200 mg oral tablet) APOTEX INC"""
4157,00518123,LECTOPAM TAB 3MG (bromazepam 3 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,DELETED
5326,00587737,HUMULIN N (insulin isophane human 100 unit per mL suspension for injection 10 mL vial) ELI LILLY CANADA INC,DELETED
8187,00745626,HUMATROPE (somatropin 5 mg per vial powder for solution for injection with diluent solution) ELI LILLY CANADA INC,DELETED
8373,00773611,TEGRETOL CR (carbamazepine 200 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,"Health_Canada_product_name: ""TEGRETOL CR TAB 200MG"" -> ""TEGRETOL CR""
mp_formal_name: ""TEGRETOL CR ̲T̲A̲B̲ ̲2̲0̲0̲M̲G̲ (carbamazepine 200 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""TEGRETOL CR (carbamazepine 200 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"""
8374,00755583,TEGRETOL CR (carbamazepine 400 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,"Health_Canada_product_name: ""TEGRETOL CR TAB 400MG"" -> ""TEGRETOL CR""
mp_formal_name: ""TEGRETOL CR ̲T̲A̲B̲ ̲4̲0̲0̲M̲G̲ (carbamazepine 400 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""TEGRETOL CR (carbamazepine 400 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"""
11030,00893757,PRAVACHOL (pravastatin sodium 20 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA,DELETED
11102,00839396,PRINIVIL (lisinopril 10 mg oral tablet) MERCK CANADA INC,DELETED
11103,00839418,PRINIVIL (lisinopril 20 mg oral tablet) MERCK CANADA INC,DELETED
13360,01964054,"ORACORT (triamcinolone acetonide 0.1 % oromucosal paste) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","mp_formal_name: ""ORACORT (triamcinolone acetonide 0.1 % oromucosal paste) TARO PHARMACEUTICALS INC"" -> ""ORACORT (triamcinolone acetonide 0.1 % oromucosal paste) TAROP̲H̲A̲R̲M̲A̲,̲ ̲A̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲T̲A̲R̲O̲ PHARMACEUTICALS INC.̲"""
16522,02047535,ORFENACE TABLET 100MG (orphenadrine citrate 100 mg oral tablet) STERIMAX INC,"mp_status_effective_time: ""20210827"" -> ""20210828"""
16640,02049473,NOVAHISTINE DH (hydrocodone bitartrate 1.7 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup) SANOFI-AVENTIS CANADA INC,DELETED
