drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"3089","active","active","00417270","XEDITON PHARMACEUTICALS INC","ARALEZ PHARMACEUTICALS CANADA INC"
"3091","active","active","00443174","XEDITON PHARMACEUTICALS INC","ARALEZ PHARMACEUTICALS CANADA INC"
"5156","active","active","00568627","XEDITON PHARMACEUTICALS INC","ARALEZ PHARMACEUTICALS CANADA INC"
"5157","active","active","00568635","XEDITON PHARMACEUTICALS INC","ARALEZ PHARMACEUTICALS CANADA INC"
"11196","active","active","00851744","ORGANON CANADA INC.","MERCK CANADA INC"
"11443","active","active","00871095","ORGANON CANADA INC.","MERCK CANADA INC"
"11444","active","active","00851736","ORGANON CANADA INC.","MERCK CANADA INC"
"61169","active","active","02237810","TAKEDA CANADA INC","SHIRE PHARMA CANADA ULC"
"61170","active","active","02237811","TAKEDA CANADA INC","SHIRE PHARMA CANADA ULC"
"61609","active","active","02238216","ORGANON CANADA INC.","MERCK CANADA INC"
"61610","active","active","02238217","ORGANON CANADA INC.","MERCK CANADA INC"
"61885","active","active","02238465","ORGANON CANADA INC.","MERCK CANADA INC"
"64089","active","active","02240518","ORGANON CANADA INC.","MERCK CANADA INC"
"64090","active","active","02240519","ORGANON CANADA INC.","MERCK CANADA INC"
"64092","active","active","02240521","ORGANON CANADA INC.","MERCK CANADA INC"
"67521","active","active","02243602","ORGANON CANADA INC.","MERCK CANADA INC"
"67852","active","active","02243910","ORGANON CANADA INC.","MERCK CANADA INC"
"69356","active","active","02245329","ORGANON CANADA INC.","MERCK CANADA INC"
"72310","active","active","02247997","ORGANON CANADA INC.","MERCK CANADA INC"
"72897","active","active","02248542","ORGANON CANADA INC.","MERCK CANADA INC"
"72898","active","active","02248543","ORGANON CANADA INC.","MERCK CANADA INC"
"72899","active","active","02248544","ORGANON CANADA INC.","MERCK CANADA INC"
"76058","active","active","02275074","ODAN LABORATORIES LTD","SANDOZ CANADA INCORPORATED"
"76059","active","active","02275082","ODAN LABORATORIES LTD","SANDOZ CANADA INCORPORATED"
"76210","active","active","02276429","ORGANON CANADA INC.","MERCK CANADA INC"
"80047","active","active","02314940","ORGANON CANADA INC.","MERCK CANADA INC"
"80414","active","active","02318660","ORGANON CANADA INC.","MERCK CANADA INC"
"80415","active","active","02318679","ORGANON CANADA INC.","MERCK CANADA INC"
"89675","active","active","02412187","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT PHARMA, INC"
"90702","active","active","02422336","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"91597","active","active","02431548","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"92016","active","active","02435810","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"92056","active","active","02436221","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"92564","active","active","02441241","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"94414","active","active","02457059","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT PHARMA, INC"
"94415","active","active","02457067","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT PHARMA, INC"
"94416","active","active","02457075","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT PHARMA, INC"
"94517","active","active","02458128","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT PHARMA, INC"
"94846","active","active","02460947","JUNO PHARMACEUTICALS CORP.","MDA INC."
"94847","active","active","02460955","JUNO PHARMACEUTICALS CORP.","MDA INC."
"95055","active","active","02462729","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"95136","active","active","02463393","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"96481","active","active","02474581","THE AVON COMPANY CANADA LIMITED","FRUITS ET PASSION BOUTIQUES INC."
"96706","active","active","02476134","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT PHARMA, INC"
"97411","active","active","02483769","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT PHARMA, INC"
"98599","active","active","02496119","MANTRA PHARMA INC","ACCEL PHARMA INC"
"62993","approved","inactive","02239517","APOTEX INC","NU-PHARM INC"
