drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"99697","105","WIPE","ADDED","02507609"
"95136","34","LIQUID","REMOVED","02463393"
"5678","17","TABLET (ENTERIC-COATED)","REMOVED","00596434"
"100525","56","POWDER FOR SOLUTION","ADDED","02515857"
"99835","98","SPRAY","ADDED","02509032"
"100453","105","WIPE","ADDED","02515148"
"100501","85","TABLET","ADDED","02515628"
"98324","109","TABLET (DELAYED-RELEASE)","ADDED","02493268"
"100284","36","LOTION","ADDED","02513668"
"100411","85","TABLET","ADDED","02514710"
"100519","85","TABLET","ADDED","02515792"
"100538","134","SOLUTION","ADDED","02516020"
"62993","109","TABLET (DELAYED-RELEASE)","ADDED","02239517"
"99821","105","WIPE","ADDED","02508885"
"100548","141","CAPSULE (EXTENDED RELEASE)","ADDED","02516144"
"100284","32","KIT","ADDED","02513668"
"100559","85","TABLET","ADDED","02516217"
"100510","134","SOLUTION","ADDED","02515717"
"100518","85","TABLET","ADDED","02515784"
"99833","105","WIPE","ADDED","02509016"
"99703","105","WIPE","ADDED","02507676"
"99835","134","SOLUTION","ADDED","02509032"
"100514","109","TABLET (DELAYED-RELEASE)","ADDED","02515741"
"99700","105","WIPE","ADDED","02507633"
"100515","55","POWDER","ADDED","02515776"
"98750","85","TABLET","ADDED","02497700"
"90714","134","SOLUTION","ADDED","02422654"
"62995","109","TABLET (DELAYED-RELEASE)","ADDED","02239519"
"100490","134","SOLUTION","ADDED","02515504"
"100533","85","TABLET","ADDED","02515970"
"99832","98","SPRAY","ADDED","02509008"
"100550","134","SOLUTION","ADDED","02516160"
"98598","85","TABLET","ADDED","02496100"
"100500","85","TABLET","ADDED","02515601"
"100410","85","TABLET","ADDED","02514702"
"100505","105","WIPE","ADDED","02515660"
"95136","134","SOLUTION","ADDED","02463393"
"100523","85","TABLET","ADDED","02515830"
"97891","5","CAPSULE","ADDED","02488833"
"43348","85","TABLET","ADDED","02223155"
"95399","109","TABLET (DELAYED-RELEASE)","ADDED","02465752"
"100517","157","GRANULES FOR SUSPENSION","ADDED","02515881"
"100546","141","CAPSULE (EXTENDED RELEASE)","ADDED","02516128"
"100495","85","TABLET","ADDED","02515547"
"100508","85","TABLET","ADDED","02515695"
"5677","17","TABLET (ENTERIC-COATED)","REMOVED","00596426"
"100526","175","FOAM","ADDED","02515865"
"98748","85","TABLET","ADDED","02497689"
"100284","114","GEL","ADDED","02513668"
"100536","85","TABLET","ADDED","02516004"
"5676","17","TABLET (ENTERIC-COATED)","REMOVED","00596418"
"100168","183","POD","ADDED","02512394"
"100558","85","TABLET","ADDED","02516209"
"100059","134","SOLUTION","ADDED","02511371"
"100511","134","SOLUTION","ADDED","02515725"
"100556","134","SOLUTION","ADDED","02516195"
"67176","134","SOLUTION","ADDED","02243278"
"100496","85","TABLET","ADDED","02515555"
"100535","85","TABLET","ADDED","02515997"
"100534","85","TABLET","ADDED","02515989"
"100539","134","SOLUTION","ADDED","02516039"
"100560","134","SOLUTION","ADDED","02516225"
"100506","9","CREAM","ADDED","02515679"
"62993","17","TABLET (ENTERIC-COATED)","REMOVED","02239517"
"100524","85","TABLET","ADDED","02515849"
"97861","85","TABLET","ADDED","02488515"
"100516","157","GRANULES FOR SUSPENSION","ADDED","02515873"
"100059","98","SPRAY","ADDED","02511371"
"5678","109","TABLET (DELAYED-RELEASE)","ADDED","00596434"
"62994","109","TABLET (DELAYED-RELEASE)","ADDED","02239518"
"100547","141","CAPSULE (EXTENDED RELEASE)","ADDED","02516136"
"100545","141","CAPSULE (EXTENDED RELEASE)","ADDED","02516101"
"5676","109","TABLET (DELAYED-RELEASE)","ADDED","00596418"
"100530","134","SOLUTION","ADDED","02515946"
"100549","141","CAPSULE (EXTENDED RELEASE)","ADDED","02516152"
"99803","105","WIPE","ADDED","02508680"
"99757","59","SHAMPOO","ADDED","02508184"
"5677","109","TABLET (DELAYED-RELEASE)","ADDED","00596426"
"99743","105","WIPE","ADDED","02508079"
"99698","98","SPRAY","ADDED","02507617"
"67176","34","LIQUID","REMOVED","02243278"
"100512","134","SOLUTION","ADDED","02515733"
"99696","59","SHAMPOO","ADDED","02507595"
"100499","85","TABLET","ADDED","02515598"
"83986","32","KIT","ADDED","Not Applicable/non applicable"
"100530","98","SPRAY","ADDED","02515946"
"100537","105","WIPE","ADDED","02516012"
"100552","5","CAPSULE","ADDED","02516187"
"99706","105","WIPE","ADDED","02507706"
"100512","98","SPRAY","ADDED","02515733"
"99698","134","SOLUTION","ADDED","02507617"
"99704","98","SPRAY","ADDED","02507684"
"97860","85","TABLET","ADDED","02488507"
"62995","17","TABLET (ENTERIC-COATED)","REMOVED","02239519"
"100513","105","WIPE","ADDED","02515768"
"100493","85","TABLET","ADDED","02515520"
"100227","134","SOLUTION","ADDED","02513161"
"62994","17","TABLET (ENTERIC-COATED)","REMOVED","02239518"
"100531","98","SPRAY","ADDED","02515954"
"100509","105","WIPE","ADDED","02515709"
"99919","5","CAPSULE","ADDED","02509938"
"90714","34","LIQUID","REMOVED","02422654"
"99740","105","WIPE","ADDED","02508044"
"100494","85","TABLET","ADDED","02515539"
"100507","151","TABLET (CHEWABLE)","ADDED","02515687"
