drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
14017,01997572,DANTRIUM INTRAVENOUS (dantrolène sodique 20 mg par fiole poudre pour solution injectable) ENDO OPERATIONS LTD.,dantrolène sodique 20 mg par fiole poudre pour solution injectable,dantrolène,"mp_fr_description: ""DANTRIUM INTRAVENOUS (dantrolène sodique 20 mg par fiole poudre pour solution injectable) ENDO P̲A̲R̲ ̲I̲N̲N̲O̲V̲A̲T̲I̲O̲N̲ ̲C̲O̲M̲P̲A̲N̲Y̲,̲ ̲L̲L̲C̲"" -> ""DANTRIUM INTRAVENOUS (dantrolène sodique 20 mg par fiole poudre pour solution injectable) ENDO O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲.̲"""
14019,01997602,DANTRIUM CAPSULES (dantrolène sodique 25 mg capsule orale) ENDO OPERATIONS LTD.,dantrolène sodique 25 mg capsule orale,dantrolène,"mp_fr_description: ""DANTRIUM CAPSULES (dantrolène sodique 25 mg capsule orale) ENDO P̲A̲R̲ ̲I̲N̲N̲O̲V̲A̲T̲I̲O̲N̲ ̲C̲O̲M̲P̲A̲N̲Y̲,̲ ̲L̲L̲C̲"" -> ""DANTRIUM CAPSULES (dantrolène sodique 25 mg capsule orale) ENDO O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲.̲"""
20189,02195933,APO-LEVOCARB (carbidopa 10 mg et lévodopa 100 mg comprimé oral) APOTEX INC,carbidopa 10 mg et lévodopa 100 mg comprimé oral,carbidopa et lévodopa,"mp_fr_description: ""APO-LEVOCARB ̲-̲ ̲T̲A̲B̲ ̲1̲0̲M̲G̲/̲1̲0̲0̲M̲G̲ (carbidopa 10 mg et lévodopa 100 mg comprimé oral) APOTEX INC"" -> ""APO-LEVOCARB (carbidopa 10 mg et lévodopa 100 mg comprimé oral) APOTEX INC"""
20190,02195968,APO-LEVOCARB (carbidopa 25 mg et lévodopa 250 mg comprimé oral) APOTEX INC,carbidopa 25 mg et lévodopa 250 mg comprimé oral,carbidopa et lévodopa,"mp_fr_description: ""APO-LEVOCARB ̲-̲ ̲T̲A̲B̲ ̲2̲5̲M̲G̲/̲2̲5̲0̲M̲G̲ (carbidopa 25 mg et lévodopa 250 mg comprimé oral) APOTEX INC"" -> ""APO-LEVOCARB (carbidopa 25 mg et lévodopa 250 mg comprimé oral) APOTEX INC"""
20239,02195941,APO-LEVOCARB (carbidopa 25 mg et lévodopa 100 mg comprimé oral) APOTEX INC,carbidopa 25 mg et lévodopa 100 mg comprimé oral,carbidopa et lévodopa,"mp_fr_description: ""APO-LEVOCARB-̲T̲A̲B̲ ̲2̲5̲M̲G̲/̲1̲0̲0̲M̲G̲ (carbidopa 25 mg et lévodopa 100 mg comprimé oral) APOTEX INC"" -> ""APO-LEVOCARB (carbidopa 25 mg et lévodopa 100 mg comprimé oral) APOTEX INC"""
27528,02061597,UNISOM SLEEPGELS EXTRA STRENGTH (chlorhydrate de diphenhydramine 50 mg capsule orale) ENDO OPERATIONS LTD.,chlorhydrate de diphenhydramine 50 mg capsule orale,diphenhydramine,"mp_fr_description: ""UNISOM SLEEPGELS EXTRA STRENGTH (chlorhydrate de diphenhydramine 50 mg capsule orale) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""UNISOM SLEEPGELS EXTRA STRENGTH (chlorhydrate de diphenhydramine 50 mg capsule orale) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
36788,02209594,"PREPARATION H-PE GEL (hamamélis de virginie 50 % et chlorhydrate de phényléphrine 0,25 % gel rectal) HALEON CANADA ULC","hamamélis de virginie 50 % et chlorhydrate de phényléphrine 0,25 % gel rectal",hamamélis de virginie et phényléphrine,"mp_fr_description: ""PREPARATION H-PE GEL (hamamélis de virginie 50 % et chlorhydrate de phényléphrine 0,25 % gel rectal) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""PREPARATION H-PE GEL (hamamélis de virginie 50 % et chlorhydrate de phényléphrine 0,25 % gel rectal) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
43349,02223163,PRO-BUSPIRONE (chlorhydrate de buspirone 10 mg comprimé oral) PRO DOC LIMITEE,chlorhydrate de buspirone 10 mg comprimé oral,buspirone,"mp_fr_description: ""BUSPIRONE-̲1̲0̲ (chlorhydrate de buspirone 10 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲BUSPIRONE (chlorhydrate de buspirone 10 mg comprimé oral) PRO DOC LIMITEE"""
49993,02230732,"TRINIPATCH 0.2 (nitroglycérine 0,2 mg par heure timbre transdermique) ENDO OPERATIONS LTD.","nitroglycérine 0,2 mg par heure timbre transdermique",nitroglycérine,"mp_fr_description: ""TRINIPATCH 0.2 (nitroglycérine 0,2 mg par heure timbre transdermique) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRINIPATCH 0.2 (nitroglycérine 0,2 mg par heure timbre transdermique) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
49995,02230733,"TRINIPATCH 0.4 (nitroglycérine 0,4 mg par heure timbre transdermique) ENDO OPERATIONS LTD.","nitroglycérine 0,4 mg par heure timbre transdermique",nitroglycérine,"mp_fr_description: ""TRINIPATCH 0.4 (nitroglycérine 0,4 mg par heure timbre transdermique) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRINIPATCH 0.4 (nitroglycérine 0,4 mg par heure timbre transdermique) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
