tm_code,tm_formal_name,changes
"81c1cb0e16623f9aea501b07bc53898c","c1 esterase inhibitor human","ADDED"
"de5de576a8dd3e56ef0a35f3979a5996","amylmetacresol and dichlorobenzyl alcohol and levomenthol","CHANGED"
"6ca8d2588c160117008bbb124b104ea3","iron sucrose","ADDED"
"8000837","acetaminophen and caffeine","tm_status_effective_time: ""20050105"" -> ""19861231"""
"8002222","carboxymethylcellulose and glycerin","CHANGED"
"8002220","carboxymethylcellulose","CHANGED"
"658f15e32023011c6a4f6ad453f846db","sodium ferric gluconate complex","ADDED"
"8001082","glycopyrronium","tm_status_effective_time: ""20130114"" -> ""19931231"""
"8001722","choriogonadotropin alpha","DELETED"
"8001659","glycopyrrolate","DELETED"
"8001605","calcitonin salmon","CHANGED"
"8002221","carboxymethylcellulose and gelatin and pectin","CHANGED"
"8001215","meropenem","tm_status_effective_time: ""19961112"" -> ""19961108"""
"8000866","mupirocin","tm_status_effective_time: ""19921231"" -> ""19990413"""
"b466652a6fe415865ad80ea21393bab4","carboxymethylcellulose and glycerin and polysorbate 80","CHANGED"
"8002215","amphotericin B","CHANGED"
"8000221","valproic acid (base)","CHANGED"
"69ccdf7820ef88de8b5fdb327f506467","anti-thymocyte immunoglobulin rabbit","CHANGED"
"8002218","anti-thymocyte immunoglobulin rabbit","CHANGED"
"8002217","anti-thymocyte immunoglobulin equine","CHANGED"
"8001500","ofatumumab","DELETED"
"5403841f34825d7b192d7988e1f723f9","anti-thymocyte immunoglobulin equine","CHANGED"
"fb3091558f5d9e713ac0293e14362fd0","calcitonin salmon","CHANGED"
"8001817","iron (iron dextran complex)","DELETED"
"8002216","amylmetacresol and dichlorobenzyl alcohol and levomenthol","CHANGED"
"e71f84f0bc76bc7520af9a610f3afc03","iron dextran","ADDED"
"8002200","iron (iron isomaltoside 1000)","DELETED"
"8001818","iron (iron sucrose)","DELETED"
"8001076","cefuroxime","tm_status_effective_time: ""19981027"" -> ""19990913"""
"8002223","carboxymethylcellulose and glycerin and polysorbate 80","CHANGED"
"afe2e2ecc66a87ca7e2ca280ea259331","amphotericin B","CHANGED"
"8001893","bronopol and triclosan","DELETED"
"8002043","oxaliplatin","tm_status_effective_time: ""20070717"" -> ""20151216"""
"0c50dca6b3a4c0ea19aa0b73eb168e47","valproic acid (base)","CHANGED"
"8001372","dextromethorphan and phenylephrine","tm_status_effective_time: ""20140805"" -> ""20060818"""
"58776121233d50cd3aecbc3b6101bd5d","carboxymethylcellulose","CHANGED"
"300e480a9233b011b4b89ff285e3d13d","iron isomaltoside 1000","ADDED"
"8002094","amylmetacresol and dichlorobenzyl alcohol and menthol","tm_status_effective_time: ""20120904"" -> ""20120719"""
"b3dac25e0b7cc4ccf5ae00f886322108","carboxymethylcellulose and glycerin","CHANGED"
"8001819","iron (sodium ferric gluconate complex in sucrose injection)","DELETED"
"8002177","c1 esterase inhibitor (human)","DELETED"
"8002214","alpha 1-proteinase inhibitor human","CHANGED"
"8001634","dinoprost","DELETED"
"f425f76eabeeff651286a0dbd78468bd","alpha 1-proteinase inhibitor human","CHANGED"
"b405bf2941e278df246c2ba7e2d8988c","carboxymethylcellulose and gelatin and pectin","CHANGED"
