drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99579","56","ORAL","ADDED","02506424"
"100965","56","ORAL","ADDED","02520451"
"102411","56","ORAL","ADDED","02535246"
"102397","8","DISINFECTANT (Food Premises)","ADDED","02535092"
"102359","56","ORAL","ADDED","02534681"
"101302","56","ORAL","ADDED","02523973"
"102455","94","DISINFECTANT (Institutional/Industrial)","ADDED","02535726"
"102419","56","ORAL","ADDED","02535335"
"102386","65","SUBCUTANEOUS","ADDED","02534975"
"101946","8","DISINFECTANT (Food Premises)","ADDED","02530279"
"102383","56","ORAL","ADDED","02534940"
"102380","56","ORAL","ADDED","02534916"
"102360","56","ORAL","ADDED","02534703"
"102455","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02535726"
"102387","56","ORAL","ADDED","02534983"
"101303","56","ORAL","ADDED","02523981"
"102378","56","ORAL","ADDED","02534894"
"102386","49","INTRAVENOUS","ADDED","02534975"
"102396","65","SUBCUTANEOUS","ADDED","02535084"
"101946","93","DISINFECTANT (Domestic)","ADDED","02530279"
"100639","56","ORAL","ADDED","02517051"
"99576","56","ORAL","ADDED","02506394"
"102425","56","ORAL","ADDED","02535394"
"102399","56","ORAL","ADDED","02535114"
"99353","56","ORAL","ADDED","02504073"
"102412","56","ORAL","ADDED","02535254"
"100963","56","ORAL","ADDED","02520435"
"102447","56","ORAL","ADDED","02535637"
"102377","56","ORAL","ADDED","02534886"
"100643","56","ORAL","ADDED","02517094"
"102427","29","INHALATION","ADDED","02535416"
"102374","56","ORAL","ADDED","02534843"
"102450","56","ORAL","ADDED","02535653"
"102424","56","ORAL","ADDED","02535386"
"102385","65","SUBCUTANEOUS","ADDED","02534967"
"100964","56","ORAL","ADDED","02520443"
"99354","56","ORAL","ADDED","02504081"
"99577","56","ORAL","ADDED","02506408"
"101522","8","DISINFECTANT (Food Premises)","ADDED","02526107"
"102386","22","INTRAMUSCULAR","ADDED","02534975"
"101522","94","DISINFECTANT (Institutional/Industrial)","ADDED","02526107"
"102395","65","SUBCUTANEOUS","ADDED","02535076"
"102389","56","ORAL","ADDED","02535009"
"99356","56","ORAL","ADDED","02504111"
"100642","56","ORAL","ADDED","02517086"
"102418","56","ORAL","ADDED","02535327"
"102432","56","ORAL","ADDED","02535475"
"102417","56","ORAL","ADDED","02535319"
"102449","22","INTRAMUSCULAR","ADDED","02535645"
"102384","70","TOPICAL","ADDED","02534959"
"100962","56","ORAL","ADDED","02520427"
"102414","49","INTRAVENOUS","ADDED","02535289"
"102455","2","DISINFECTANT (Barn)","ADDED","02535726"
"102388","56","ORAL","ADDED","02534991"
"102398","56","ORAL","ADDED","02535106"
"101522","93","DISINFECTANT (Domestic)","ADDED","02526107"
"101926","70","TOPICAL","ADDED","02530058"
"102397","2","DISINFECTANT (Barn)","ADDED","02535092"
"101904","70","TOPICAL","ADDED","02529807"
"102431","56","ORAL","ADDED","02535467"
"102435","56","ORAL","ADDED","02535505"
"102385","49","INTRAVENOUS","ADDED","02534967"
"99578","56","ORAL","ADDED","02506416"
"102433","56","ORAL","ADDED","02535483"
"101522","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02526107"
"102457","49","INTRAVENOUS","ADDED","02535742"
"102454","56","ORAL","ADDED","02535718"
"102381","56","ORAL","ADDED","02534924"
"99574","70","TOPICAL","ADDED","02506351"
"102451","56","ORAL","ADDED","02535661"
"100641","56","ORAL","ADDED","02517078"
"102379","49","INTRAVENOUS","ADDED","02534908"
"102452","56","ORAL","ADDED","02535688"
"102421","40","INTRASPINAL","ADDED","02535351"
"102463","56","ORAL","ADDED","02535807"
"102434","56","ORAL","ADDED","02535491"
"102455","8","DISINFECTANT (Food Premises)","ADDED","02535726"
"102413","56","ORAL","ADDED","02535262"
"101305","56","ORAL","ADDED","02524015"
"99355","56","ORAL","ADDED","02504103"
"102397","94","DISINFECTANT (Institutional/Industrial)","ADDED","02535092"
"102458","49","INTRAVENOUS","ADDED","02535750"
"102456","49","INTRAVENOUS","ADDED","02535734"
"101304","56","ORAL","ADDED","02524007"
"101946","94","DISINFECTANT (Institutional/Industrial)","ADDED","02530279"
"102382","56","ORAL","ADDED","02534932"
"99574","104","TOPICAL (HOUSEHOLD)","REMOVED","02506351"
"102385","22","INTRAMUSCULAR","ADDED","02534967"
"102449","49","INTRAVENOUS","ADDED","02535645"
"102373","55","OPHTHALMIC","ADDED","02534835"
