drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"37384","active","active","02224860","SEARCHLIGHT PHARMA INC","ERFA CANADA 2012 INC"
"18751","active","active","02148528","BAUSCH & LOMB INC","BAUSCH HEALTH, CANADA INC."
"18749","active","active","02148544","BAUSCH & LOMB INC","BAUSCH HEALTH, CANADA INC."
"84695","active","active","02361914","PIERREL S.P.A.","PIERREL PHARMA S.R.L."
"84694","active","active","02361906","PIERREL S.P.A.","PIERREL PHARMA S.R.L."
"18744","active","active","02148463","BAUSCH & LOMB INC","BAUSCH HEALTH, CANADA INC."
"94336","active","active","02456478","MEDEXUS INC","MEDEXUS PHARMACEUTICALS INC"
"94335","active","active","02456451","MEDEXUS INC","MEDEXUS PHARMACEUTICALS INC"
"37385","dormant","dormant","02224879","SEARCHLIGHT PHARMA INC","ERFA CANADA 2012 INC"
"37387","dormant","dormant","02224895","SEARCHLIGHT PHARMA INC","ERFA CANADA 2012 INC"
"37386","dormant","dormant","02224887","SEARCHLIGHT PHARMA INC","ERFA CANADA 2012 INC"
"71189","approved","approved","02246962","LABORATOIRES JUVISE PHARMACEUTICALS","APTALIS PHARMA CANADA ULC"
"96928","approved","approved","02478498","EIRGEN PHARMA LIMITED","VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA LTD"
"86900","approved","approved","02383233","STERIMAX INC","STRIDES PHARMA CANADA INC"
"99574","approved","approved","02506351","GESTIONS AGRI-MART INC","ENTREPRISES SI-MART INC"
