mp_code,mp_formal_name,mp_fr_description,changes
"00003875","DULCOLAX (bisacodyl 10 mg suppository) SANOFI CONSUMER HEALTH INC","DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC","mp_formal_name: ""DULCOLAX (bisacodyl 10 mg suppository) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 10 mg suppository) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC"""
"00010200","PROPYL-THYRACIL (propylthiouracil 50 mg oral tablet) PALADIN LABS INC","PROPYL-THYRACIL (propylthiouracile 50 mg comprimé oral) PALADIN LABS INC","DELETED"
"00010219","PROPYL-THYRACIL (propylthiouracil 100 mg oral tablet) PALADIN LABS INC","PROPYL-THYRACIL (propylthiouracile 100 mg comprimé oral) PALADIN LABS INC","DELETED"
"00029149","FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH","FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH","ADDED"
"00037869","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00038083","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00254142","DULCOLAX (bisacodyl 5 mg gastro-resistant tablet) SANOFI CONSUMER HEALTH INC","DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC","mp_formal_name: ""DULCOLAX (bisacodyl 5 mg gastro-resistant tablet) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 5 mg gastro-resistant tablet) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"" -> ""DULCOLAX (bisacodyl 5 mg comprimé gastrorésistant) SANOFI CONSUMER HEALTH INC"""
"00261971","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00261998","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00265470","C.E.S. (conjugated estrogens 0.625 mg oral tablet) BAUSCH HEALTH, CANADA INC.","C.E.S. (oestrogènes conjugués 0,625 mg comprimé oral) BAUSCH HEALTH, CANADA INC.","Health_Canada_product_name: ""C.E.S. TABLETS"" -> ""C.E.S.""
mp_formal_name: ""C.E.S. TABLETS (conjugated estrogens 0.625 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""C.E.S. (conjugated estrogens 0.625 mg oral tablet) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""C.E.S. TABLETS (oestrogènes conjugués 0,625 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""C.E.S. (oestrogènes conjugués 0,625 mg comprimé oral) BAUSCH HEALTH, CANADA INC.""
mp_status_effective_time: ""20170727"" -> ""20200923"""
