tm_code,tm_formal_name,tm_fr_description,changes
"07e80f12150c64db220947ef9ab304d7","caplacizumab","caplacizumab","ADDED"
"08b59aecc1a4a2a18253e8decacc8af1","glasdegib","glasdégib","ADDED"
"20a214e859bccabb7496f7647db62c06","satralizumab","satralizumab","ADDED"
"8000067","benztropine","benztropine","tm_status_effective_time: ""19781231"" -> ""19841231"""
"8000796","benzalkonium","benzalkonium","CHANGED"
"8000829","benzoyl peroxide","peroxyde de benzoyle","tm_status_effective_time: ""19821231"" -> ""19911231"""
"8000879","atenolol and chlorthalidone","aténolol et chlorthalidone","tm_status_effective_time: ""19941231"" -> ""20040812"""
"8000912","alcohol anhydrous and chlorhexidine","alcool anhydre et chlorhexidine","CHANGED"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","alcool anhydre et butanédiol et alcool propylique et propylène glycol","CHANGED"
"8000946","alcohol anhydrous and benzalkonium","alcool anhydre et benzalkonium","CHANGED"
"8001004","benzoyl peroxide and salicylic acid","peroxyde de benzoyle et acide salicylique","CHANGED"
"8001098","asparaginase","asparaginase","CHANGED"
"8001476","follitropin beta","follitropine bêta","CHANGED"
"8001514","propylthiouracil","propylthiouracile","DELETED"
"8001579","benzethonium","benzéthonium","CHANGED"
"8001580","benzethonium and benzocaine","benzéthonium et benzocaïne","DELETED"
"8001615","chloroxylenol","chloroxylénol","CHANGED"
"8001659","glycopyrrolate","glycopyrrolate","DELETED"
"8001690","abciximab","abciximab","DELETED"
"8001696","antipyrine and sodium salicylate","antipyrine et salicylate de sodium","CHANGED"
"8001757","doxorubicin","doxorubicine","CHANGED"
"8001771","ethinyl estradiol and ethynodiol","éthinylestradiol et éthynodiol","DELETED"
"8001844","magnesium chloride","chlorure de magnésium","CHANGED"
"8001866","petrolatum","pétrolatum","CHANGED"
"8001870","potassium chloride","chlorure de potassium","CHANGED"
"8001878","sodium iodide","iodure de sodium","CHANGED"
"8001976","triclosan","triclosan","CHANGED"
"8002039","ocriplasmin","ocriplasmine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20131120"" -> ""20200320"""
"8002047","paclitaxel","paclitaxel","CHANGED"
"8002068","piperazine","pipérazine","CHANGED"
"8002088","acetic acid and sodium acetate","acide acétique et acétate de sodium","CHANGED"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","phosphate de potassium dibasique et phosphate de potassium monobasique","CHANGED"
"8002160","sodium acetate","acétate de sodium","CHANGED"
"8002161","sodium bicarbonate","bicarbonate de sodium","CHANGED"
"8002169","anti-inhibitor coagulant complex","complexe coagulant anti-inhibiteur","CHANGED"
"8002215","amphotericin B","amphotéricine B","CHANGED"
"8002245","onabotulinumtoxinA","onabotulinumtoxineA","CHANGED"
"8002278","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","CHANGED"
"8002282","fibrinogen human and thrombin human","fibrinogène humaine et thrombine humaine","CHANGED"
"8002337","fremanezumab","frémanézumab","CHANGED"
"a164ae2a3eab863a682d9202bb5c90be","etonogestrel","étonogestrel","ADDED"
"a557c7f532f1e46cbefd64123fd60af2","cabotegravir","cabotégravir","ADDED"
"caaa75ca16217f25adf053cb5ad03d21","cabotegravir and rilpivirine","cabotégravir et rilpivirine","ADDED"
