mp_code,mp_formal_name,ntp_code,ntp_formal_name,tm_code,tm_formal_name
02436078,BERINERT 1500 (C1 esterase inhibitor human 1500 unit per vial powder for solution for injection with diluent solution) CSL BEHRING CANADA INC,707f5590c204f0594687054924ab38b1,C1 esterase inhibitor human 1500 unit per vial powder for solution for injection with diluent solution,d8613f3c2785f3c5f55a686e53fb703f,C1 esterase inhibitor human
02352575,BERINERT 500 (C1 esterase inhibitor human 500 unit per vial powder for solution for injection with diluent solution) CSL BEHRING CANADA INC,44d91d6d36a6020c9dfdcbd8d7389fb1,C1 esterase inhibitor human 500 unit per vial powder for solution for injection with diluent solution,d8613f3c2785f3c5f55a686e53fb703f,C1 esterase inhibitor human
02395371,CINRYZE (C1 esterase inhibitor human 500 unit per vial powder for solution for injection with diluent solution) VIROPHARMA BIOLOGICS INC,44d91d6d36a6020c9dfdcbd8d7389fb1,C1 esterase inhibitor human 500 unit per vial powder for solution for injection with diluent solution,d8613f3c2785f3c5f55a686e53fb703f,C1 esterase inhibitor human
02387735,DYSPORT AESTHETIC (abobotulinumtoxinA 300 unit per vial powder for solution for injection) IPSEN BIOPHARM LIMITED,65499b07eb36e9f240473fce21bfa334,abobotulinumtoxinA 300 unit per vial powder for solution for injection,97fbfe8bb152e10078b2278fc786f5ad,abobotulinumtoxinA
02460203,DYSPORT THERAPEUTIC (abobotulinumtoxinA 300 unit per vial powder for solution for injection) IPSEN BIOPHARM LIMITED,65499b07eb36e9f240473fce21bfa334,abobotulinumtoxinA 300 unit per vial powder for solution for injection,97fbfe8bb152e10078b2278fc786f5ad,abobotulinumtoxinA
02456117,DYSPORT THERAPEUTIC (abobotulinumtoxinA 500 unit per vial powder for solution for injection) IPSEN BIOPHARM LIMITED,aba0a296e44235f1576186e64194c952,abobotulinumtoxinA 500 unit per vial powder for solution for injection,97fbfe8bb152e10078b2278fc786f5ad,abobotulinumtoxinA
02047349,HOT LEMON RELIEF FOR SYMPTOMS OF COLD AND FLU REGULAR STRENGTH (acetaminophen 325 mg per sachet and ascorbic acid 50 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) CELLCHEM PHARMACEUTICALS INC.,451b63212a1fe579843978624be6bb4c,acetaminophen 325 mg per sachet and ascorbic acid 50 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,8002166,acetaminophen and ascorbic acid and pheniramine and phenylephrine
02238890,HOT LEMON RELIEF FOR SYMPTOMS OF COLD AND FLU EXTRA STRENGTH (acetaminophen 650 mg per sachet and ascorbic acid 50 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution) CELLCHEM PHARMACEUTICALS INC.,7f88ad7e497eaed3ac39b7b831fe48b1,acetaminophen 650 mg per sachet and ascorbic acid 50 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,8002166,acetaminophen and ascorbic acid and pheniramine and phenylephrine
02291371,ROBITUSSIN TOTAL COUGH COLD & FLU EXTRA STRENGTH (acetaminophen 1000 mg per 30 mL and chlorpheniramine maleate 4 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and pseudoephedrine hydrochloride 60 mg per 30 mL oral solution) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC,d392eb5b9245e0af2d3332e893ff8bbb,acetaminophen 1000 mg per 30 mL and chlorpheniramine maleate 4 mg per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and pseudoephedrine hydrochloride 60 mg per 30 mL oral solution,8001322,acetaminophen and chlorpheniramine and dextromethorphan and pseudoephedrine
02217147,NEOCITRAN ULTRA STRENGTH TOTAL FLU NIGHT (acetaminophen 1000 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 30 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet powder for oral solution) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,a5cf900f705e285eae5cdd9f6c8de462,acetaminophen 1000 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 30 mg per sachet and pseudoephedrine hydrochloride 60 mg per sachet powder for oral solution,8001322,acetaminophen and chlorpheniramine and dextromethorphan and pseudoephedrine
02376474,"CHILDREN'S TYLENOL COMPLETE COLD, COUGH & FEVER (acetaminophen 160 mg per 5 mL and chlorpheniramine maleate 1 mg per 5 mL and dextromethorphan hydrobromide 7.5 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",9003129,acetaminophen 160 mg per 5 mL and chlorpheniramine maleate 1 mg per 5 mL and dextromethorphan hydrobromide 7.5 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension,8001322,acetaminophen and chlorpheniramine and dextromethorphan and pseudoephedrine
02039990,CHILDREN'S TYLENOL COLD AND COUGH (acetaminophen 160 mg per 5 mL and chlorpheniramine maleate 1 mg per 5 mL and dextromethorphan hydrobromide 7.5 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,9003129,acetaminophen 160 mg per 5 mL and chlorpheniramine maleate 1 mg per 5 mL and dextromethorphan hydrobromide 7.5 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension,8001322,acetaminophen and chlorpheniramine and dextromethorphan and pseudoephedrine
02305496,BENYLIN FOR CHILDREN ALL-IN-ONE COLD & FEVER (acetaminophen 160 mg per 5 mL and chlorpheniramine maleate 1 mg per 5 mL and dextromethorphan hydrobromide 7.5 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,9003129,acetaminophen 160 mg per 5 mL and chlorpheniramine maleate 1 mg per 5 mL and dextromethorphan hydrobromide 7.5 mg per 5 mL and pseudoephedrine hydrochloride 15 mg per 5 mL oral suspension,8001322,acetaminophen and chlorpheniramine and dextromethorphan and pseudoephedrine
