"tm_code"|"tm_formal_name"|"tm_status"|"tm_status_effective_time"
8000012|"acebutolol"|"active"|"20060303"
8000019|"acetaminophen and caffeine and codeine"|"active"|"20060106"
8000030|"acetaminophen and codeine"|"active"|"20060106"
8000054|"acetaminophen and oxycodone"|"active"|"20170202"
8000059|"acetaminophen and tramadol"|"active"|"20170207"
8000073|"acyclovir"|"active"|"20040422"
8000098|"alendronate"|"active"|"20090427"
8000099|"alendronate and cholecalciferol"|"active"|"20131021"
8000102|"alfuzosin"|"active"|"20100430"
8000107|"allopurinol"|"active"|"20110125"
8000112|"alprazolam"|"active"|"20060220"
8000129|"amiodarone"|"active"|"20060317"
8000130|"amitriptyline"|"active"|"20020226"
8000131|"amlodipine"|"active"|"20090720"
8000138|"amoxicillin"|"active"|"20001227"
8000140|"amphetamine and dextroamphetamine"|"active"|"20151203"
8000166|"aripiprazole"|"active"|"20150818"
8000178|"atenolol"|"active"|"20040429"
8000180|"atomoxetine"|"active"|"20080501"
8000181|"atorvastatin"|"active"|"20100211"
8000254|"azathioprine"|"active"|"20090921"
8000257|"azithromycin"|"active"|"20100813"
8000266|"baclofen"|"active"|"20081017"
8000269|"beclomethasone"|"active"|"20100816"
8000291|"benzoyl peroxide and clindamycin"|"active"|"20121219"
8000294|"benztropine"|"active"|"20090127"
8000297|"betahistine"|"active"|"20140127"
8000299|"betamethasone"|"active"|"20030810"
8000312|"bimatoprost"|"active"|"20080915"
8000320|"bisoprolol"|"active"|"20061211"
8000333|"bromazepam"|"active"|"20060307"
8000342|"budesonide"|"active"|"20060307"
8000349|"buprenorphine and naloxone"|"active"|"20150925"
8000350|"bupropion"|"active"|"20081208"
8000357|"calcitriol"|"active"|"20091201"
8000385|"candesartan cilexetil"|"active"|"20100114"
8000386|"candesartan cilexetil and hydrochlorothiazide"|"active"|"20090929"
8000391|"carbamazepine"|"active"|"20020517"
8000395|"carbidopa and levodopa"|"active"|"20080509"
8000405|"carvedilol"|"active"|"20040507"
8000414|"cefprozil"|"active"|"20070717"
8000419|"celecoxib"|"active"|"20131219"
8000420|"cephalexin"|"active"|"19990412"
8000423|"cetirizine"|"active"|"20090601"
8000438|"chlorhexidine"|"active"|"20030810"
8000467|"cholecalciferol"|"active"|"20160819"
8000475|"ciclesonide"|"active"|"20161128"
8000476|"ciclopirox"|"active"|"20100416"
8000480|"ciprofloxacin"|"active"|"20040404"
8000481|"ciprofloxacin and dexamethasone"|"active"|"20170221"
8000484|"citalopram"|"active"|"20040503"
8000486|"clarithromycin"|"active"|"20070823"
8000487|"clindamycin"|"active"|"20060303"
8000491|"clobazam"|"active"|"20140929"
8000492|"clobetasol"|"active"|"20020119"
8000498|"clonazepam"|"active"|"20020223"
8000499|"clonidine"|"active"|"20030716"
8000500|"clopidogrel"|"active"|"20090409"
8000505|"clozapine"|"active"|"20091102"
8000516|"codeine"|"active"|"20011220"
8000521|"colchicine"|"active"|"20090709"
8000531|"cyclobenzaprine"|"active"|"20081017"
8000537|"cyproterone and ethinylestradiol"|"active"|"20100621"
8000539|"dabigatran etexilate"|"active"|"20130409"
8000572|"desogestrel and ethinylestradiol"|"active"|"20130206"
8000575|"desvenlafaxine"|"active"|"20161006"
8000576|"dexamethasone"|"active"|"20040809"
8000580|"dexlansoprazole"|"active"|"20161130"
8000590|"dextroamphetamine"|"active"|"20151203"
8000604|"diazepam"|"active"|"20060306"
8000608|"dibucaine and esculin and framycetin and hydrocortisone"|"active"|"20060518"
8000609|"diclofenac"|"active"|"20060404"
8000610|"diclofenac and misoprostol"|"active"|"20130125"
8000617|"digoxin"|"active"|"20070213"
8000619|"diltiazem"|"active"|"20030323"
8000641|"divalproex"|"active"|"20010824"
8000649|"domperidone"|"active"|"20110609"
8000650|"donepezil"|"active"|"20060821"
8000653|"dorzolamide and timolol"|"active"|"20110207"
8000654|"doxazosin"|"active"|"20011022"
8000657|"doxycycline"|"active"|"20040716"
8000664|"drospirenone and ethinylestradiol"|"active"|"20110624"
8000667|"duloxetine"|"active"|"20160513"
8000668|"dutasteride"|"active"|"20090320"
8000689|"enalapril"|"active"|"20100114"
8000708|"epinephrine"|"active"|"20080605"
8000723|"erythromycin"|"active"|"20100218"
8000725|"escitalopram"|"active"|"20070228"
8000728|"esomeprazole"|"active"|"20121218"
8000729|"esomeprazole and naproxen"|"active"|"20170223"
8000730|"estradiol"|"active"|"20060605"
8000734|"estrogenic sub,conjugated"|"active"|"20020517"
8000742|"ethinylestradiol and etonogestrel"|"active"|"20130123"
8000743|"ethinylestradiol and levonorgestrel"|"active"|"20080716"
8000744|"ethinylestradiol and norelgestromin"|"active"|"20090210"
8000745|"ethinylestradiol and norethindrone"|"active"|"20060306"
8000746|"ethinylestradiol and norgestimate"|"active"|"20060322"
8000757|"ezetimibe"|"active"|"20120208"
8000760|"felodipine"|"active"|"20060829"
8000761|"fenofibrate"|"active"|"20051206"
8000762|"fentanyl"|"active"|"20091102"
8000768|"finasteride"|"active"|"20070802"
8000789|"fluoxetine"|"active"|"20030508"
8000792|"flurazepam"|"active"|"20060329"
8000795|"fluticasone"|"active"|"20060411"
8000796|"fluticasone and salmeterol"|"active"|"20071003"
8000800|"folic acid"|"active"|"20110610"
