drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
7203,00674354,"COLLYRE BLEU LAITER (bleu de méthylène 0,2 mg par mL et nitrate de naphazoline 0,5 mg par mL gouttes ophtalmiques) FRILAB SA","bleu de méthylène 0,2 mg par mL et nitrate de naphazoline 0,5 mg par mL gouttes ophtalmiques",bleu de méthylène et naphazoline,"mp_fr_description: ""COLLYRE BLEU LAITER (bleu de méthylène 0,2 mg par mL et nitrate de naphazoline 0,5 mg par mL gouttes ophtalmiques) B̲I̲O̲C̲O̲D̲E̲X̲ ̲S̲A̲S̲"" -> ""COLLYRE BLEU LAITER (bleu de méthylène 0,2 mg par mL et nitrate de naphazoline 0,5 mg par mL gouttes ophtalmiques) F̲R̲I̲L̲A̲B̲ ̲S̲A̲"""
14142,02014327,MS CONTIN (sulfate de morphine 200 mg comprimé oral à libération prolongée) PURDUE PHARMA,sulfate de morphine 200 mg comprimé oral à libération prolongée,morphine,"mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲2̲0̲0̲M̲G̲ (sulfate de morphine 200 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 200 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
14176,02014297,MS CONTIN (sulfate de morphine 30 mg comprimé oral à libération prolongée) PURDUE PHARMA,sulfate de morphine 30 mg comprimé oral à libération prolongée,morphine,"mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲3̲0̲M̲G̲ (sulfate de morphine 30 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 30 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
14178,02014319,MS CONTIN (sulfate de morphine 100 mg comprimé oral à libération prolongée) PURDUE PHARMA,sulfate de morphine 100 mg comprimé oral à libération prolongée,morphine,"mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲1̲0̲0̲M̲G̲ (sulfate de morphine 100 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 100 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
14394,02014300,MS CONTIN (sulfate de morphine 60 mg comprimé oral à libération prolongée) PURDUE PHARMA,sulfate de morphine 60 mg comprimé oral à libération prolongée,morphine,"mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲6̲0̲M̲G̲ (sulfate de morphine 60 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 60 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
14395,02015439,MS CONTIN (sulfate de morphine 15 mg comprimé oral à libération prolongée) PURDUE PHARMA,sulfate de morphine 15 mg comprimé oral à libération prolongée,morphine,"mp_fr_description: ""MS CONTIN ̲S̲R̲T̲ ̲1̲5̲M̲G̲ (sulfate de morphine 15 mg comprimé oral à libération prolongée) PURDUE PHARMA"" -> ""MS CONTIN (sulfate de morphine 15 mg comprimé oral à libération prolongée) PURDUE PHARMA"""
50637,02231329,APO-FLUVOXAMINE (maléate de fluvoxamine 50 mg comprimé oral) APOTEX INC,maléate de fluvoxamine 50 mg comprimé oral,fluvoxamine,"mp_fr_description: ""APO-FLUVOXAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (maléate de fluvoxamine 50 mg comprimé oral) APOTEX INC"" -> ""APO-FLUVOXAMINE (maléate de fluvoxamine 50 mg comprimé oral) APOTEX INC"""
50638,02231330,APO-FLUVOXAMINE (maléate de fluvoxamine 100 mg comprimé oral) APOTEX INC,maléate de fluvoxamine 100 mg comprimé oral,fluvoxamine,"mp_fr_description: ""APO-FLUVOXAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (maléate de fluvoxamine 100 mg comprimé oral) APOTEX INC"" -> ""APO-FLUVOXAMINE (maléate de fluvoxamine 100 mg comprimé oral) APOTEX INC"""
75311,02267691,MEDI-WHITE PETROLATUM OINTMENT (pétrolatum blanc 100 % pommade cutanée) MEDISCA PHARMACEUTIQUE INC,pétrolatum blanc 100 % pommade cutanée,pétrolatum blanc,"mp_fr_description: ""MEDI-WHITE PETROLE̲U̲M̲ ̲J̲E̲L̲L̲Y̲ (pétrolatum blanc 100 % pommade cutanée) MEDISCA PHARMACEUTIQUE INC"" -> ""MEDI-WHITE PETROLA̲T̲U̲M̲ ̲O̲I̲N̲T̲M̲E̲N̲T̲ (pétrolatum blanc 100 % pommade cutanée) MEDISCA PHARMACEUTIQUE INC"""
84648,02361426,TARO-CLARITHROMYCIN (clarithromycine 250 mg comprimé oral) SUN PHARMA CANADA INC,clarithromycine 250 mg comprimé oral,clarithromycine,"mp_fr_description: ""R̲A̲N̲-CLARITHROMYCIN (clarithromycine 250 mg comprimé oral) R̲A̲N̲B̲A̲X̲Y̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""T̲A̲R̲O̲-CLARITHROMYCIN (clarithromycine 250 mg comprimé oral) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
84649,02361434,TARO-CLARITHROMYCIN (clarithromycine 500 mg comprimé oral) SUN PHARMA CANADA INC,clarithromycine 500 mg comprimé oral,clarithromycine,"mp_fr_description: ""R̲A̲N̲-CLARITHROMYCIN (clarithromycine 500 mg comprimé oral) R̲A̲N̲B̲A̲X̲Y̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""T̲A̲R̲O̲-CLARITHROMYCIN (clarithromycine 500 mg comprimé oral) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
87102,02385392,DIAZEPAM INJECTION USP (diazépam 10 mg par 2 mL solution injectable ampoule) HIKMA CANADA LIMITED,diazépam 10 mg par 2 mL solution injectable ampoule,diazépam,"mp_fr_description: ""DIAZEPAM INJECTION USP (diazépam 10 mg par 2 mL solution injectable ampoule) T̲E̲L̲I̲P̲,̲ ̲L̲L̲C̲,̲ ̲A̲ ̲S̲U̲B̲S̲I̲D̲I̲A̲R̲Y̲ ̲O̲F̲ ̲T̲E̲L̲I̲G̲E̲N̲T̲,̲ ̲I̲N̲C̲.̲"" -> ""DIAZEPAM INJECTION USP (diazépam 10 mg par 2 mL solution injectable ampoule) H̲I̲K̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
87583,02390396,"PROACTIV TREAT (peroxyde de benzoyle 2,5 % gel cutané) ALCHEMEE, LLC.","peroxyde de benzoyle 2,5 % gel cutané",peroxyde de benzoyle,"mp_fr_description: ""PROACTIV TREAT (peroxyde de benzoyle 2,5 % gel cutané) T̲H̲E̲ ̲P̲R̲O̲A̲C̲T̲I̲V̲ ̲C̲O̲M̲P̲A̲N̲Y̲,̲ ̲L̲L̲C̲"" -> ""PROACTIV TREAT (peroxyde de benzoyle 2,5 % gel cutané) A̲L̲C̲H̲E̲M̲E̲E̲,̲ ̲L̲L̲C̲.̲"""
88455,02399695,PYRITHIONE ZINC DANDRUFF SHAMPOO SMOOTH & SILKY (pyrithione zincique 1 % shampoing) PROCTER & GAMBLE INC,pyrithione zincique 1 % shampoing,pyrithione zincique,"mp_fr_description: ""H̲E̲A̲D̲ ̲&̲ ̲S̲H̲O̲U̲L̲D̲E̲R̲S̲ SMOOTH & SILKY (pyrithione zincique 1 % shampoing) PROCTER & GAMBLE INC"" -> ""P̲Y̲R̲I̲T̲H̲I̲O̲N̲E̲ ̲Z̲I̲N̲C̲ ̲D̲A̲N̲D̲R̲U̲F̲F̲ ̲S̲H̲A̲M̲P̲O̲O̲ SMOOTH & SILKY (pyrithione zincique 1 % shampoing) PROCTER & GAMBLE INC"""
