drug_code,din,brand.name,company.name,brand.name.dpd,company.name.dpd,descriptor
101698,02527804,PAXLOVID FOR MODERATE RENAL IMPAIRMENT,PFIZER CANADA ULC,PAXLOVID,PFIZER CANADA ULC,FOR MODERATE RENAL IMPAIRMENT-CARDS OF 2 NIRMATRELVIR/2 RITONAVIR TABS
98835,02498596,ADYNOVATE (2 ML DILUENT) - SINGLE USE VIAL,TAKEDA CANADA INC,ADYNOVATE,TAKEDA CANADA INC,750 UNITS/ML (2 ML DILUENT) - SINGLE USE VIAL
98834,02498588,ADYNOVATE (2 ML DILUENT) - SINGLE USE VIAL,TAKEDA CANADA INC,ADYNOVATE,TAKEDA CANADA INC,500 UNITS/ML (2 ML DILUENT) - SINGLE USE VIAL
98830,02498537,ADYNOVATE (2 ML DILUENT) - SINGLE USE VIAL,TAKEDA CANADA INC,ADYNOVATE,TAKEDA CANADA INC,125 UNITS/ML (2 ML DILUENT) - SINGLE USE VIAL
98831,02498545,ADYNOVATE (2 ML DILUENT) - SINGLE USE VIAL,TAKEDA CANADA INC,ADYNOVATE,TAKEDA CANADA INC,250 UNITS/ML (2 ML DILUENT) - SINGLE USE VIAL
99940,02510162,XARELTO FOR LESS THAN 4 KG,BAYER INC,XARELTO,BAYER INC,1MG/ML WHEN RECONSTITUTED
99941,02510170,XARELTO FOR 4 KG OR MORE,BAYER INC,XARELTO,BAYER INC,1MG/ML WHEN RECONSTITUTED
94619,02459035,ADYNOVATE (5 ML DILUENT) - SINGLE-USE VIAL,TAKEDA CANADA INC,ADYNOVATE,TAKEDA CANADA INC,50 UNITS/ML (5 ML DILUENT) - SINGLE-USE VIAL
94620,02459043,ADYNOVATE (5 ML DILUENT) - SINGLE-USE VIAL,TAKEDA CANADA INC,ADYNOVATE,TAKEDA CANADA INC,100 UNITS/ML (5 ML DILUENT) - SINGLE-USE VIAL
94621,02459051,ADYNOVATE (5 ML DILUENT) - SINGLE-USE VIAL,TAKEDA CANADA INC,ADYNOVATE,TAKEDA CANADA INC,200 UNITS/ML (5 ML DILUENT) - SINGLE-USE VIAL
77558,02290308,CYESTRA-35,PALADIN LABS INC.,CYESTRA-35,PALADIN PHARMA INC.,NA
79517,02309556,TEVA-CYPROTERONE/ETHINYL ESTRADIOL,TEVA CANADA LIMITED,TEVA-CYPROTERONE / ETHINYL ESTRADIOL,TEVA CANADA LIMITED,NA
87384,02388316,XIAFLEX,ENDO VENTURES LTD.,XIAFLEX,ENDO OPERATIONS LTD.,SINGLE USE VIALS
5764,00598208,PODOFILM LIQ 250MG/ML,PALADIN LABS INC.,PODOFILM LIQ 250MG/ML,PALADIN PHARMA INC.,NA
