drug_code,din,brand.name,company.name,brand.name.dpd,company.name.dpd,descriptor
79517,02309556,TEVA-CYPROTERONE/ETHINYL ESTRADIOL,TEVA CANADA LIMITED,TEVA-CYPROTERONE / ETHINYL ESTRADIOL,TEVA CANADA LIMITED,NA
92104,02436736,CLÉO-35,ALTIUS HEALTHCARE INC,CLÉO -35,ALTIUS HEALTHCARE INC,NA
74376,02258560,TRI-CYCLEN LO (21 DAY),JANSSEN INC,TRI-CYCLEN LO        (-21 DAY),JANSSEN INC,NA
74378,02258587,TRI-CYCLEN LO (28 DAY),JANSSEN INC,TRI-CYCLEN LO        (28 DAY),JANSSEN INC,NA
86844,02382628,MONICURE COMBO,INSIGHT PHARMACEUTICALS LLC,MONICURE COMBO,"INSIGHT PHARMACEUTICALS, LLC",NA
63070,02239600,MONISTAT 1 COMBINATION PACK,INSIGHT PHARMACEUTICALS LLC,MONISTAT 1 COMBINATION PACK,"INSIGHT PHARMACEUTICALS, LLC",NA
16610,02126249,MONISTAT 3 DUAL-PAK,INSIGHT PHARMACEUTICALS LLC,MONISTAT 3 DUAL-PAK,"INSIGHT PHARMACEUTICALS, LLC",NA
16611,02126257,MONISTAT 7 DUAL-PAK,INSIGHT PHARMACEUTICALS LLC,MONISTAT 7 DUAL-PAK,"INSIGHT PHARMACEUTICALS, LLC",NA
72488,02248156,GONAL-F,EMD SERONO A DIVISION OF EMD INC CANADA,GONAL-F,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
72486,02248154,GONAL-F,EMD SERONO A DIVISION OF EMD INC CANADA,GONAL-F,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
72489,02248157,GONAL-F,EMD SERONO A DIVISION OF EMD INC CANADA,GONAL-F,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
72060,02247766,CETROTIDE,EMD SERONO A DIVISION OF EMD INC CANADA,CETROTIDE,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
93054,02445301,PERGOVERIS,EMD SERONO A DIVISION OF EMD INC CANADA,PERGOVERIS,"EMD SERONO, A DIVISION OF EMD INC., CANADA","R-HFSH: 11MCG - R-HLH: 3MCG/VIAL, AND DILUENT"
75446,02269066,LUVERIS,EMD SERONO A DIVISION OF EMD INC CANADA,LUVERIS,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
78614,02300796,RIVA-ENALAPRIL,LABORATOIRE RIVA INC,RIVA-ENALAPRIL,LABORATOIRE RIVA INC.,NA
78615,02300818,RIVA-ENALAPRIL,LABORATOIRE RIVA INC,RIVA-ENALAPRIL,LABORATOIRE RIVA INC.,NA
78616,02300826,RIVA-ENALAPRIL,LABORATOIRE RIVA INC,RIVA-ENALAPRIL,LABORATOIRE RIVA INC.,NA
78617,02300834,RIVA-ENALAPRIL,LABORATOIRE RIVA INC,RIVA-ENALAPRIL,LABORATOIRE RIVA INC.,NA
61332,02237971,SAIZEN,EMD SERONO A DIVISION OF EMD INC CANADA,SAIZEN,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
43151,02215136,SAIZEN,EMD SERONO A DIVISION OF EMD INC CANADA,SAIZEN 10IU  -  KIT,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
62499,02239046,SEROSTIM,EMD SERONO A DIVISION OF EMD INC CANADA,SEROSTIM,"EMD SERONO, A DIVISION OF EMD INC., CANADA",NA
8964,00771368,NIX CREME RINSE,INSIGHT PHARMACEUTICALS LLC,NIX CREME RINSE,"INSIGHT PHARMACEUTICALS, LLC",NA
83536,02350122,SAIZEN,EMD SERONO A DIVISION OF EMD INC CANADA,SAIZEN,"EMD SERONO, A DIVISION OF EMD INC., CANADA",6MG/CARTRIDGE
46885,01914022,UROCIT-K,MISSION PHARMACAL COMPANY,UROCIT K,MISSION PHARMACAL COMPANY,NA
86767,02381834,MINERAL OIL USP,VI-JON INC,MINERAL OIL USP,VI-JON INC.,NA
89901,02414422,PROACTIV 3 PIECE SET,THE PROACTIV COMPANY LLC,PROACTIV 3 PIECE SET,"THE PROACTIV COMPANY, LLC",NA
89090,02406179,PROACTIV 3-STEP CONVENIENCE PAK,THE PROACTIV COMPANY LLC,PROACTIV 3-STEP CONVENIENCE PAK,"THE PROACTIV COMPANY, LLC",NA
