drug_code,mp_code,mp_formal_name,changes
187,00116815,DIOVOL PLUS SUSPENSION (aluminum hydroxide 165 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL and simethicone 25 mg per 5 mL oral suspension) CHURCH & DWIGHT CANADA CORP,DELETED
2744,00393711,ISOCAINE HCL INJ 2% (corbadrine 0.05 mg per mL and mepivacaine hydrochloride 20 mg per mL solution for injection 1.8 mL cartridge) NOVOCOL PHARMACEUTICAL OF CANADA INC,DELETED
4276,00402818,APO-ALLOPURINOL TABLETS (allopurinol 100 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""ZYLOPRIM"" -> ""APO-ALLOPURINOL TABLETS""
mp_formal_name: ""Z̲Y̲L̲O̲P̲R̲I̲M̲ (allopurinol 100 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲A̲L̲L̲O̲P̲U̲R̲I̲N̲O̲L̲ ̲T̲A̲B̲L̲E̲T̲S̲ (allopurinol 100 mg oral tablet) AP̲O̲T̲E̲X̲ INC"""
4302,00402796,APO-ALLOPURINOL TABLETS (allopurinol 300 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""ZYLOPRIM"" -> ""APO-ALLOPURINOL TABLETS""
mp_formal_name: ""Z̲Y̲L̲O̲P̲R̲I̲M̲ (allopurinol 300 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲A̲L̲L̲O̲P̲U̲R̲I̲N̲O̲L̲ ̲T̲A̲B̲L̲E̲T̲S̲ (allopurinol 300 mg oral tablet) AP̲O̲T̲E̲X̲ INC"""
4303,00479799,APO-ALLOPURINOL TABLETS (allopurinol 200 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""ZYLOPRIM"" -> ""APO-ALLOPURINOL TABLETS""
mp_formal_name: ""Z̲Y̲L̲O̲P̲R̲I̲M̲ (allopurinol 200 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲A̲L̲L̲O̲P̲U̲R̲I̲N̲O̲L̲ ̲T̲A̲B̲L̲E̲T̲S̲ (allopurinol 200 mg oral tablet) AP̲O̲T̲E̲X̲ INC"""
16584,02041510,DAPSONE (dapsone 100 mg oral tablet) EVEREST LIFE SCIENCES LLC,DELETED
16610,02126249,"MONISTAT 3 DUAL-PAK (miconazole nitrate 400 mg pessary with miconazole nitrate 2 % cutaneous cream) INSIGHT PHARMACEUTICALS, LLC",DELETED
16612,02126605,"MONISTAT 3 VAGINAL OVULES (miconazole nitrate 400 mg pessary) INSIGHT PHARMACEUTICALS, LLC",DELETED
17250,02100622,SULCRATE (sucralfate 1 g oral tablet) ABBVIE CORPORATION,"mp_formal_name: ""SULCRATE (sucralfate 1 g oral tablet) AP̲T̲A̲L̲I̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲U̲L̲C̲"" -> ""SULCRATE (sucralfate 1 g oral tablet) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
17852,02103567,SULCRATE SUSPENSION PLUS (sucralfate 1 g per 5 mL oral suspension) ABBVIE CORPORATION,"mp_formal_name: ""SULCRATE SUSPENSION PLUS (sucralfate 1 g per 5 mL oral suspension) AP̲T̲A̲L̲I̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲U̲L̲C̲"" -> ""SULCRATE SUSPENSION PLUS (sucralfate 1 g per 5 mL oral suspension) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
19082,02157616,DIOVOL PLUS ALUMINUM FREE SUSPENSION (calcium carbonate 200 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL and simethicone 25 mg per 5 mL oral suspension) CHURCH & DWIGHT CANADA CORP,DELETED
19312,02163152,"LIDEMOL (fluocinonide 0.05 % cutaneous cream) BAUSCH HEALTH, CANADA INC.",DELETED
20008,02161923,"LIDEX (fluocinonide 0.05 % cutaneous cream) BAUSCH HEALTH, CANADA INC.",DELETED
27225,02050242,EXTRA STRENGTH SINUS RELIEF DAYTIME (acetaminophen 500 mg and pseudoephedrine hydrochloride 30 mg oral tablet) VITA HEALTH PRODUCTS INC,DELETED
27903,02072955,SOLUPREP LD SPONGE (chlorhexidine gluconate 0.05 % medicated sponge) 3M HEALTHCARE CANADA COMPANY LIMITED,"mp_formal_name: ""SOLUPREP LD SPONGE (chlorhexidine gluconate 0.05 % medicated sponge) 3M CANADA COMPANY"" -> ""SOLUPREP LD SPONGE (chlorhexidine gluconate 0.05 % medicated sponge) 3M H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲CANADA COMPANY ̲L̲I̲M̲I̲T̲E̲D̲"""
37363,02224623,SOFRACORT (dexamethasone (dexamethasone sodium metasulphobenzoate) 0.5 mg per mL and framycetin sulfate 5 mg per mL and gramicidin 0.05 mg per mL ophthalmic/otic drops) CHEPLAPHARM ARZNEIMITTEL GMBH,"mp_formal_name: ""SOFRACORT (dexamethasone (dexamethasone sodium metasulphobenzoate) 0.5 mg per mL and framycetin sulfate 5 mg per mL and gramicidin 0.05 mg per mL ophthalmic/otic drops) S̲A̲N̲O̲F̲I̲-̲A̲V̲E̲N̲T̲I̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""SOFRACORT (dexamethasone (dexamethasone sodium metasulphobenzoate) 0.5 mg per mL and framycetin sulfate 5 mg per mL and gramicidin 0.05 mg per mL ophthalmic/otic drops) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
41869,00875988,TEMPRA INFANT DROPS (acetaminophen 80 mg per mL oral drops) PALADIN PHARMA INC.,DELETED
41952,01929313,"DRISTAN NASAL MIST (pheniramine maleate 0.2 % and phenylephrine hydrochloride 0.5 % nasal spray) FOUNDATION CONSUMER BRANDS, LLC",DELETED
49235,02230398,ALLERGY TABLETS EXTRA STRENGTH (diphenhydramine hydrochloride 50 mg oral tablet) TANTA PHARMACEUTICALS INC,DELETED
49795,02230619,PEDIAPRED (prednisolone (prednisolone sodium phosphate) 5 mg per 5 mL oral solution) SANOFI-AVENTIS CANADA INC,DELETED
60208,02236916,ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial) PFIZER CANADA ULC,DELETED
