tm_code,tm_formal_name,changes
8001308,ursodiol,"tm_status_effective_time: ""19981108"" -> ""20030203"""
8001385,glucagon,"tm_status_effective_time: ""20020527"" -> ""20091223"""
8001183,dapsone,"tm_status_effective_time: ""19941231"" -> ""20111021"""
8001914,pheniramine and phenylephrine,DELETED
8000870,acetylsalicylic acid and caffeine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19931231"" -> ""20190529"""
8002383,casirivimab and imdevimab,DELETED
8002048,palbociclib,"tm_status_effective_time: ""20160419"" -> ""20160420"""
8001129,ozenoxacin,DELETED
8002091,aluminum hydroxide and magnesium hydroxide and simethicone,"tm_status_effective_time: ""19631231"" -> ""20140114"""
8001735,corbadrine and mepivacaine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19771231"" -> ""20230320"""
8002248,simoctocog alfa,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20151222"" -> ""20230731"""
8001293,nadroparin,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19980205"" -> ""20230717"""
