tm_code,tm_formal_name,changes
"8000911","insulin lispro and insulin lispro protamine suspension","DELETED"
"e07501ec96896b4f8a13f8fc3057c0ec","tinzaparin","ADDED"
"a721b12edd35de97619ab19a270dfde1","dextromethorphan","ADDED"
"8000168","insulin isophane human","tm_status_effective_time: ""19921231"" -> ""19831231"""
"7f1027880fc9f373759b45645ddc265f","dextromethorphan and phenylephrine","ADDED"
"d545b236f492e0da93b33fcdc2934007","pentoxifylline","ADDED"
"1a4b05563a6864718e4b0b8062043a9c","mefloquine","ADDED"
"d91c5cfafaf6f39a346df44eef735c6a","dextromethorphan and pseudoephedrine","ADDED"
"98599b1e20c9c89b3e8e27182f4800e3","acetaminophen and dextromethorphan and doxylamine and pseudoephedrine","ADDED"
"0b9fa357d0178a8f78af09b14b1fb73c","propafenone","ADDED"
"8001276","insulin biosynthetic human br","DELETED"
"569c693ce0cd7655a5e0838d8076c193","frovatriptan","ADDED"
"9b6fc4a24b89cb19dfdf713ca5229b4f","brompheniramine and dextromethorphan and phenylephrine","ADDED"
"8000865","insulin injection human biosynthetic and insulin isophane human","DELETED"
"a3269580dc8f81e5ce2d78dcab5c2642","disopyramide","ADDED"
"8001277","insulin glulisine (recombinant dna origin)","DELETED"
"59ba7d02383216c70feb617054cdc4ed","naltrexone","ADDED"
"bfd5b224ffdce398d36e4657a8693e58","cimetidine","ADDED"
"53252ab21540067f2b8d0b589ace574f","dolutegravir and rilpivirine","ADDED"
"610ab2253d9409638069bc0f298a8a64","pamidronate","ADDED"
"8000132","salbutamol","tm_status_effective_time: ""19891231"" -> ""19921231"""
"02806410a685f8c785f92a12d38e6feb","zoledronic acid","ADDED"
"d6da2d200517f6e77b372a271f5ec8ad","acetaminophen and dextromethorphan and phenylephrine","ADDED"
"d8a4f37d09e50e73ae08fcb145941741","penicillin g","ADDED"
"945c27f2537a1b492400a32a43e5cf73","vancomycin","ADDED"
"bab96bcd5f9ef018f171f0a543c02db3","chlordiazepoxide and clidinium","ADDED"
"f9fd071fc99fc1b1965cdb466fad0582","ofloxacin","ADDED"
"06554a7bd70e537f2ee7428112488d6c","cabergoline","ADDED"
"a848b96453714133656201c7ba9d6127","acetaminophen and chlorpheniramine and dextromethorphan and phenylephrine","ADDED"
"cb3d8d028ca20bd3f8185166d81bcf4a","acetaminophen and chlorpheniramine and phenylephrine","ADDED"
"bd6f74558ac8baf6bdddb0488c2bb24b","orphenadrine","ADDED"
"8001280","insulin nph human dna origin","DELETED"
"770b675c1754ea7497c4c9b5445736dc","dextromethorphan and guaifenesin","ADDED"
"960cc57a402799915f6823f5af95aa30","chloramphenicol","ADDED"
"db043f8bdf92c095e4539fade7563577","nizatidine","ADDED"
"a21ce986b71399177446d6c5d76210eb","chlorpromazine","ADDED"
"7b707f688d9fc1631be4c106c0960c5a","pizotifen","ADDED"
"efd9fff02a96a642e010f2f4622a3fb4","mebendazole","ADDED"
"ef3ed141239e6136c32bbb929b069fa3","acarbose","ADDED"
"8001126","canagliflozin","DELETED"
"cf27735bb709727266eb12813075ede6","famotidine","ADDED"
"b67c6e48974bde1d89a85ce0a5595a01","desloratadine and pseudoephedrine","ADDED"
"b7114d75362af1f5c3ec56ff7cb927db","procainamide","ADDED"
"0e421a96f3d17c92e39ba289b7279f1b","clorazepate","ADDED"
"8001278","insulin injection human biosynthetic","DELETED"
"d9f358c08f20a021c233d36ca1e37bad","isoniazid","ADDED"
"39a5a6ea54d455c6b317cb5a18fe6dc2","chlorpheniramine and dextromethorphan","ADDED"
"7b578e6fa84b326dd2e9e45d88a2eecf","dicyclomine","ADDED"
"9a27641c92c3b8f37c07af63ced02da9","riluzole","ADDED"
"e1e8f644b52770e6fb6a7aaa83c31767","acetaminophen and dextromethorphan and guaifenesin and pseudoephedrine","ADDED"
"b9b0d2ae388d4f8a387409d00d1a1493","midodrine","ADDED"
"7d6a81162033631e07d8a0d8be056b1a","chlorpheniramine and phenylephrine","ADDED"
"baee898dbb60b1fec5810d87c6bbfbb2","chloroquine","ADDED"
"a47f78c6c12b9e7b626ef799bed4dc96","acetaminophen and chlorpheniramine and pseudoephedrine","ADDED"
"3b9f79d7ad67835b47075162bde51737","chlorpheniramine and ibuprofen and pseudoephedrine","ADDED"
