ntp_code,ntp_formal_name,ntp_fr_description,changes
"9004604","aliskiren (aliskiren fumarate) 300 mg and hydrochlorothiazide 25 mg oral tablet","aliskirène (fumarate d'aliskirène) 300 mg et hydrochlorothiazide 25 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20091124"" -> ""20200211"""
"9009400","ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet","éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19921231"" -> ""20200827"""
"9009401","ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet","éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19921231"" -> ""20200630"""
"9013324","rocuronium bromide 100 mg per 10 mL solution for injection vial","bromure de rocuronium 100 mg par 10 mL solution injectable fiole","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20200728"" -> ""20120802"""
"9014332","olaratumab 190 mg per 19 mL solution for injection vial","olaratumab 190 mg par 19 mL solution injectable fiole","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20200609"" -> ""20200925"""
"9014409","aflibercept 2 mg per 0.05 mL solution for injection syringe","aflibercept 2 mg par 0,05 mL solution injectable seringue","ADDED"
"9014410","bamlanivimab 700 mg per 20 mL solution for injection vial","bamlanivimab 700 mg par 20 mL solution injectable fiole","ADDED"
"9014412","hydromorphone hydrochloride 2 mg per 1 mL solution for injection vial","chlorhydrate d'hydromorphone 2 mg par 1 mL solution injectable fiole","ADDED"
"9014414","tozinameran 30 mcg per 0.3 mL suspension for injection 1.5 mL vial","tozinaméran 30 mcg par 0,3 mL suspension injectable 1,5 mL fiole","ADDED"
"9014415","vedolizumab 108 mg per 0.68 mL solution for injection syringe","védolizumab 108 mg par 0,68 mL solution injectable seringue","ADDED"
