mp_code,mp_formal_name,mp_fr_description,changes
"00015741","TAPAZOLE (methimazole 5 mg oral tablet) PALADIN LABS INC.","TAPAZOLE (méthimazole 5 mg comprimé oral) PALADIN LABS INC.","Health_Canada_product_name: ""TAPAZOLE 5MG TABLET"" -> ""TAPAZOLE""
mp_formal_name: ""TAPAZOLE 5MG TABLET (methimazole 5 mg oral tablet) PALADIN LABS INC."" -> ""TAPAZOLE (methimazole 5 mg oral tablet) PALADIN LABS INC.""
mp_fr_description: ""TAPAZOLE 5MG TABLET (méthimazole 5 mg comprimé oral) PALADIN LABS INC."" -> ""TAPAZOLE (méthimazole 5 mg comprimé oral) PALADIN LABS INC."""
"00156876","PREDNISONE TAB 5MG (prednisone 5 mg oral tablet) PRO DOC LIMITEE","PREDNISONE TAB 5MG (prednisone 5 mg comprimé oral) PRO DOC LIMITEE","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19591231"" -> ""20181221"""
"00268313","SODIUM EDECRIN (ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection) BAUSCH HEALTH, CANADA INC.","SODIUM EDECRIN (acide éthacrynique (éthacrynate sodique) 50 mg par fiole poudre pour solution injectable) BAUSCH HEALTH, CANADA INC.","mp_formal_name: ""SODIUM EDECRIN (ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""SODIUM EDECRIN (ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""SODIUM EDECRIN (acide éthacrynique (éthacrynate sodique) 50 mg par fiole poudre pour solution injectable) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""SODIUM EDECRIN (acide éthacrynique (éthacrynate sodique) 50 mg par fiole poudre pour solution injectable) BAUSCH HEALTH, CANADA INC.""
mp_status_effective_time: ""20200730"" -> ""20201222"""
"00328219","SINEMET 250/25 (carbidopa 25 mg and levodopa 250 mg oral tablet) MERCK CANADA INC","SINEMET 250/25 (carbidopa 25 mg et lévodopa 250 mg comprimé oral) MERCK CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19751231"" -> ""20201203"""
"00455881","LIORESAL TAB 10MG (baclofen 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","LIORESAL TAB 10MG (baclofène 10 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19781231"" -> ""20200626"""
"00569771","ZOVIRAX (acyclovir 5 % cutaneous ointment) BAUSCH HEALTH, CANADA INC.","ZOVIRAX (acyclovir 5 % pommade cutanée) BAUSCH HEALTH, CANADA INC.","mp_formal_name: ""ZOVIRAX (acyclovir 5 % cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ZOVIRAX (acyclovir 5 % cutaneous ointment) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""ZOVIRAX (acyclovir 5 % pommade cutanée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ZOVIRAX (acyclovir 5 % pommade cutanée) BAUSCH HEALTH, CANADA INC."""
"00637734","PERSANTINE (dipyridamole 50 mg per 10 mL solution for injection vial) GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE","PERSANTINE (dipyridamole 50 mg par 10 mL solution injectable fiole) GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE","mp_formal_name: ""PERSANTINE (dipyridamole 50 mg per 10 mL solution for injection vial) BOEHRINGER INGELHEIM (CANADA) LTD LTEE"" -> ""PERSANTINE (dipyridamole 50 mg per 10 mL solution for injection vial) GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE""
mp_fr_description: ""PERSANTINE (dipyridamole 50 mg par 10 mL solution injectable fiole) BOEHRINGER INGELHEIM (CANADA) LTD LTEE"" -> ""PERSANTINE (dipyridamole 50 mg par 10 mL solution injectable fiole) GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE"""
"01966219","THEOLAIR (theophylline 80 mg per 15 mL oral solution) BAUSCH HEALTH, CANADA INC.","THEOLAIR (théophylline 80 mg par 15 mL solution orale) BAUSCH HEALTH, CANADA INC.","mp_formal_name: ""THEOLAIR (theophylline 80 mg per 15 mL oral solution) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""THEOLAIR (theophylline 80 mg per 15 mL oral solution) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""THEOLAIR (théophylline 80 mg par 15 mL solution orale) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""THEOLAIR (théophylline 80 mg par 15 mL solution orale) BAUSCH HEALTH, CANADA INC.""
mp_status_effective_time: ""20200730"" -> ""20201210"""
"01968440","CYCLEN TABLETS (21 DAY) (ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet) JANSSEN INC","CYCLEN TABLETS (21 DAY) (éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral) JANSSEN INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19921231"" -> ""20200827"""
"01992872","CYCLEN TABLETS (28 DAY) (ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet) JANSSEN INC","CYCLEN TABLETS (28 DAY) (éthinylestradiol 35 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) JANSSEN INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19921231"" -> ""20200630"""
