mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00015741","TAPAZOLE (méthimazole 5 mg comprimé oral) PALADIN LABS INC.","méthimazole 5 mg comprimé oral","méthimazole","mp_fr_description: ""TAPAZOLE 5MG TABLET (méthimazole 5 mg comprimé oral) PALADIN LABS INC."" -> ""TAPAZOLE (méthimazole 5 mg comprimé oral) PALADIN LABS INC."""
"00268313","SODIUM EDECRIN (acide éthacrynique (éthacrynate sodique) 50 mg par fiole poudre pour solution injectable) BAUSCH HEALTH, CANADA INC.","acide éthacrynique (éthacrynate sodique) 50 mg par fiole poudre pour solution injectable","acide éthacrynique","mp_fr_description: ""SODIUM EDECRIN (acide éthacrynique (éthacrynate sodique) 50 mg par fiole poudre pour solution injectable) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""SODIUM EDECRIN (acide éthacrynique (éthacrynate sodique) 50 mg par fiole poudre pour solution injectable) BAUSCH HEALTH, CANADA INC."""
"00569771","ZOVIRAX (acyclovir 5 % pommade cutanée) BAUSCH HEALTH, CANADA INC.","acyclovir 5 % pommade cutanée","acyclovir","mp_fr_description: ""ZOVIRAX (acyclovir 5 % pommade cutanée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ZOVIRAX (acyclovir 5 % pommade cutanée) BAUSCH HEALTH, CANADA INC."""
"00637734","PERSANTINE (dipyridamole 50 mg par 10 mL solution injectable fiole) GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE","dipyridamole 50 mg par 10 mL solution injectable fiole","dipyridamole","mp_fr_description: ""PERSANTINE (dipyridamole 50 mg par 10 mL solution injectable fiole) BOEHRINGER INGELHEIM (CANADA) LTD LTEE"" -> ""PERSANTINE (dipyridamole 50 mg par 10 mL solution injectable fiole) GLENWOOD GMBH PHARMAZEUTISCHE ERZEUGNISSE"""
"01966219","THEOLAIR (théophylline 80 mg par 15 mL solution orale) BAUSCH HEALTH, CANADA INC.","théophylline 80 mg par 15 mL solution orale","théophylline","mp_fr_description: ""THEOLAIR (théophylline 80 mg par 15 mL solution orale) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""THEOLAIR (théophylline 80 mg par 15 mL solution orale) BAUSCH HEALTH, CANADA INC."""
"02039524","ZOVIRAX (acyclovir 5 % crème cutanée) BAUSCH HEALTH, CANADA INC.","acyclovir 5 % crème cutanée","acyclovir","mp_fr_description: ""ZOVIRAX (acyclovir 5 % crème cutanée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ZOVIRAX (acyclovir 5 % crème cutanée) BAUSCH HEALTH, CANADA INC."""
"02089602","PROPADERM (dipropionate de béclométhasone 0,025 % crème cutanée) BAUSCH HEALTH, CANADA INC.","dipropionate de béclométhasone 0,025 % crème cutanée","béclométhasone","mp_fr_description: ""PROPADERM (dipropionate de béclométhasone 0,025 % crème cutanée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""PROPADERM (dipropionate de béclométhasone 0,025 % crème cutanée) BAUSCH HEALTH, CANADA INC."""
"02148447","MINIMS PHENYLEPHRINE HYDROCHLORIDE (chlorhydrate de phényléphrine 2,5 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC.","chlorhydrate de phényléphrine 2,5 % gouttes ophtalmiques","phényléphrine","mp_fr_description: ""MINIMS PHENYLEPHRINE HYDROCHLORIDE 2.5% (chlorhydrate de phényléphrine 2,5 % gouttes ophtalmiques) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""MINIMS PHENYLEPHRINE HYDROCHLORIDE (chlorhydrate de phényléphrine 2,5 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC."""
"02148455","MINIMS PHENYLEPHRINE HYDROCHLORIDE (chlorhydrate de phényléphrine 10 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC.","chlorhydrate de phényléphrine 10 % gouttes ophtalmiques","phényléphrine","mp_fr_description: ""MINIMS PHENYLEPHRINE HYDROCHLORIDE 10% (chlorhydrate de phényléphrine 10 % gouttes ophtalmiques) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""MINIMS PHENYLEPHRINE HYDROCHLORIDE (chlorhydrate de phényléphrine 10 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC."""
"02148463","MINIMS PILOCARPINE NITRATE (nitrate de pilocarpine 2 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC.","nitrate de pilocarpine 2 % gouttes ophtalmiques","pilocarpine","mp_fr_description: ""MINIMS PILOCARPINE NITRATE 2% (nitrate de pilocarpine 2 % gouttes ophtalmiques) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""MINIMS PILOCARPINE NITRATE (nitrate de pilocarpine 2 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC."""
