ntp_code,ntp_formal_name,ntp_fr_description,changes
"9000188","hydrocortisone acetate 10 % rectal foam","acétate d'hydrocortisone 10 % mousse rectale","ntp_status_effective_time: ""20190725"" -> ""20200312"""
"9000278","metoprolol tartrate 5 mg per 5 mL solution for injection ampoule","tartrate de métoprolol 5 mg par 5 mL solution injectable ampoule","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19871231"" -> ""20200305"""
"9000674","metronidazole 0.75 % cutaneous cream","métronidazole 0,75 % crème cutanée","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19961202"" -> ""20170801"""
"9002073","methylene blue 0.2 mg per mL and naphazoline nitrate 0.5 mg per mL ophthalmic drops","bleu de méthylène 0,2 mg par mL et nitrate de naphazoline 0,5 mg par mL gouttes ophtalmiques","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20171001"" -> ""19861231"""
"9003831","petrolatum 49.5 % and zinc oxide 40 % cutaneous ointment","pétrolatum 49,5 % et oxyde de zinc 40 % pommade cutanée","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20031010"" -> ""20161231"""
"9009882","hydrocodone bitartrate 5 mg oral tablet","bitartrate d'hydrocodone 5 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19921231"" -> ""20170818"""
"9013132","follitropin alfa 450 unit per vial powder for solution for injection with diluent solution syringe","follitropine alfa 450 unité par fiole poudre pour solution injectable avec solution diluante seringue","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20031230"" -> ""20200228"""
"9013247","white petrolatum 99.9 % cutaneous ointment","pétrolatum blanc 99,9 % pommade cutanée","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20090501"" -> ""20170331"""
"9013468","ocriplasmin 1.25 mg per mL solution for injection 0.3 mL vial","ocriplasmine 1,25 mg par mL solution injectable 0,3 mL fiole","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20190508"" -> ""20200320"""
"9013835","polidocanol 1.3 mg per mL injectable foam 45 mL canister","polidocanol 1,3 mg par mL mousse injectable 45 mL cartouche","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20161130"" -> ""20200228"""
"9014251","clotrimazole 2 % cutaneous cream","clotrimazole 2 % crème cutanée","ADDED"
"9014252","clotrimazole 2 % cutaneous cream with fluconazole 150 mg oral capsule","clotrimazole 2 % crème cutanée avec fluconazole 150 mg capsule orale","ADDED"
"9014254","emicizumab 105 mg per 0.7 mL solution for injection vial","émicizumab 105 mg par 0,7 mL solution injectable fiole","ADDED"
"9014255","emicizumab 150 mg per 1 mL solution for injection vial","émicizumab 150 mg par 1 mL solution injectable fiole","ADDED"
"9014256","emicizumab 30 mg per 1 mL solution for injection vial","émicizumab 30 mg par 1 mL solution injectable fiole","ADDED"
"9014257","emicizumab 60 mg per 0.4 mL solution for injection vial","émicizumab 60 mg par 0,4 mL solution injectable fiole","ADDED"
"9014260","fosfomycin (fosfomycin sodium) 4 g per vial powder for solution for injection","fosfomycine (fosfomycine sodique) 4 g par fiole poudre pour solution injectable","ADDED"
"9014261","iron (sucroferric oxyhydroxide) 500 mg chewable tablet","fer (oxyhydroxyde sucro-ferrique) 500 mg comprimé à croquer","ADDED"
"9014262","prabotulinumtoxinA 100 unit per vial powder for solution for injection","prabotulinumtoxineA 100 unité par fiole poudre pour solution injectable","ADDED"
