ntp_code,ntp_formal_name,changes
"9013905","elagolix (elagolix sodium) 200 mg oral tablet","ADDED"
"9004569","dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL oral solution","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9010880","nitroglycerin 100 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9005130","ensulizole 3 % cutaneous emulsion","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9003182","zafirlukast 20 mg oral tablet","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19971117"" -> ""20180102"""
"9000965","ketorolac tromethamine 30 mg per mL solution for injection","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000819","ibuprofen 40 mg per mL oral suspension","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9009350","estradiol 0.1 % transdermal gel","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9006236","digoxin 1 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000211","morphine sulfate 20 mg per mL oral drops","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19841231"" -> ""20180918"""
"9013597","phospholipid 135 mg per 5 mL and surfactant-associated proteins sp-b and sp-c 2500 mcg per 5 mL endotracheopulmonary instillation vial","ADDED"
"9002933","dextromethorphan hydrobromide 7.5 mg per 5 mL syrup","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9012954","denosumab 204 mg per 1.7 mL solution for injection syringe","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000759","valproic acid (sodium valproate) 250 mg per 5 mL syrup","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9009384","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 100 mcg oral tablet","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000413","dexamethasone 0.5 mg per 5 mL oral liquid","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9013904","cyclosporine 0.1 % ophthalmic drops","ADDED"
"9013243","scopolamine hydrobromide 0.6 mg per 1 mL solution for injection ampoule","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19811231"" -> ""20181116"""
"9013598","phospholipid 81 mg per 3 mL and surfactant-associated proteins sp-b and sp-c 1500 mcg per 3 mL endotracheopulmonary instillation vial","ADDED"
"9013468","ocriplasmin 1.25 mg per mL solution for injection 0.3 mL vial","ntp_status_effective_time: ""20180927"" -> ""20190508"""
"9009620","furosemide 40 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9010882","nitroglycerin 500 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9013003","lixisenatide 10 mcg per actuation solution for injection pre-filled pen with lixisenatide 20 mcg per actuation solution for injection pre-filled pen","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20170912"" -> ""20181008"""
"9013918","lidocaine hydrochloride 4 % and menthol 1 % cutaneous gel","ADDED"
"9013923","methotrexate (methotrexate sodium) 15 mg per 0.3 mL solution for injection syringe","ADDED"
"9000145","diazepam 20 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9012961","dobutamine (dobutamine hydrochloride) 5000 mg per 20 mL solution for injection vial","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9013906","gentamicin (gentamicin sulfate) 20 mg per 2 mL solution for injection ampoule","ADDED"
"9003930","nelfinavir (nelfinavir mesylate) 625 mg oral tablet","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20040811"" -> ""20190516"""
"9006562","ethinyl estradiol 35 mcg per 24 hours and norelgestromin 20 mcg per 24 hours transdermal patch","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9013596","phospholipid 108 mg per 4 mL and surfactant-associated proteins sp-b and sp-c 2000 mcg per 4 mL endotracheopulmonary instillation vial","ADDED"
"9006272","ranitidine (ranitidine hydrochloride) 100 mg per 2 mL solution for injection vial","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9002936","ritonavir 80 mg per mL oral solution","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19960925"" -> ""20190331"""
