tm_code,tm_formal_name,changes
"8001864","naphazoline","ADDED"
"8001695","antipyrine and benzocaine","ADDED"
"8001739","daratumumab","ADDED"
"8001691","allantoin and chloroxylenol","ADDED"
"8001756","docosanol","ADDED"
"8001693","ammonium chloride and dextromethorphan and diphenhydramine","ADDED"
"8000936","ibuprofen and methocarbamol","ADDED"
"8001740","dasatinib","ADDED"
"8000869","acetaminophen and methocarbamol","ADDED"
"8001848","menthol and pramoxine","ADDED"
"8001816","ipilimumab","ADDED"
"8001782","follitropin alfa and lutropin alfa","ADDED"
"8001774","filgrastim","ADDED"
"8001655","fondaparinux","ADDED"
"8001732","clofarabine","ADDED"
"8001829","laronidase","ADDED"
"8001850","mercaptopurine","ADDED"
"8001795","hexylresorcinol","ADDED"
"8001843","lutropin alfa","ADDED"
"8001853","methazolamide","ADDED"
"8001805","idursulfase","ADDED"
"8001772","etoposide","ADDED"
"8001717","carmustine","ADDED"
"8000817","alcohol anhydrous","ADDED"
"8000932","dexamethasone (base) and framycetin and gramicidin","ADDED"
"8001882","zinc sulfate","ADDED"
"8001821","ivabradine","ADDED"
"8001725","chromic chloride","ADDED"
"8001831","lenalidomide","ADDED"
"8001639","dulaglutide","ADDED"
"8001830","leflunomide","ADDED"
"8001707","calamine and diphenhydramine","ADDED"
"8000036","clindamycin","ADDED"
"8000831","betamethasone dipropionate and salicylic acid","ADDED"
"8001690","abciximab","ADDED"
"8001741","daunorubicin","ADDED"
"8001709","calcium carbonate and etidronate","ADDED"
"8001852","methacholine","ADDED"
"8001475","follitropin alfa","ADDED"
"8001857","methylnaltrexone","ADDED"
"8001742","deferoxamine","ADDED"
"8001773","fidaxomicin","ADDED"
"8001820","isoproterenol","ADDED"
"8001554","agalsidase beta","ADDED"
"8001736","cyclophosphamide","ADDED"
"8001745","dexrazoxane","ADDED"
"8001836","levomilnacipran","ADDED"
"8001828","lapatinib","ADDED"
"8000861","acetylsalicylic acid and codeine and methocarbamol","ADDED"
"8001777","flumazenil","ADDED"
"8001258","delavirdine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19980724"" -> ""20180924"""
"8001776","fludarabine","ADDED"
"8001737","cytarabine","ADDED"
"8001758","dyclonine and menthol","ADDED"
"8001704","bismuth subgallate","ADDED"
"8001760","elosulfase alfa","ADDED"
"8001806","ifosfamide","ADDED"
"8001728","ciprofloxacin and fluocinolone","ADDED"
"8001743","degarelix","ADDED"
"8001790","golimumab","ADDED"
"8001770","estramustine","ADDED"
"8001045","docusate","ADDED"
"8000852","sodium citrate","ADDED"
"8001738","dactinomycin","ADDED"
"8001764","epirubicin","ADDED"
"8001822","ixazomib","ADDED"
"8001786","gefitinib","ADDED"
"8001761","eluxadoline","ADDED"
"8001173","betamethasone valerate and gentamicin","ADDED"
"8001846","manganese sulfate","ADDED"
"8001874","prednicarbate","ADDED"
"8001517","ribavirin","ADDED"
"8001804","idelalisib","ADDED"
"8001858","miglustat","ADDED"
"8001861","mitotane","ADDED"
"8001748","dimethicone and menthol","ADDED"
"8001851","mesna","ADDED"
"8001719","cetrorelix","ADDED"
"8001875","prilocaine","ADDED"
"8001859","milrinone","ADDED"
"8001336","acetaminophen and diphenhydramine and pseudoephedrine","ADDED"
"8001815","interferon beta-1b","ADDED"
"8001362","cloxacillin","ADDED"
"8001780","fluorouracil and salicylic acid","ADDED"
"8001749","dimethicone and menthol and pramoxine","ADDED"
"8001832","lenvatinib","ADDED"
"8001002","benzalkonium and lidocaine","ADDED"
"8001783","fulvestrant","ADDED"
"8001753","diphenhydramine and menthol","ADDED"
"8001810","ingenol mebutate","ADDED"
"8001593","bortezomib","ADDED"
"8001803","idarucizumab","ADDED"
"8001759","edoxaban","ADDED"
"8001838","lidocaine and menthol","ADDED"
"8001645","eribulin","ADDED"
"8001800","ibrutinib","ADDED"
"8001808","imiglucerase","ADDED"
"8001769","ergonovine","ADDED"
"8001799","hydroxocobalamin","ADDED"
"8001802","idarubicin","ADDED"
"8001755","docetaxel","ADDED"
"8000808","acetylsalicylic acid and butalbital and caffeine","ADDED"
"8001823","ixekizumab","ADDED"
"8001718","certolizumab pegol","ADDED"
"8000901","acetylsalicylic acid and methocarbamol","ADDED"
"8000798","clioquinol and hydrocortisone","ADDED"
"8001775","fingolimod","ADDED"
"8001841","lidocaine and prilocaine","ADDED"
"8001231","simeprevir","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20131125"" -> ""20180331"""
"8001798","hydrocortisone and pramoxine and zinc sulfate","ADDED"
"8001873","pramoxine and zinc sulfate","ADDED"
"8001842","lomustine","ADDED"
"8001730","cladribine","ADDED"
"8001827","lanthanum","ADDED"
"8001824","ketoprofen","ADDED"
"8001784","galsulfase","ADDED"
"8001863","modafinil","ADDED"
"8001708","calamine and pramoxine","ADDED"
"8000805","acetylsalicylic acid and butalbital and caffeine and codeine","ADDED"
"8001765","epoetin alfa","ADDED"
"8001807","imatinib","ADDED"
"8001752","dimethicone and zinc oxide","ADDED"
"8001833","leucovorin","ADDED"
"8000950","insulin aspart and insulin aspart protamine","ADDED"
"8001860","mitomycin","ADDED"
"8001768","ergoloid mesylates","ADDED"
"8001862","mitoxantrone","ADDED"
"8000859","acetaminophen and codeine and methocarbamol","ADDED"
"8001792","goserelin","ADDED"
"8001729","cisplatin","ADDED"
"8001703","bismuth dipropylacetate","ADDED"
