tm_code,tm_formal_name,tm_fr_description,changes
"8002302","galcanezumab","galcanézumab","CHANGED"
"8001969","topotecan","topotécan","tm_status_effective_time: ""20120327"" -> ""19970618"""
"8002303","sodium zirconium cyclosilicate","cyclosilicate de zirconium sodique","CHANGED"
"8000291","moxifloxacin","moxifloxacine","tm_status_effective_time: ""20001020"" -> ""20030624"""
"8002300","bacillus calmette-guerin (bcg) strain tice","bacillus calmette-guerin (bcg) strain tice","CHANGED"
"8000931","trandolapril and verapamil","trandolapril et vérapamil","DELETED"
"f3eb5febe7a7e71b65107abcad18a52f","edaravone","édavarone","ADDED"
"8002301","eftrenonacog alfa","eftrénonacog alfa","CHANGED"
"8001726","chromic chloride and copper sulfate and manganese sulfate and zinc sulfate","chlorure de chrome et sulfate de cuivre et sulfate de manganèse et sulfate de zinc","tm_status_effective_time: ""19941231"" -> ""19961231"""
"8002290","coagulation factor VIII human and von Willebrand factor human","facteur VIII de coagulation humain et facteur de von Willebrand humain","tm_fr_description: ""facteur VIII de coagulationhumain et facteur de von Willebrand humain"" -> ""facteur VIII de coagulation humain et facteur de von Willebrand humain"""
"226b96664ab89c8f5818ca0dd1b13f34","phenazopyridine hydrochloride","phénazopyridine","ADDED"
"8001880","white petrolatum","pétrolatum blanc","tm_status_effective_time: ""20060606"" -> ""19511231"""
"8002299","acalabrutinib","acalabrutinib","CHANGED"
"8002304","sulfacetamide","sulfacétamide","CHANGED"
