"ntp_code"|"ntp_formal_name"|"ntp_en_description"|"ntp_fr_description"|"ntp_status"|"ntp_status_effective_time"|"ntp_type"
9000015|"acebutolol (acebutolol hydrochloride) 100 mg oral tablet"|NA|NA|"active"|"20060303"|NA
9000016|"acebutolol (acebutolol hydrochloride) 200 mg oral tablet"|NA|NA|"active"|"20060303"|NA
9000017|"acebutolol (acebutolol hydrochloride) 400 mg oral tablet"|NA|NA|"active"|"20060303"|NA
9000047|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet"|NA|NA|"active"|"20060106"|NA
9000048|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet"|NA|NA|"active"|"20060106"|NA
9000049|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|NA|NA|"active"|"20131029"|NA
9000055|"acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|NA|NA|"active"|"20131115"|NA
9000057|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet"|NA|NA|"active"|"20150429"|NA
9000058|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet"|NA|NA|"active"|"20150429"|NA
9000059|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"|NA|NA|"active"|"20150429"|NA
9000098|"acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"|NA|NA|"active"|"20160620"|NA
9000033|"acetaminophen 160 mg per 5 and codeine phosphate 8 mg per 5 oral solution"|NA|NA|"active"|"20060918"|NA
9000052|"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet"|NA|NA|"active"|"20060223"|NA
9000053|"acetaminophen 300 mg and codeine phosphate 60 mg oral tablet"|NA|NA|"active"|"20040611"|NA
9000077|"acetaminophen 325 mg and oxycodone (oxycodone hydrochloride) 5 mg oral tablet"|NA|NA|"active"|"20160704"|NA
9000078|"acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet"|NA|NA|"active"|"20160704"|NA
9000079|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|NA|NA|"active"|"20160704"|NA
9000083|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|NA|NA|"active"|"20140206"|NA
9000356|"acyclovir 5 % cutaneous cream"|NA|NA|"active"|"20140919"|NA
9000357|"acyclovir 5 % cutaneous ointment"|NA|NA|"active"|"20140919"|NA
9000353|"acyclovir 200 mg per 5 oral suspension"|NA|NA|"active"|"20080915"|NA
9000352|"acyclovir 200 mg oral tablet"|NA|NA|"active"|"20100108"|NA
9000354|"acyclovir 400 mg oral tablet"|NA|NA|"active"|"20100106"|NA
9000358|"acyclovir 800 mg oral tablet"|NA|NA|"active"|"20060308"|NA
9000351|"acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection"|NA|NA|"active"|"20040422"|NA
9000424|"alendronic acid (alendronate sodium) 10 mg oral tablet"|NA|NA|"active"|"20090427"|NA
9000425|"alendronic acid (alendronate sodium) 5 mg oral tablet"|NA|NA|"active"|"20090427"|NA
9000428|"alendronic acid (alendronate sodium) 70 mg oral tablet"|NA|NA|"active"|"20090427"|NA
9000426|"alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 2800 unit oral tablet"|NA|NA|"active"|"20131021"|NA
9000427|"alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 5600 unit oral tablet"|NA|NA|"active"|"20131021"|NA
9000434|"alfuzosin hydrochloride 10 mg prolonged release oral tablet"|NA|NA|"active"|"20100430"|NA
9000455|"allopurinol 100 mg oral tablet"|NA|NA|"active"|"20110125"|NA
9000456|"allopurinol 200 mg oral tablet"|NA|NA|"active"|"20110125"|NA
9000457|"allopurinol 300 mg oral tablet"|NA|NA|"active"|"20110125"|NA
9000468|"alprazolam 0.25 mg oral tablet"|NA|NA|"active"|"20060220"|NA
