drug_code,mp_code,mp_formal_name,mp_fr_description,changes
613,00023450,DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) BGP PHARMA ULC,DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) BGP PHARMA ULC,"mp_formal_name: ""DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC""
mp_fr_description: ""DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
769,00023442,DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) BGP PHARMA ULC,DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) BGP PHARMA ULC,"mp_formal_name: ""DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC""
mp_fr_description: ""DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1086,00023698,DILANTIN INFATABS (phenytoin 50 mg chewable tablet) BGP PHARMA ULC,DILANTIN INFATABS (phénytoïne 50 mg comprimé à croquer) BGP PHARMA ULC,"mp_formal_name: ""DILANTIN INFATABS (phenytoin 50 mg o̲r̲a̲l̲ ̲t̲a̲b̲l̲e̲t̲)̲ ̲U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN INFATABS (phenytoin 50 mg c̲h̲e̲w̲a̲b̲l̲e̲ ̲t̲a̲b̲l̲e̲t̲)̲ ̲B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC""
mp_fr_description: ""DILANTIN INFATABS (phénytoïne 50 mg comprimé o̲r̲a̲l̲)̲ ̲U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN INFATABS (phénytoïne 50 mg comprimé à̲ ̲c̲r̲o̲q̲u̲e̲r̲)̲ ̲B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2064,00013668,ATASOL FORTE TAB 500MG (acetaminophen 500 mg oral tablet) CHURCH & DWIGHT CANADA CORP,ATASOL FORTE TAB 500MG (acétaminophène 500 mg comprimé oral) CHURCH & DWIGHT CANADA CORP,DELETED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
3088,00392618,MAGNESIUM SULFATE INJECTION USP (magnesium sulfate 2000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,MAGNESIUM SULFATE INJECTION USP (sulfate de magnésium 2000 mg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,"Health_Canada_product_name: ""MAGNESIUM SULFATE INJ 20% USP"" -> ""MAGNESIUM SULFATE INJECTION USP""
mp_formal_name: ""MAGNESIUM SULFATE INJ ̲2̲0̲%̲ USP (magnesium sulfate 2000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED"" -> ""MAGNESIUM SULFATE INJE̲C̲T̲I̲O̲N̲ USP (magnesium sulfate 2000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED""
mp_fr_description: ""MAGNESIUM SULFATE INJ ̲2̲0̲%̲ USP (sulfate de magnésium 2000 mg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"" -> ""MAGNESIUM SULFATE INJE̲C̲T̲I̲O̲N̲ USP (sulfate de magnésium 2000 mg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"""
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
