ntp_code,ntp_formal_name,ntp_fr_description,changes
367f4653d5c87b5226db574dada4142d,maralixibat (maralixibat chloride) 9.5 mg per mL oral solution,"maralixibat (chlorure de maralixibat) 9,5 mg par mL solution orale",ADDED
421b7b705dbd7362cf1a026d1873bfe5,petrolatum 84.3 % cutaneous ointment,"pétrolatum 84,3 % pommade cutanée",ADDED
45807717a94b43db11f451d5d0aebf02,pyrithione zinc 0.1 % cutaneous spray,"pyrithione zincique 0,1 % vaporisation cutanée",ADDED
4e1c365da9b9521ae8e8e616f9b17416,phenytoin 50 mg chewable tablet,phénytoïne 50 mg comprimé à croquer,ADDED
583c3ac49f3b4a94315e90eaf0ff3a95,dextromethorphan hydrobromide 10 mg per 15 mL and doxylamine succinate 6.25 mg per 15 mL and phenylephrine hydrochloride 5 mg per 15 mL syrup,"bromhydrate de dextrométhorphane 10 mg par 15 mL et succinate de doxylamine 6,25 mg par 15 mL et chlorhydrate de phényléphrine 5 mg par 15 mL sirop",ADDED
5bec35e4f2afe0f39cc04606c6a94b8e,abiraterone acetate 500 mg and niraparib (niraparib tosylate) 100 mg oral tablet,acétate d'abiratérone 500 mg et niraparib (tosylate de niraparib) 100 mg comprimé oral,ADDED
69e8b70541b2768ba3a1d80676277407,mavacamten 15 mg oral capsule,mavacamten 15 mg capsule orale,ADDED
8208ce9bbea8c5da42f9e8ed98781ac2,dextromethorphan hydrobromide 5 mg per 5 mL and guaifenesin 50 mg per 5 mL syrup,bromhydrate de dextrométhorphane 5 mg par 5 mL et guaïfénésine 50 mg par 5 mL sirop,ADDED
9000008,phenytoin 50 mg oral tablet,phénytoïne 50 mg comprimé oral,DELETED
9001515,lidocaine hydrochloride 20 mg per mL cutaneous gel,chlorhydrate de lidocaïne 20 mg par mL gel cutané,ADDED
9001523,potassium chloride 149 mg per mL solution for injection,chlorure de potassium 149 mg par mL solution injectable,ADDED
9001709,triclosan 0.5 % cutaneous liquid,"triclosan 0,5 % liquide cutané",ADDED
9001725,sodium bicarbonate 84 mg per mL solution for injection,bicarbonate de sodium 84 mg par mL solution injectable,ADDED
9001819,potassium chloride 20 meq per 10 mL solution for injection,chlorure de potassium 20 meq par 10 mL solution injectable,ADDED
9001867,benzalkonium chloride 0.1 % cutaneous liquid,"chlorure de benzalkonium 0,1 % liquide cutané",ADDED
9002030,potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection,phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable,ADDED
9002070,docusate calcium 240 mg oral capsule,docusate calcique 240 mg capsule orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19861231"" -> ""20221107"""
9002087,sodium bicarbonate 81.3 g per l solution for haemodialysis,"bicarbonate de sodium 81,3 g par l solution pour hémodialyse",ADDED
9002113,sodium bicarbonate 42 mg per mL solution for injection,bicarbonate de sodium 42 mg par mL solution injectable,ADDED
9002180,chloroxylenol 0.6 % cutaneous liquid,"chloroxylénol 0,6 % liquide cutané",ADDED
9002321,potassium chloride 251.6 g per l solution for haemodialysis,"chlorure de potassium 251,6 g par l solution pour hémodialyse",ADDED
9002348,chlorhexidine gluconate 2 % cutaneous gel,gluconate de chlorhexidine 2 % gel cutané,DELETED
9002392,triclosan 0.3 % cutaneous liquid,"triclosan 0,3 % liquide cutané",ADDED
9002782,desmopressin acetate 0.2 mg oral tablet,"acétate de desmopressine 0,2 mg comprimé oral","ntp_status_effective_time: ""19951231"" -> ""20070131"""
9002902,sodium acetate 328 mg per mL solution for injection,acétate de sodium 328 mg par mL solution injectable,ADDED
9003031,magnesium chloride 20.5 g per 4.5 l powder for concentrate for solution for haemodialysis,"chlorure de magnésium 20,5 g par 4,5 l poudre pour solution à diluer pour solution pour hémodialyse",ADDED
9003097,doxorubicin hydrochloride 150 mg per vial powder for solution for injection,chlorhydrate de doxorubicine 150 mg par fiole poudre pour solution injectable,ADDED
9003126,doxorubicin hydrochloride 50 mg per vial powder for solution for injection,chlorhydrate de doxorubicine 50 mg par fiole poudre pour solution injectable,ADDED
9003231,doxorubicin hydrochloride 10 mg per vial powder for solution for injection,chlorhydrate de doxorubicine 10 mg par fiole poudre pour solution injectable,ADDED
9003378,benzalkonium chloride 0.13 % cutaneous liquid,"chlorure de benzalkonium 0,13 % liquide cutané",ADDED
9003511,chloroxylenol 0.3 % cutaneous liquid,"chloroxylénol 0,3 % liquide cutané",ADDED
9003565,chloroxylenol 1 % cutaneous liquid,chloroxylénol 1 % liquide cutané,ADDED
9003605,chloroxylenol 0.5 % cutaneous solution,"chloroxylénol 0,5 % solution pour application cutanée",ADDED
9003642,tazarotene 0.1 % cutaneous cream,"tazarotène 0,1 % crème cutanée",DELETED
