tm_code,tm_formal_name,tm_fr_description,changes
8001757,doxorubicin,doxorubicine,ADDED
24c05c403570ae462268657044f25dff,abiraterone and niraparib,abiratérone et niraparib,ADDED
8001870,potassium chloride,chlorure de potassium,ADDED
09f06cb4e72e342f8b4d25b1b99a5a36,maralixibat,maralixibat,ADDED
8002215,amphotericin B,amphotéricine B,ADDED
8001976,triclosan,triclosan,ADDED
8001579,benzethonium,benzéthonium,ADDED
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8001476,follitropin beta,follitropine bêta,ADDED
dde135b0a4937e63aab93638ec8aa6c6,camphor and lidocaine,camphre et lidocaïne,ADDED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
8002047,paclitaxel,paclitaxel,ADDED
8001615,chloroxylenol,chloroxylénol,ADDED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,ADDED
8002100,camphor and glycol salicylate and levomenthol,camphre et salicylate de glycol et lévomenthol,"tm_status_effective_time: ""20200706"" -> ""20230630"""
8001878,sodium iodide,iodure de sodium,ADDED
8000796,benzalkonium,benzalkonium,ADDED
