tm_code,tm_formal_name,changes
"8001564","amphotericin b","DELETED"
"05bd41804f702be5b234ea0a999ade6d","cannabidiol and tetrahydrocannabinol","CHANGED"
"8001605","calcitonin (salmon)","DELETED"
"8002107","citric acid and magnesium oxide and sodium carbonate (anhydrous)","DELETED"
"53c2d79c85568a80826535498baf5d76","camphor and eucalyptol and guaiacol","CHANGED"
"06f79004cf5e6c78c587876b011b1f22","doravirine","CHANGED"
"8002206","mineral oil heavy and petrolatum","CHANGED"
"8002191","erenumab","CHANGED"
"8002178","camphor and diphenylpyraline and guaiacol","CHANGED"
"8002204","mineral oil heavy","CHANGED"
"60526b7af41fc8938dde4ad93bf34b40","coagulation factor ii (human) and coagulation factor ix (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","CHANGED"
"8002170","antihemophilic factor (human) and von willebrand factor (human)","CHANGED"
"b405bf2941e278df246c2ba7e2d8988c","carboxymethylcellulose and gelatin and pectin","ADDED"
"b3dac25e0b7cc4ccf5ae00f886322108","carboxymethylcellulose and glycerin","ADDED"
"8001758","dyclonine and menthol","ADDED"
"de5de576a8dd3e56ef0a35f3979a5996","amylmetacresol and dichlorobenzyl alcohol and levomenthol","ADDED"
"8002094","amylmetacresol and dichlorobenzyl alcohol and menthol","tm_status_effective_time: ""20120719"" -> ""20120904"""
"55e89a7e6a0698c5e4af7636d4982a8e","hemin","CHANGED"
"80af2fe28a607db51debe33d4e222e96","phytonadione","CHANGED"
"8002203","magnesium hydroxide and mineral oil heavy","CHANGED"
"1c82d8cd82c8347fc4d2c9aa41059de8","anti-inhibitor coagulant complex","CHANGED"
"90b207838fdcbe36d9886b550eddfa5e","drospirenone and ethinyl estradiol and levomefolic acid","CHANGED"
"7970ad96c2b7f089747d5afe6e33ad55","coagulation factor ix (recombinant)","CHANGED"
"69ccdf7820ef88de8b5fdb327f506467","anti-thymocyte immunoglobulin rabbit","ADDED"
"b1c4e8583c7b3cb3785acde568e264f5","fibrinogen (human)","CHANGED"
"d7973e10cc1bfece7c9e5e26b3bc032a","lanolin and mineral oil heavy","CHANGED"
