mp_code,mp_formal_name,mp_fr_description,changes
"00363812","BUSCOPAN (scopolamine butylbromide 10 mg oral tablet) SANOFI CONSUMER HEALTH INC","BUSCOPAN (butylbromure de scopolamine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC","mp_formal_name: ""BUSCOPAN (scopolamine butylbromide 10 mg oral tablet) SANOFI-AVENTIS CANADA INC"" -> ""BUSCOPAN (scopolamine butylbromide 10 mg oral tablet) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""BUSCOPAN (butylbromure de scopolamine 10 mg comprimé oral) SANOFI-AVENTIS CANADA INC"" -> ""BUSCOPAN (butylbromure de scopolamine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC"""
"00363839","BUSCOPAN (scopolamine butylbromide 20 mg per 1 mL solution for injection ampoule) SANOFI CONSUMER HEALTH INC","BUSCOPAN (butylbromure de scopolamine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC","mp_formal_name: ""BUSCOPAN (scopolamine butylbromide 20 mg per 1 mL solution for injection ampoule) SANOFI-AVENTIS CANADA INC"" -> ""BUSCOPAN (scopolamine butylbromide 20 mg per 1 mL solution for injection ampoule) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""BUSCOPAN (butylbromure de scopolamine 20 mg par 1 mL solution injectable ampoule) SANOFI-AVENTIS CANADA INC"" -> ""BUSCOPAN (butylbromure de scopolamine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC"""
"00441651","APO-IBUPROFEN (ibuprofen 300 mg oral tablet) APOTEX INC","APO-IBUPROFEN (ibuprofène 300 mg comprimé oral) APOTEX INC","mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20201105"" -> ""19831231"""
"00481815","ROCALTROL (calcitriol 0.5 mcg oral capsule) SEARCHLIGHT PHARMA INC","ROCALTROL (calcitriol 0,5 mcg capsule orale) SEARCHLIGHT PHARMA INC","Health_Canada_product_name: ""ROCALTROL CAP 0.5MCG"" -> ""ROCALTROL""
mp_formal_name: ""ROCALTROL CAP 0.5MCG (calcitriol 0.5 mcg oral capsule) HOFFMANN-LA ROCHE LIMITED"" -> ""ROCALTROL (calcitriol 0.5 mcg oral capsule) SEARCHLIGHT PHARMA INC""
mp_fr_description: ""ROCALTROL CAP 0.5MCG (calcitriol 0,5 mcg capsule orale) HOFFMANN-LA ROCHE LIMITED"" -> ""ROCALTROL (calcitriol 0,5 mcg capsule orale) SEARCHLIGHT PHARMA INC"""
"00481823","ROCALTROL (calcitriol 0.25 mcg oral capsule) SEARCHLIGHT PHARMA INC","ROCALTROL (calcitriol 0,25 mcg capsule orale) SEARCHLIGHT PHARMA INC","Health_Canada_product_name: ""ROCALTROL CAP 0.25MCG"" -> ""ROCALTROL""
mp_formal_name: ""ROCALTROL CAP 0.25MCG (calcitriol 0.25 mcg oral capsule) HOFFMANN-LA ROCHE LIMITED"" -> ""ROCALTROL (calcitriol 0.25 mcg oral capsule) SEARCHLIGHT PHARMA INC""
mp_fr_description: ""ROCALTROL CAP 0.25MCG (calcitriol 0,25 mcg capsule orale) HOFFMANN-LA ROCHE LIMITED"" -> ""ROCALTROL (calcitriol 0,25 mcg capsule orale) SEARCHLIGHT PHARMA INC"""
"00585114","APO IBUPROFEN TAB 600MG (ibuprofen 600 mg oral tablet) APOTEX INC","APO IBUPROFEN TAB 600MG (ibuprofène 600 mg comprimé oral) APOTEX INC","mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20200404"" -> ""19841231"""
"00607789","RATIO-HEMCORT-HC (hydrocortisone acetate 0.5 % and zinc sulfate 0.5 % rectal ointment) TEVA CANADA LIMITED","RATIO-HEMCORT-HC (acétate d'hydrocortisone 0,5 % et sulfate de zinc 0,5 % pommade rectale) TEVA CANADA LIMITED","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19841231"" -> ""20180515"""
"00618632","APO-METOPROLOL (metoprolol tartrate 50 mg oral tablet) APOTEX INC","APO-METOPROLOL (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC","Health_Canada_product_name: ""APO METOPROLOL TAB 50MG"" -> ""APO-METOPROLOL""
mp_formal_name: ""APO METOPROLOL TAB 50MG (metoprolol tartrate 50 mg oral tablet) APOTEX INC"" -> ""APO-METOPROLOL (metoprolol tartrate 50 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO METOPROLOL TAB 50MG (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"" -> ""APO-METOPROLOL (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"""
"00618640","APO-METOPROLOL (metoprolol tartrate 100 mg oral tablet) APOTEX INC","APO-METOPROLOL (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC","Health_Canada_product_name: ""APO METOPROLOL TAB 100MG"" -> ""APO-METOPROLOL""
mp_formal_name: ""APO METOPROLOL TAB 100MG (metoprolol tartrate 100 mg oral tablet) APOTEX INC"" -> ""APO-METOPROLOL (metoprolol tartrate 100 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO METOPROLOL TAB 100MG (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC"" -> ""APO-METOPROLOL (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC"""
"00749354","APO-METOPROLOL (TYPE L) (metoprolol tartrate 50 mg oral tablet) APOTEX INC","APO-METOPROLOL (TYPE L) (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC","Health_Canada_product_name: ""APO METOPROLOL (TYPE L)"" -> ""APO-METOPROLOL (TYPE L)""
mp_formal_name: ""APO METOPROLOL (TYPE L) (metoprolol tartrate 50 mg oral tablet) APOTEX INC"" -> ""APO-METOPROLOL (TYPE L) (metoprolol tartrate 50 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO METOPROLOL (TYPE L) (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"" -> ""APO-METOPROLOL (TYPE L) (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"""
"01916971","TUSSIONEX (hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension) SANOFI-AVENTIS CANADA INC","TUSSIONEX (hydrocodone 5 mg par 5 mL et phényltoloxamine 10 mg par 5 mL suspension orale) SANOFI-AVENTIS CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19571231"" -> ""20200129"""
"01929313","DRISTAN NASAL MIST (pheniramine maleate 0.2 % and phenylephrine hydrochloride 0.5 % nasal spray) FOUNDATION CONSUMER BRANDS, LLC","DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC","mp_formal_name: ""DRISTAN NASAL MIST (pheniramine maleate 0.2 % and phenylephrine hydrochloride 0.5 % nasal spray) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""DRISTAN NASAL MIST (pheniramine maleate 0.2 % and phenylephrine hydrochloride 0.5 % nasal spray) FOUNDATION CONSUMER BRANDS, LLC""
mp_fr_description: ""DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC"""
"01929372","LONG LASTING DRISTAN NASAL MIST (oxymetazoline hydrochloride 0.05 % nasal spray) FOUNDATION CONSUMER BRANDS, LLC","LONG LASTING DRISTAN NASAL MIST (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC","mp_formal_name: ""LONG LASTING DRISTAN NASAL MIST (oxymetazoline hydrochloride 0.05 % nasal spray) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""LONG LASTING DRISTAN NASAL MIST (oxymetazoline hydrochloride 0.05 % nasal spray) FOUNDATION CONSUMER BRANDS, LLC""
mp_fr_description: ""LONG LASTING DRISTAN NASAL MIST (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""LONG LASTING DRISTAN NASAL MIST (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC"""
"01929380","LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (oxymetazoline hydrochloride 0.05 % nasal spray) FOUNDATION CONSUMER BRANDS, LLC","LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC","mp_formal_name: ""LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (oxymetazoline hydrochloride 0.05 % nasal spray) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (oxymetazoline hydrochloride 0.05 % nasal spray) FOUNDATION CONSUMER BRANDS, LLC""
mp_fr_description: ""LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC"""
"01991086","SLEEP AID EXTRA STRENGTH TAB 50MG (diphenhydramine hydrochloride 50 mg oral tablet) TANTA PHARMACEUTICALS INC","SLEEP AID EXTRA STRENGTH TAB 50MG (chlorhydrate de diphenhydramine 50 mg comprimé oral) TANTA PHARMACEUTICALS INC","Health_Canada_product_name: ""SLEEP AID (EXTRA STRENGTH) TAB 50MG"" -> ""SLEEP AID EXTRA STRENGTH TAB 50MG""
mp_formal_name: ""SLEEP AID (EXTRA STRENGTH) TAB 50MG (diphenhydramine hydrochloride 50 mg oral tablet) TANTA PHARMACEUTICALS INC"" -> ""SLEEP AID EXTRA STRENGTH TAB 50MG (diphenhydramine hydrochloride 50 mg oral tablet) TANTA PHARMACEUTICALS INC""
mp_fr_description: ""SLEEP AID (EXTRA STRENGTH) TAB 50MG (chlorhydrate de diphenhydramine 50 mg comprimé oral) TANTA PHARMACEUTICALS INC"" -> ""SLEEP AID EXTRA STRENGTH TAB 50MG (chlorhydrate de diphenhydramine 50 mg comprimé oral) TANTA PHARMACEUTICALS INC"""
"02137534","MYLAN-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) MYLAN PHARMACEUTICALS ULC","MYLAN-ALPRAZOLAM (alprazolam 0,25 mg comprimé oral) MYLAN PHARMACEUTICALS ULC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19941231"" -> ""20171212"""
"02177080","TAXOTERE (docetaxel 80 mg per 2 mL solution for injection vial with diluent solution) SANOFI-AVENTIS CANADA INC","TAXOTERE (docétaxel 80 mg par 2 mL solution injectable fiole avec solution diluante) SANOFI-AVENTIS CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19951231"" -> ""20200731"""
"02202581","FEIBA NF (anti-inhibitor coagulant complex 700-1300 unit per vial powder for solution for injection with diluent solution) TAKEDA CANADA INC","FEIBA NF (complexe coagulant anti-inhibiteur 700-1300 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC","mp_formal_name: ""FEIBA NF (anti-inhibitor coagulant complex 700-1300 unit per vial powder for solution for injection with diluent solution) SHIRE PHARMA CANADA ULC"" -> ""FEIBA NF (anti-inhibitor coagulant complex 700-1300 unit per vial powder for solution for injection with diluent solution) TAKEDA CANADA INC""
mp_fr_description: ""FEIBA NF (complexe coagulant anti-inhibiteur 700-1300 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC"" -> ""FEIBA NF (complexe coagulant anti-inhibiteur 700-1300 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC"""
"02213834","NASACORT AQ (triamcinolone acetonide 55 mcg per actuation nasal spray) SANOFI CONSUMER HEALTH INC","NASACORT AQ (acétonide de triamcinolone 55 mcg par actionnement vaporisation nasale) SANOFI CONSUMER HEALTH INC","mp_formal_name: ""NASACORT AQ (triamcinolone acetonide 55 mcg per actuation nasal spray) SANOFI-AVENTIS CANADA INC"" -> ""NASACORT AQ (triamcinolone acetonide 55 mcg per actuation nasal spray) SANOFI CONSUMER HEALTH INC""
mp_fr_description: ""NASACORT AQ (acétonide de triamcinolone 55 mcg par actionnement vaporisation nasale) SANOFI-AVENTIS CANADA INC"" -> ""NASACORT AQ (acétonide de triamcinolone 55 mcg par actionnement vaporisation nasale) SANOFI CONSUMER HEALTH INC"""
"02218887","HEMORRHOIDAL OINTMENT (pramoxine hydrochloride 1 % and zinc sulfate monohydrate 0.5 % rectal ointment) PHARMASCIENCE INC","HEMORRHOIDAL OINTMENT (chlorhydrate de pramoxine 1 % et monohydrate de sulfate de zinc 0,5 % pommade rectale) PHARMASCIENCE INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19970317"" -> ""20200219"""
