mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00363812","BUSCOPAN (butylbromure de scopolamine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC","butylbromure de scopolamine 10 mg comprimé oral","butylbromure de scopolamine","mp_fr_description: ""BUSCOPAN (butylbromure de scopolamine 10 mg comprimé oral) SANOFI-AVENTIS CANADA INC"" -> ""BUSCOPAN (butylbromure de scopolamine 10 mg comprimé oral) SANOFI CONSUMER HEALTH INC"""
"00363839","BUSCOPAN (butylbromure de scopolamine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC","butylbromure de scopolamine 20 mg par 1 mL solution injectable ampoule","butylbromure de scopolamine","mp_fr_description: ""BUSCOPAN (butylbromure de scopolamine 20 mg par 1 mL solution injectable ampoule) SANOFI-AVENTIS CANADA INC"" -> ""BUSCOPAN (butylbromure de scopolamine 20 mg par 1 mL solution injectable ampoule) SANOFI CONSUMER HEALTH INC"""
"00481815","ROCALTROL (calcitriol 0,5 mcg capsule orale) SEARCHLIGHT PHARMA INC","calcitriol 0,5 mcg capsule orale","calcitriol","mp_fr_description: ""ROCALTROL CAP 0.5MCG (calcitriol 0,5 mcg capsule orale) HOFFMANN-LA ROCHE LIMITED"" -> ""ROCALTROL (calcitriol 0,5 mcg capsule orale) SEARCHLIGHT PHARMA INC"""
"00481823","ROCALTROL (calcitriol 0,25 mcg capsule orale) SEARCHLIGHT PHARMA INC","calcitriol 0,25 mcg capsule orale","calcitriol","mp_fr_description: ""ROCALTROL CAP 0.25MCG (calcitriol 0,25 mcg capsule orale) HOFFMANN-LA ROCHE LIMITED"" -> ""ROCALTROL (calcitriol 0,25 mcg capsule orale) SEARCHLIGHT PHARMA INC"""
"00618632","APO-METOPROLOL (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC","tartrate de métoprolol 50 mg comprimé oral","métoprolol","mp_fr_description: ""APO METOPROLOL TAB 50MG (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"" -> ""APO-METOPROLOL (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"""
"00618640","APO-METOPROLOL (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC","tartrate de métoprolol 100 mg comprimé oral","métoprolol","mp_fr_description: ""APO METOPROLOL TAB 100MG (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC"" -> ""APO-METOPROLOL (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC"""
"00749354","APO-METOPROLOL (TYPE L) (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC","tartrate de métoprolol 50 mg comprimé oral","métoprolol","mp_fr_description: ""APO METOPROLOL (TYPE L) (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"" -> ""APO-METOPROLOL (TYPE L) (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"""
"01929313","DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC","maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale","phéniramine et phényléphrine","mp_fr_description: ""DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC"""
"01929372","LONG LASTING DRISTAN NASAL MIST (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC","chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale","oxymétazoline","mp_fr_description: ""LONG LASTING DRISTAN NASAL MIST (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""LONG LASTING DRISTAN NASAL MIST (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC"""
"01929380","LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC","chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale","oxymétazoline","mp_fr_description: ""LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"" -> ""LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) FOUNDATION CONSUMER BRANDS, LLC"""
"01991086","SLEEP AID EXTRA STRENGTH TAB 50MG (chlorhydrate de diphenhydramine 50 mg comprimé oral) TANTA PHARMACEUTICALS INC","chlorhydrate de diphenhydramine 50 mg comprimé oral","diphenhydramine","mp_fr_description: ""SLEEP AID (EXTRA STRENGTH) TAB 50MG (chlorhydrate de diphenhydramine 50 mg comprimé oral) TANTA PHARMACEUTICALS INC"" -> ""SLEEP AID EXTRA STRENGTH TAB 50MG (chlorhydrate de diphenhydramine 50 mg comprimé oral) TANTA PHARMACEUTICALS INC"""
"02202581","FEIBA NF (complexe coagulant anti-inhibiteur 700-1300 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC","complexe coagulant anti-inhibiteur 700-1300 unité par fiole poudre pour solution injectable avec solution diluante","complexe coagulant anti-inhibiteur","mp_fr_description: ""FEIBA NF (complexe coagulant anti-inhibiteur 700-1300 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC"" -> ""FEIBA NF (complexe coagulant anti-inhibiteur 700-1300 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC"""
"02213834","NASACORT AQ (acétonide de triamcinolone 55 mcg par actionnement vaporisation nasale) SANOFI CONSUMER HEALTH INC","acétonide de triamcinolone 55 mcg par actionnement vaporisation nasale","acétonide de triamcinolone","mp_fr_description: ""NASACORT AQ (acétonide de triamcinolone 55 mcg par actionnement vaporisation nasale) SANOFI-AVENTIS CANADA INC"" -> ""NASACORT AQ (acétonide de triamcinolone 55 mcg par actionnement vaporisation nasale) SANOFI CONSUMER HEALTH INC"""
"02221829","ALTACE (ramipril 1,25 mg capsule orale) BAUSCH HEALTH, CANADA INC.","ramipril 1,25 mg capsule orale","ramipril","mp_fr_description: ""ALTACE (ramipril 1,25 mg capsule orale) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ALTACE (ramipril 1,25 mg capsule orale) BAUSCH HEALTH, CANADA INC."""
"02221837","ALTACE (ramipril 2,5 mg capsule orale) BAUSCH HEALTH, CANADA INC.","ramipril 2,5 mg capsule orale","ramipril","mp_fr_description: ""ALTACE (ramipril 2,5 mg capsule orale) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ALTACE (ramipril 2,5 mg capsule orale) BAUSCH HEALTH, CANADA INC."""
"02221845","ALTACE (ramipril 5 mg capsule orale) BAUSCH HEALTH, CANADA INC.","ramipril 5 mg capsule orale","ramipril","mp_fr_description: ""ALTACE (ramipril 5 mg capsule orale) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ALTACE (ramipril 5 mg capsule orale) BAUSCH HEALTH, CANADA INC."""
