tm_code,tm_formal_name,tm_fr_description,changes
"00b545ba7d1df62bdf376daf858cf212","brolucizumab","brolucizumab","ADDED"
"058a8ecd9fa8df110fd7c0168df294ed","alpelisib","alpélisib","ADDED"
"8000257","bupropion","bupropion","tm_status_effective_time: ""19980505"" -> ""19980810"""
"8000796","benzalkonium","benzalkonium","CHANGED"
"8000804","ethacrynic acid","acide éthacrynique","tm_status_effective_time: ""19681231"" -> ""20041015"""
"8000912","alcohol anhydrous and chlorhexidine","alcool anhydre et chlorhexidine","CHANGED"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","alcool anhydre et butanédiol et alcool propylique et propylène glycol","CHANGED"
"8000946","alcohol anhydrous and benzalkonium","alcool anhydre et benzalkonium","CHANGED"
"8001004","benzoyl peroxide and salicylic acid","peroxyde de benzoyle et acide salicylique","CHANGED"
"8001048","tolbutamide","tolbutamide","DELETED"
"8001086","orciprenaline","orciprénaline","DELETED"
"8001097","chloral hydrate","hydrate de chloral","tm_status_effective_time: ""19901231"" -> ""20030806"""
"8001098","asparaginase","asparaginase","CHANGED"
"8001139","olaratumab","olaratumab","tm_status_effective_time: ""20171222"" -> ""20200609"""
"8001317","acenocoumarol","acénocoumarol","DELETED"
"8001374","dicyclomine","dicyclomine","tm_status_effective_time: ""19741231"" -> ""19821231"""
"8001451","diflunisal","diflunisal","DELETED"
"8001464","etodolac","étodolac","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19970821"" -> ""20180802"""
"8001476","follitropin beta","follitropine bêta","CHANGED"
"8001532","tenoxicam","ténoxicam","DELETED"
"8001536","ticlopidine","ticlopidine","DELETED"
"8001579","benzethonium","benzéthonium","CHANGED"
"8001615","chloroxylenol","chloroxylénol","CHANGED"
"8001653","floctafenine","floctafénine","DELETED"
"8001659","glycopyrrolate","glycopyrrolate","DELETED"
"8001679","podophyllin","podophylline","DELETED"
"8001684","sodium salicylate","salicylate de sodium","DELETED"
"8001685","sulfinpyrazone","sulfinpyrazone","DELETED"
"8001696","antipyrine and sodium salicylate","antipyrine et salicylate de sodium","CHANGED"
"8001757","doxorubicin","doxorubicine","CHANGED"
"8001768","ergoloid mesylates","mésylates d'ergoloïdes","DELETED"
"8001844","magnesium chloride","chlorure de magnésium","CHANGED"
"8001862","mitoxantrone","mitoxantrone","tm_status_effective_time: ""20011203"" -> ""20071203"""
"8001866","petrolatum","pétrolatum","CHANGED"
"8001870","potassium chloride","chlorure de potassium","CHANGED"
"8001878","sodium iodide","iodure de sodium","CHANGED"
"8001896","chloroxylenol and triclosan","chloroxylénol et triclosan","tm_status_effective_time: ""19931231"" -> ""19951231"""
"8001976","triclosan","triclosan","CHANGED"
"8002047","paclitaxel","paclitaxel","CHANGED"
"8002068","piperazine","pipérazine","CHANGED"
"8002085","pyrithione zinc","pyrithione zincique","tm_status_effective_time: ""19811231"" -> ""19960602"""
"8002088","acetic acid and sodium acetate","acide acétique et acétate de sodium","CHANGED"
"8002100","camphor and glycol salicylate and levomenthol","camphre et salicylate de glycol et lévomenthol","DELETED"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","phosphate de potassium dibasique et phosphate de potassium monobasique","CHANGED"
"8002160","sodium acetate","acétate de sodium","CHANGED"
"8002161","sodium bicarbonate","bicarbonate de sodium","CHANGED"
"8002169","anti-inhibitor coagulant complex","complexe coagulant anti-inhibiteur","CHANGED"
"8002176","ascorbic acid and dextromethorphan and pheniramine and phenylephrine","acide ascorbique et dextrométhorphane et phéniramine et phényléphrine","DELETED"
"8002215","amphotericin B","amphotéricine B","CHANGED"
"8002245","onabotulinumtoxinA","onabotulinumtoxineA","CHANGED"
"8002278","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","CHANGED"
"8002282","fibrinogen human and thrombin human","fibrinogène humaine et thrombine humaine","CHANGED"
"8918b06f35c2530dee52b5949e01a6e5","esketamine","eskétamine","ADDED"
"bfd6568c4510c6d5a553c7bdbdc18f19","pramoxine","pramoxime","ADDED"
"c6b3e8d58dd47a68be605c15e29ae0f8","naproxen and sumatriptan","naproxène et sumatriptan","ADDED"
"d252702f9c8c49e2ee3d92614cfe80a1","isatuximab","isatuximab","ADDED"
"e724f8b8a8349afb5beaeaa300323933","caffeine","caféine","ADDED"
