mp_code,mp_formal_name,mp_fr_description,changes
"00010383","SINTROM (acenocoumarol 1 mg oral tablet) PALADIN LABS INC","SINTROM (acénocoumarol 1 mg comprimé oral) PALADIN LABS INC","DELETED"
"00010391","SINTROM (acenocoumarol 4 mg oral tablet) PALADIN LABS INC","SINTROM (acénocoumarol 4 mg comprimé oral) PALADIN LABS INC","DELETED"
"00013617","OVOL DROPS (simethicone 40 mg per mL oral drops) CHURCH & DWIGHT CANADA CORP","OVOL DROPS (siméticone 40 mg par mL gouttes orales) CHURCH & DWIGHT CANADA CORP","Health_Canada_product_name: ""OVOL DROPS 40MG"" -> ""OVOL DROPS""
mp_formal_name: ""OVOL DROPS 40MG (simethicone 40 mg per mL oral drops) CHURCH & DWIGHT CANADA CORP"" -> ""OVOL DROPS (simethicone 40 mg per mL oral drops) CHURCH & DWIGHT CANADA CORP""
mp_fr_description: ""OVOL DROPS 40MG (siméticone 40 mg par mL gouttes orales) CHURCH & DWIGHT CANADA CORP"" -> ""OVOL DROPS (siméticone 40 mg par mL gouttes orales) CHURCH & DWIGHT CANADA CORP"""
"00029149","FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH","FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH","ADDED"
"00037869","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00038083","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00176176","HYDERGINE TABLETS, 1MG (ergoloid mesylates 1 mg oral tablet) STERIMAX INC","HYDERGINE TABLETS, 1MG (mésylates d'ergoloïdes 1 mg comprimé oral) STERIMAX INC","DELETED"
"00261971","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00261998","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00266507","ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD","ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD","ADDED"
"00268313","SODIUM EDECRIN (ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection) VALEANT CANADA LP/VALEANT CANADA S.E.C.","SODIUM EDECRIN (acide éthacrynique (éthacrynate sodique) 50 mg par fiole poudre pour solution injectable) VALEANT CANADA LP/VALEANT CANADA S.E.C.","DELETED"
