ntp_code,ntp_formal_name,changes
"9012161","tolvaptan 30 mg oral tablet","ADDED"
"9009288","eplerenone 50 mg oral tablet","ADDED"
"9000546","verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule","DELETED"
"9008629","cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet","ADDED"
"9001294","testosterone undecanoate 40 mg oral capsule","ntp_status_effective_time: ""20091008"" -> ""19921231"""
"9009287","eplerenone 25 mg oral tablet","ADDED"
"9001997","tobramycin (tobramycin sulfate) 1.2 g per vial powder for solution for injection","ADDED"
"9006590","drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet","DELETED"
"9001750","chlorthalidone 100 mg oral tablet","DELETED"
"9005024","benzalkonium chloride 0.13 % cutaneous spray","ADDED"
"9012445","letermovir 480 mg oral tablet","ADDED"
"9011709","rivastigmine 13.3 mg per 24 hour transdermal patch","ADDED"
"9000341","verapamil hydrochloride 80 mg oral tablet","DELETED"
"9000735","estradiol 0.5 mg oral tablet","DELETED"
"9004951","dutasteride 0.5 mg and tamsulosin hydrochloride 0.4 mg modified-release oral capsule","ADDED"
"9001501","benzalkonium chloride 13 % cutaneous liquid","ADDED"
"9012424","insulin degludec 100 unit per mL solution for injection","ADDED"
"9009374","ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 10 mcg oral tablet with lactose oral tablet","ADDED"
"9012160","tolvaptan 15 mg oral tablet with tolvaptan 45 mg oral tablet","ADDED"
"9009623","furosemide 40 mg per 4 mL solution for injection vial","ADDED"
"9012425","insulin degludec 200 unit per mL solution for injection","ADDED"
"9000575","estradiol 2 mg ring (slow release)","DELETED"
"9009869","hydrochlorothiazide 25 mg and spironolactone 25 mg oral tablet","ADDED"
"9012408","omalizumab 150 mg per mL solution for injection","ADDED"
"9005212","nebivolol (nebivolol hydrochloride) 20 mg oral tablet","DELETED"
"9002118","theophylline 600 mg prolonged-release oral tablet","ADDED"
"9012376","brinzolamide 1 % ophthalmic drops","ADDED"
"9001653","acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet","ADDED"
"9009355","estradiol 10 mcg vaginal tablet","ADDED"
"9001454","fluticasone furoate 100 mcg inhalation powder","DELETED"
"9009386","ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 40 mcg and levonorgestrel 750 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 125 mcg oral tablet","ADDED"
"9012382","fluticasone propionate 250 mcg per actuation inhalation powder","ADDED"
"9006186","benzoyl peroxide 5 % cutaneous ointment","ADDED"
"9005179","ondansetron 4 mg orodispersible film","ADDED"
"9011505","prazosin (prazosin hydrochloride) 2 mg oral tablet","ADDED"
"9002528","bumetanide 1 mg oral tablet","DELETED"
"9009614","furosemide 20 mg oral tablet","ADDED"
"9006122","benzoyl peroxide 3.5 % cutaneous paste","ADDED"
"9003032","methotrimeprazine (methotrimeprazine maleate) 25 mg oral tablet","ADDED"
"9012352","verapamil hydrochloride 120 mg oral tablet","ADDED"
"9010501","mesalazine 500 mg suppository","ADDED"
"9012414","nusinersen (nusinersen sodium) 2.4 mg per mL solution for injection","ADDED"
"9002524","benazepril hydrochloride 20 mg oral tablet","DELETED"
"9003013","chlorhexidine gluconate 4 % medicated sponge","ADDED"
"9002060","acetaminophen 500 mg and caffeine 65 mg oral tablet","ADDED"
"9010820","nebivolol (nebivolol hydrochloride) 2.5 mg oral tablet","ADDED"
"9012357","verapamil hydrochloride 240 mg prolonged-release oral capsule","ADDED"
"9011414","pindolol 10 mg oral tablet","ADDED"
"9000077","ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet","DELETED"
"9002545","cromolyn sodium 1 % inhalation solution","DELETED"
"9006586","moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bottle","DELETED"
"9002616","theophylline 300 mg prolonged-release oral tablet","ADDED"
"9002035","tobramycin 0.3 % ophthalmic ointment","ADDED"
"9009616","furosemide 20 mg per 2 mL solution for injection syringe","ADDED"
"9012422","haptens 20 % cutaneous liquid","ADDED"
"9001981","hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet","DELETED"
"9006079","reslizumab 10 mg per mL solution for injection","DELETED"
"9003632","framycetin sulfate 5 mg per mL ophthalmic drops","ADDED"
"9010821","nebivolol (nebivolol hydrochloride) 20 mg oral tablet","ADDED"
"9003697","budesonide 200 mcg and formoterol fumarate 6 mcg inhalation powder","DELETED"
"9003217","salmeterol (salmeterol xinafoate) 50 mcg inhalation powder","DELETED"
"9003026","dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops","ADDED"
"9005625","linaclotide 290 mcg oral capsule","ADDED"
"9005460","glycopyrronium (glycopyrronium bromide) 50 mcg and indacaterol (indacaterol maleate) 110 mcg inhalation powder capsule","ADDED"
"9005209","mirabegron 25 mg prolonged-release oral tablet","ADDED"
"9004499","alcohol anhydrous 70 % per mL and benzalkonium chloride 0.15 % per mL cutaneous spray","ADDED"
"9006597","varenicline (varenicline tartrate) 0.5 mg oral tablet with varenicline (varenicline tartrate) 1 mg oral tablet","DELETED"
"9007059","aliskiren (aliskiren fumarate) 300 mg oral tablet","ADDED"
"9012436","methylphenidate hydrochloride 25 mg modified-release oral capsule","ADDED"
"9003846","almotriptan (almotriptan malate) 12.5 mg oral tablet","ADDED"
"9006333","cromolyn sodium 1 % nebuliser solution","DELETED"
"9004040","benzalkonium chloride 0.15 % cutaneous spray","ADDED"
"9004543","eplerenone 50 mg oral tablet","DELETED"
"9002226","tamoxifen (tamoxifen citrate) 10 mg oral tablet","ADDED"
"9012375","brinzolamide 1 % and timolol (timolol maleate) 0.5 % ophthalmic drops","ADDED"
"9012435","guselkumab 100 mg per 1 mL solution for injection","ADDED"
"9006554","ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet","DELETED"
"9003601","eprosartan (eprosartan mesylate) 600 mg oral tablet","ADDED"
"9004156","acetaminophen 325 mg and phenylephrine hydrochloride 5 mg oral tablet","ADDED"
"9003293","chlorhexidine gluconate 0.12 % gargle/mouthwash","ADDED"
"9003082","ondansetron (ondansetron hydrochloride dihydrate) 8 mg oral tablet","ADDED"
"9005156","glycopyrronium (glycopyrronium bromide) 50 mcg inhalation powder capsule","ADDED"
"9012431","thiotepa 100 mg per vial powder for solution for injection","ADDED"
"9010873","nitroglycerin 0.2 mg per hour transdermal patch","ADDED"
"9006537","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet","DELETED"
"9012430","amitriptyline hydrochloride 100 mg oral tablet","ADDED"
"9004883","acetylsalicylic acid 500 mg and caffeine 32 mg oral tablet","ADDED"
"9000092","furosemide 20 mg oral tablet","DELETED"
"9002003","aminophylline 50 mg per mL solution for injection","DELETED"
"9012467","buprenorphine (buprenorphine hydrochloride) 75 mcg buccal film","ADDED"
"9012429","cysteamine (cysteamine bitartrate) 75 mg gastro-resistant capsule","ADDED"
"9001889","minoxidil 10 mg oral tablet","DELETED"
"9012365","bosentan 62.5 mg oral tablet","ADDED"
"9003626","phenylephrine hydrochloride 10 mg per 1 mL solution for injection","ADDED"
"9004434","ambrisentan 5 mg oral tablet","DELETED"
"9002872","sotalol hydrochloride 160 mg oral tablet","DELETED"
"9005871","tobramycin (tobramycin sulfate) 60 mg per mL inhalation solution","ADDED"
"9003674","bosentan (bosentan monohydrate) 125 mg oral tablet","DELETED"
"9006585","estradiol 25 mcg per 24 hour transdermal patch","DELETED"
"9004094","benzalkonium chloride 0.15 % cutaneous liquid","ADDED"
"9012461","fluticasone propionate 100 mcg per actuation inhalation powder","ADDED"
"9003880","benzalkonium chloride 0.3 % cutaneous liquid","ADDED"
"9011710","rivastigmine 4.6 mg per 24 hour transdermal patch","ADDED"
"9008010","bumetanide 5 mg oral tablet","ADDED"
"9012447","ozenoxacin 1 % cutaneous cream","ADDED"
"9002326","sodium citrate 4 g per 100 mL NA","ADDED"
"9000093","furosemide 40 mg oral tablet","DELETED"
"9000374","amoxicillin 250 mg per 5 mL oral suspension","DELETED"
"9004033","cilazapril (cilazapril monohydrate) 2.5 mg oral tablet","DELETED"
"9004874","guaifenesin 200 mg oral tablet","ADDED"
"9003566","zolmitriptan 2.5 mg orodispersible tablet","ADDED"
"9002725","methotrimeprazine (methotrimeprazine maleate) 5 mg oral tablet","ADDED"
"9003997","zolmitriptan 5 mg per spray nasal spray","ADDED"
"9006407","benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA","ADDED"
"9006577","estradiol 50 mcg per 24 hour and norethindrone acetate 250 mcg per 24 hour transdermal patch","ADDED"
"9010188","labetalol hydrochloride 200 mg per 40 mL solution for injection vial","ADDED"
"9004913","benzoyl peroxide 2.5 % cutaneous gel","ADDED"
"9009350","estradiol 0.1 % transdermal gel","ADDED"
"9004408","ondansetron (ondansetron hydrochloride) 4 mg oral tablet","ADDED"
"9002147","nadolol 80 mg oral tablet","DELETED"
"9004163","benzalkonium chloride 0.12 % wipe","ADDED"
"9001299","epinephrine 0.3 mg per 0.3 mL solution for injection 0.3 mL syringe","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20171218"" -> ""19801231"""
"9009380","ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet","ADDED"
"9012465","buprenorphine (buprenorphine hydrochloride) 300 mcg buccal film","ADDED"
"9006569","metoclopramide hydrochloride 5 mg per 5 mL oral solution","DELETED"
"9001934","benzoyl peroxide 5 % cutaneous cream","ADDED"
"9012374","cromolyn sodium 1 % nebuliser solution 2 mL unit dose vial","ADDED"
"9002255","captopril 100 mg oral tablet","DELETED"
"9009384","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 100 mcg oral tablet","ADDED"
"9010494","mesalazine 1.2 g modified-release oral tablet","ADDED"
"9002853","naloxone hydrochloride 0.4 mg per mL solution for injection","ADDED"
"9006418","benzoyl peroxide 2.5 % NA","ADDED"
"9012369","asparaginase 10000 unit per vial powder for solution for injection","ADDED"
"9005022","fesoterodine fumarate 4 mg prolonged-release oral tablet","ADDED"
"9000573","estradiol 1 mg oral tablet","DELETED"
"9000999","testosterone 24.3 mg transdermal patch","DELETED"
"9009393","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet","ADDED"
"9001205","mesalazine 1.2 g modified-release oral tablet","DELETED"
"9004930","tolvaptan 15 mg oral tablet","DELETED"
"9005527","canagliflozin 300 mg oral tablet","ADDED"
"9009381","ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet with lactose oral tablet","ADDED"
"9009352","estradiol 0.5 mg oral tablet","ADDED"
"9004032","cilazapril (cilazapril monohydrate) 1 mg oral tablet","DELETED"
"9008159","captopril 6.25 mg oral tablet","ADDED"
"9004912","benzalkonium chloride 0.133 % wipe","ADDED"
"9009625","furosemide 80 mg oral tablet","ADDED"
"9006562","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet","ntp_formal_name: ""ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with lactose oral tablet"" -> ""ethinyl estradiol 35 mcg per 24 hours and norelgestromin 20 mcg per 24 hours transdermal patch""
ntp_status_effective_time: ""19951231"" -> ""20031224""
ntp_type: """" -> ""NA"""
"9001863","theophylline 80 mg per 15 mL oral solution","ADDED"
"9008378","chlorthalidone 50 mg oral tablet","ADDED"
"9001909","guaifenesin 50 mg per 5 mL and oxtriphylline 100 mg per 5 mL oral solution","ADDED"
"9010663","minoxidil 10 mg oral tablet","ADDED"
"9007056","aliskiren (aliskiren fumarate) 150 mg oral tablet","ADDED"
"9003403","midazolam 5 mg per mL solution for injection","ADDED"
"9010878","nitroglycerin 0.6 mg sublingual tablet","ADDED"
"9009358","estradiol 2 mg ring (slow release)","ADDED"
"9004355","aliskiren (aliskiren fumarate) 150 mg oral tablet","DELETED"
"9006591","ethinyl estradiol 25 mcg and norgestimate 180 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 215 mcg oral tablet with ethinyl estradiol 25 mcg and norgestimate 250 mcg oral tablet","DELETED"
"9000472","mesalazine 400 mg gastro-resistant tablet","DELETED"
"9002258","captopril 50 mg oral tablet","DELETED"
"9009400","ethinyl estradiol 35 mcg and norgestimate 250 mcg oral tablet","ADDED"
"9009618","furosemide 250 mg per 25 mL solution for injection 25 mL vial","ADDED"
"9003443","tobramycin (tobramycin sulfate) 10 mg per mL solution for injection","ADDED"
"9004169","acetaminophen 325 mg and doxylamine succinate 6.25 mg and phenylephrine hydrochloride 5 mg oral capsule","ADDED"
"9012405","fluticasone furoate 100 mcg per actuation inhalation powder","ADDED"
"9003995","zolmitriptan 2.5 mg per spray nasal spray","ADDED"
"9012453","fluoxetine (fluoxetine hydrochloride) 40 mg oral capsule","ADDED"
"9011504","prazosin (prazosin hydrochloride) 1 mg oral tablet","ADDED"
"9003053","dibucaine hydrochloride 5 mg and esculin 10 mg and framycetin sulfate 10 mg and hydrocortisone 5 mg suppository","ADDED"
"9005800","benzalkonium chloride 0.13 % lotion","ADDED"
"9001619","ephedrine sulfate 50 mg per mL solution for injection","DELETED"
"9012415","defibrotide 80 mg per mL solution for injection","ADDED"
"9002105","doxylamine succinate 25 mg oral tablet","ADDED"
"9003378","benzalkonium chloride 0.13 % cutaneous liquid","ADDED"
"9004245","brompheniramine maleate 4 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup","ADDED"
"9010880","nitroglycerin 100 mg per 10 mL solution for injection vial","ADDED"
"9001007","rivastigmine (rivastigmine hydrogen tartrate) 2 mg per mL oral solution","DELETED"
"9008750","desogestrel 100 mcg and estradiol 25 mcg oral tablet with desogestrel 125 mcg and estradiol 25 mcg oral tablet with desogestrel 150 mcg and ethinyl estradiol 25 mcg oral tablet","ADDED"
"9006561","nitroglycerin 0.8 mg per hour transdermal patch","ntp_formal_name: ""nitroglycerin 0.8 mg per hour transdermal patch"" -> ""moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bottle""
ntp_status_effective_time: ""19931231"" -> ""20030624"""
"9001920","tobramycin 0.3 % ophthalmic drops","ADDED"
"9007108","ambrisentan 10 mg oral tablet","ADDED"
"9009389","ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet with lactose oral tablet","ADDED"
"9006615","tolvaptan 30 mg oral tablet with tolvaptan 90 mg oral tablet","DELETED"
"9003465","levonorgestrel 0.75 mg oral tablet","ADDED"
"9000551","verapamil hydrochloride 5 mg per 2 mL solution for injection vial","DELETED"
"9005374","fluticasone furoate 100 mcg and vilanterol (vilanterol trifenatate) 25 mcg inhalation powder","DELETED"
"9009394","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet","ADDED"
"9001559","phenobarbital 60 mg oral tablet","ADDED"
"9006096","levonorgestrel 19.5 mg intrauterine delivery system","ADDED"
"9006542","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet","DELETED"
"9003645","brompheniramine maleate 2 mg per 5 mL and codeine phosphate 10 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","ADDED"
"9002940","chloral hydrate 500 mg oral capsule","ADDED"
"9009383","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet","ADDED"
"9011506","prazosin (prazosin hydrochloride) 5 mg oral tablet","ADDED"
"9004931","tolvaptan 30 mg oral tablet","DELETED"
"9012437","methylphenidate hydrochloride 35 mg modified-release oral capsule","ADDED"
"9002963","ondansetron (ondansetron hydrochloride dihydrate) 4 mg per 5 mL oral solution","ADDED"
"9000499","verapamil hydrochloride 180 mg prolonged-release oral tablet","DELETED"
"9012438","methylphenidate hydrochloride 45 mg modified-release oral capsule","ADDED"
"9002514","acetylsalicylic acid 325 mg and caffeine 33 mg oral tablet","ADDED"
"9012427","irinotecan hydrochloride (irinotecan sucrose octasulfate) 43 mg per 10 mL suspension for injection","ADDED"
"9004443","alcohol anhydrous 70 % and benzalkonium chloride 0.15 % cutaneous gel","ADDED"
"9011711","rivastigmine 9.5 mg per 24 hour transdermal patch","ADDED"
"9001847","guaifenesin 100 mg per 5 mL syrup","ADDED"
"9012417","lixisenatide 0.05 mg per mL solution for injection","ADDED"
"9006565","ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet","ntp_formal_name: ""ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet"" -> ""drospirenone 3 mg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet""
ntp_status_effective_time: ""19960814"" -> ""20041222""
ntp_type: ""comb"" -> ""NA"""
"9003644","benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel","ADDED"
"9012397","vandetanib 300 mg oral tablet","ADDED"
"9007157","amoxicillin 250 mg chewable tablet","ADDED"
"9005062","tobramycin 40 mg per mL solution for injection","ADDED"
"9012351","verapamil hydrochloride 10 mg per 4 mL solution for injection vial","ADDED"
"9004205","acetaminophen 250 mg and guaifenesin 100 mg and phenylephrine hydrochloride 5 mg oral tablet","ADDED"
"9003324","acetylsalicylic acid 375 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet","ADDED"
"9004875","guaifenesin 400 mg oral tablet","ADDED"
"9002228","triazolam 0.25 mg oral tablet","ADDED"
"9006436","benzoyl peroxide 3.5 % and benzoyl peroxide 2.5 % NA","ADDED"
"9009390","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet","ADDED"
"9002267","chlorhexidine gluconate 2 % cutaneous liquid","ADDED"
"9009401","ethinyl estradiol 35 mcg and norgestimate 250 mcg with lactose oral tablet","ADDED"
"9003613","misoprostol 100 mcg oral tablet","ADDED"
"9006293","furosemide 40 mg per 2 mL solution for injection ampoule","DELETED"
"9004648","dexmedetomidine (dexmedetomidine hydrochloride) 100 mcg per mL solution for injection","ADDED"
"9000929","salbutamol (salbutamol sulfate) 200 mcg inhalation powder","DELETED"
"9006544","ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.75 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet","DELETED"
"9008157","captopril 25 mg oral tablet","ADDED"
"9008749","desogestrel 100 mcg and estradiol 25 mcg oral tablet with desogestrel 125 mcg and estradiol 25 mcg oral tablet with  desogestrel 150 mcg and ethinyl estradiol 25 mcg oral tablet with lactose oral tablet","ADDED"
"9005227","metformin hydrochloride 1000 mg and saxagliptin (saxagliptin hydrochloride) 2.5 mg oral tablet","ADDED"
"9006578","salbutamol (salbutamol sulfate) 5 mg per 2.5 mL inhalation solution 2.5 mL unit dose vial","DELETED"
"9000900","rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule","DELETED"
"9005549","benzoyl peroxide 4 % lotion","ADDED"
"9012353","verapamil hydrochloride 120 mg prolonged-release oral capsule","ADDED"
"9006555","ethinyl estradiol 35 mcg and norgestimate 250 mcg with lactose oral tablet","DELETED"
"9001927","acetaminophen 325 mg and codeine phosphate 8 mg and doxylamine succinate 5 mg oral tablet","ADDED"
"9005213","nebivolol (nebivolol hydrochloride) 2.5 mg oral tablet","DELETED"
"9006613","tolvaptan 15 mg oral tablet with tolvaptan 45 mg oral tablet","DELETED"
"9012384","hydralazine hydrochloride 20 mg per 1 mL solution for injection vial","ADDED"
"9003407","ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection","ADDED"
"9004479","alcohol anhydrous 70 % and chlorhexidine gluconate 4 % cutaneous spray","ADDED"
"9011919","sotalol hydrochloride 160 mg oral tablet","ADDED"
"9010493","mesalazine 1 g suppository","ADDED"
"9003521","eprosartan (eprosartan mesylate) 400 mg oral tablet","ADDED"
"9011708","rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule","ADDED"
"9012359","verapamil hydrochloride 5 mg per 2 mL solution for injection vial","ADDED"
"9004545","eplerenone 25 mg oral tablet","DELETED"
"9009613","furosemide 10 mg per mL oral solution","ADDED"
"9006572","ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet with lactose oral tablet","ntp_formal_name: ""ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet with lactose oral tablet"" -> ""drospirenone 3 mg and ethinyl estradiol 20 mcg oral tablet with lactose oral tablet""
ntp_status_effective_time: ""19980107"" -> ""20090106""
ntp_type: """" -> ""NA"""
"9010492","mesalazine 1 g prolonged-release oral tablet","ADDED"
