drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
254,00035017,ALCON ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC,sulfate d'atropine 1 % gouttes ophtalmiques,atropine,"mp_fr_description: ""I̲S̲O̲P̲T̲O̲ ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC"" -> ""A̲L̲C̲O̲N̲ ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC"""
6657,00655651,PRO-LORAZEPAM (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE,lorazépam 1 mg comprimé oral,lorazépam,"mp_fr_description: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲1̲.̲0̲M̲G̲ (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE"""
6658,00655678,PRO-LORAZEPAM (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE,lorazépam 2 mg comprimé oral,lorazépam,"mp_fr_description: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲2̲M̲G̲ (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE"""
11484,01908189,"PRO-ALPRAZOLAM (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE","alprazolam 0,25 mg comprimé oral",alprazolam,"mp_fr_description: ""ALPRAZOLAM-̲0̲.̲2̲5̲ (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE"""
11485,01908170,"PRO-ALPRAZOLAM (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE","alprazolam 0,5 mg comprimé oral",alprazolam,"mp_fr_description: ""ALPRAZOLAM-̲0̲.̲5̲ (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE"""
12345,00821772,D-TABS (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC.,cholécalciférol 10000 unité comprimé oral,cholécalciférol,"mp_fr_description: ""D-TABS ̲1̲0̲0̲0̲0̲U̲N̲I̲T̲ (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC."" -> ""D-TABS (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC."""
17799,02150670,NEORAL (cyclosporine 100 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC,cyclosporine 100 mg capsule orale,cyclosporine,"mp_fr_description: ""NEORAL ̲1̲0̲0̲M̲G̲ (cyclosporine 100 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""NEORAL (cyclosporine 100 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC"""
17801,02150697,NEORAL (cyclosporine 100 mg par mL solution orale) NOVARTIS PHARMACEUTICALS CANADA INC,cyclosporine 100 mg par mL solution orale,cyclosporine,"mp_fr_description: ""NEORAL̲ ̲O̲R̲A̲L̲ ̲S̲O̲L̲U̲T̲I̲O̲N̲ ̲1̲0̲0̲M̲G̲/̲M̲L (cyclosporine 100 mg par mL solution orale) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""NEORAL (cyclosporine 100 mg par mL solution orale) NOVARTIS PHARMACEUTICALS CANADA INC"""
17813,02150689,NEORAL (cyclosporine 25 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC,cyclosporine 25 mg capsule orale,cyclosporine,"mp_fr_description: ""NEORAL ̲2̲5̲M̲G̲ (cyclosporine 25 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""NEORAL (cyclosporine 25 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC"""
17814,02150662,NEORAL (cyclosporine 50 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC,cyclosporine 50 mg capsule orale,cyclosporine,"mp_fr_description: ""NEORAL ̲5̲0̲M̲G̲ (cyclosporine 50 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""NEORAL (cyclosporine 50 mg capsule orale) NOVARTIS PHARMACEUTICALS CANADA INC"""
