drug_code,mp_code,mp_formal_name,mp_fr_description,changes
254,00035017,ALCON ATROPINE (atropine sulfate 1 % ophthalmic drops) ALCON CANADA INC,ALCON ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC,"Health_Canada_product_name: ""ISOPTO ATROPINE"" -> ""ALCON ATROPINE""
mp_formal_name: ""I̲S̲O̲P̲T̲O̲ ATROPINE (atropine sulfate 1 % ophthalmic drops) ALCON CANADA INC"" -> ""A̲L̲C̲O̲N̲ ATROPINE (atropine sulfate 1 % ophthalmic drops) ALCON CANADA INC""
mp_fr_description: ""I̲S̲O̲P̲T̲O̲ ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC"" -> ""A̲L̲C̲O̲N̲ ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC"""
3778,00498777,FOLIC ACID TAB 5MG (folic acid 5 mg oral tablet) PENDOPHARM DIVISION OF PHARMASCIENCE INC,FOLIC ACID TAB 5MG (acide folique 5 mg comprimé oral) PENDOPHARM DIVISION OF PHARMASCIENCE INC,"mp_status_effective_time: ""20170803"" -> ""20220316"""
5326,00587737,HUMULIN N (insulin isophane human 100 unit per mL suspension for injection 10 mL vial) ELI LILLY CANADA INC,HUMULIN N (insuline isophane humaine 100 unité par mL suspension injectable 10 mL fiole) ELI LILLY CANADA INC,DELETED
6657,00655651,PRO-LORAZEPAM (lorazepam 1 mg oral tablet) PRO DOC LIMITEE,PRO-LORAZEPAM (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""PRO-LORAZEPAM TAB 1.0MG"" -> ""PRO-LORAZEPAM""
mp_formal_name: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲1̲.̲0̲M̲G̲ (lorazepam 1 mg oral tablet) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazepam 1 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲1̲.̲0̲M̲G̲ (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE"""
6658,00655678,PRO-LORAZEPAM (lorazepam 2 mg oral tablet) PRO DOC LIMITEE,PRO-LORAZEPAM (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""PRO-LORAZEPAM TAB 2MG"" -> ""PRO-LORAZEPAM""
mp_formal_name: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲2̲M̲G̲ (lorazepam 2 mg oral tablet) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazepam 2 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲2̲M̲G̲ (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE"""
7199,00642975,COLESTID GRANULES (colestipol hydrochloride 5 g per sachet granules for oral suspension) PFIZER CANADA ULC,COLESTID GRANULES (chlorhydrate de colestipol 5 g par sachet granulés pour suspension orale) PFIZER CANADA ULC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19851231"" -> ""20220318"""
10312,00816086,FOLIC ACID INJECTION USP (folic acid (sodium folate) 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,FOLIC ACID INJECTION USP (acide folique (folate sodique) 50 mg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19901231"" -> ""20220317"""
11484,01908189,PRO-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) PRO DOC LIMITEE,"PRO-ALPRAZOLAM (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE","Health_Canada_product_name: ""ALPRAZOLAM-0.25"" -> ""PRO-ALPRAZOLAM""
mp_formal_name: ""ALPRAZOLAM-̲0̲.̲2̲5̲ (alprazolam 0.25 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0.25 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""ALPRAZOLAM-̲0̲.̲2̲5̲ (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE"""
11485,01908170,PRO-ALPRAZOLAM (alprazolam 0.5 mg oral tablet) PRO DOC LIMITEE,"PRO-ALPRAZOLAM (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE","Health_Canada_product_name: ""ALPRAZOLAM-0.5"" -> ""PRO-ALPRAZOLAM""
mp_formal_name: ""ALPRAZOLAM-̲0̲.̲5̲ (alprazolam 0.5 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0.5 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""ALPRAZOLAM-̲0̲.̲5̲ (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE"""
12345,00821772,D-TABS (cholecalciferol 10000 unit oral tablet) LABORATOIRE RIVA INC.,D-TABS (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC.,"Health_Canada_product_name: ""D-TABS 10000UNIT"" -> ""D-TABS""
mp_formal_name: ""D-TABS ̲1̲0̲0̲0̲0̲U̲N̲I̲T̲ (cholecalciferol 10000 unit oral tablet) LABORATOIRE RIVA INC."" -> ""D-TABS (cholecalciferol 10000 unit oral tablet) LABORATOIRE RIVA INC.""
mp_fr_description: ""D-TABS ̲1̲0̲0̲0̲0̲U̲N̲I̲T̲ (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC."" -> ""D-TABS (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC."""
