tm_code,tm_formal_name,changes
"8002268","abemaciclib","ADDED"
"8002280","efmoroctocog alfa","ADDED"
"8002281","fibrinogen human","ADDED"
"8001539","trifluridine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19871231"" -> ""20190801"""
"8001750","dimethicone and petrolatum","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19911231"" -> ""20170126"""
"8000137","dexamethasone sodium phosphate","ADDED"
"8002277","coagulation factor IX human","ADDED"
"8001601","bupivacaine and epinephrine","ADDED"
"8001888","articaine and epinephrine","ADDED"
"8001659","glycopyrrolate","DELETED"
"8002274","antithrombin III human","ADDED"
"8002279","coagulation factor XIII human","ADDED"
"8001222","piperacillin","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20030123"" -> ""20190401"""
"8002288","susoctocog alfa","ADDED"
"8002141","methylene blue and naphazoline","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19861231"" -> ""20171001"""
"8002146","mineral oil light","tm_status_effective_time: ""20010727"" -> ""19511231"""
"8001762","epinephrine and lidocaine","ADDED"
"8002275","arginine","ADDED"
"8002283","nonacog alfa","ADDED"
"8002285","octacog alfa","ADDED"
"8002284","nonacog beta pegol","ADDED"
"8001890","benoxinate and fluorescein","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19981027"" -> ""20190801"""
"8001405","nedocromil","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20000229"" -> ""20190401"""
