ntp_code,ntp_formal_name,ntp_fr_description,changes
9000747,ranitidine (ranitidine hydrochloride) 75 mg oral tablet,ranitidine (chlorhydrate de ranitidine) 75 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19970926"" -> ""20220220"""
9000880,diazepam 20 mg per 4 mL rectal gel tube,diazépam 20 mg par 4 mL gel rectal tube,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20220601"" -> ""20000128"""
9000881,diazepam 2.5 mg per 0.5 mL rectal gel tube,"diazépam 2,5 mg par 0,5 mL gel rectal tube","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20220601"" -> ""20000128"""
9000883,diazepam 7.5 mg per 1.5 mL rectal gel tube,"diazépam 7,5 mg par 1,5 mL gel rectal tube","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20220601"" -> ""20000128"""
9001136,donepezil hydrochloride 5 mg orodispersible tablet,chlorhydrate de donépézil 5 mg comprimé orodispersible,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20060102"" -> ""20220530"""
9003063,tenoxicam 20 mg oral tablet,ténoxicam 20 mg comprimé oral,"ntp_status_effective_time: ""20200724"" -> ""20220829"""
9003080,tazarotene 0.05 % cutaneous gel,"tazarotène 0,05 % gel cutané","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19970410"" -> ""20211126"""
9003242,ticlopidine hydrochloride 250 mg oral tablet,chlorhydrate de ticlopidine 250 mg comprimé oral,"ntp_status_effective_time: ""20200724"" -> ""20220829"""
9004384,piperonyl butoxide 4 % and pyrethrins 0.33 % shampoo,"butoxyde de pipéronyle 4 % et pyréthrines 0,33 % shampoing","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20080305"" -> ""20201016"""
9005739,acetaminophen 325 mg and dextromethorphan hydrobromide 10 mg and doxylamine succinate 6.25 mg and phenylephrine hydrochloride 5 mg oral tablet,"acétaminophène 325 mg et bromhydrate de dextrométhorphane 10 mg et succinate de doxylamine 6,25 mg et chlorhydrate de phényléphrine 5 mg comprimé oral","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20210413"" -> ""20150708"""
9005846,ponatinib (ponatinib hydrochloride) 45 mg oral tablet,ponatinib (chlorhydrate de ponatinib) 45 mg comprimé oral,"ntp_status_effective_time: ""20220120"" -> ""20220808"""
9009378,ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet,éthinylestradiol 20 mcg et acétate de noréthindrone 1 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19751231"" -> ""20220426"""
9009379,ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet with lactose oral tablet,éthinylestradiol 20 mcg et acétate de noréthindrone 1 mg comprimé oral avec lactose comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19751231"" -> ""20220426"""
9009388,ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet,"éthinylestradiol 30 mcg et acétate de noréthindrone 1,5 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19741231"" -> ""20220422"""
9013844,acetaminophen 1 g per 30 mL and dextromethorphan hydrobromide 30 mg per 30 mL and doxylamine succinate 12.5 mg per 30 mL and pseudoephedrine hydrochloride 60 mg per 30 mL oral solution,"acétaminophène 1 g par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et succinate de doxylamine 12,5 mg par 30 mL et chlorhydrate de pseudoéphédrine 60 mg par 30 mL solution orale","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19970109"" -> ""20220822"""
9014747,SARS-CoV-2 recombinant spike protein 5 mcg per 0.5 mL suspension for injection 5 mL vial,"protéine de spicule du SRAS-CoV-2 recombinante 5 mcg par 0,5 mL suspension injectable 5 mL fiole",ADDED
9014748,cefazolin (cefazolin sodium) 2 g per vial powder for solution for injection,céfazoline (céfazoline sodique) 2 g par fiole poudre pour solution injectable,ADDED
