tm_code,tm_formal_name,tm_fr_description,changes
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","alcool anhydre et butanédiol et alcool propylique et propylène glycol","CHANGED"
"8002278","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","CHANGED"
"8002047","paclitaxel","paclitaxel","CHANGED"
"8000912","alcohol anhydrous and chlorhexidine","alcool anhydre et chlorhexidine","CHANGED"
"8002088","acetic acid and sodium acetate","acide acétique et acétate de sodium","CHANGED"
"8002300","bacillus calmette-guerin (bcg) strain tice","bacillus calmette-guerin (bcg) strain tice","CHANGED"
"8001615","chloroxylenol","chloroxylénol","CHANGED"
"8001897","chromic chloride and copper sulfate and iodine (sodium iodide) and manganese sulfate and selenium and zinc sulfate","chlorure de chrome et sulfate de cuivre et iode (iodure de sodium) et sulfate de manganèse et sélénium et sulfate de zinc","CHANGED"
"8002282","fibrinogen human and thrombin human","fibrinogène humaine et thrombine humaine","CHANGED"
"8001878","sodium iodide","iodure de sodium","CHANGED"
"8002169","anti-inhibitor coagulant complex","complexe coagulant anti-inhibiteur","CHANGED"
"3fb263c3adf14e252f434eaf1e29e0ec","niraparib","niraparib","ADDED"
"8002245","onabotulinumtoxinA","onabotulinumtoxineA","CHANGED"
"59f21a52bbb5eab14a52a3928d4b0b46","rurioctocog alfa pegol","rurioctocog alfa pégol","ADDED"
"8001726","chromic chloride and copper sulfate and manganese sulfate and zinc sulfate","chlorure de chrome et sulfate de cuivre et sulfate de manganèse et sulfate de zinc","CHANGED"
"8002199","irinotecan (liposomal)","irinotécan (liposomal)","CHANGED"
"8000796","benzalkonium","benzalkonium","CHANGED"
"8001866","petrolatum","pétrolatum","CHANGED"
"8001274","heparin","héparine","tm_status_effective_time: ""19871231"" -> ""19841231"""
"8000946","alcohol anhydrous and benzalkonium","alcool anhydre et benzalkonium","CHANGED"
"8002068","piperazine","pipérazine","CHANGED"
"8001870","potassium chloride","chlorure de potassium","CHANGED"
"8002215","amphotericin B","amphotéricine B","CHANGED"
"8001757","doxorubicin","doxorubicine","CHANGED"
"8001579","benzethonium","benzéthonium","CHANGED"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","phosphate de potassium dibasique et phosphate de potassium monobasique","CHANGED"
"8001733","copper sulfate","sulfate de cuivre","CHANGED"
"2a611114cf1f9250b9035d97b7230195","upadacitinib","upadacitinib","ADDED"
"8001976","triclosan","triclosan","CHANGED"
"8001488","lincomycin","lincomycine","DELETED"
"8001476","follitropin beta","follitropine bêta","CHANGED"
"8001659","glycopyrrolate","glycopyrrolate","DELETED"
"8002161","sodium bicarbonate","bicarbonate de sodium","CHANGED"
"88fbf608d800d2294fc7215d76d4e42a","proparacaine","proparacaïne","ADDED"
"8001004","benzoyl peroxide and salicylic acid","peroxyde de benzoyle et acide salicylique","CHANGED"
"8002310","patiromer","patiromère","CHANGED"
"8001898","chromic chloride and copper sulfate and manganese sulfate and selenium and zinc sulfate","chlorure de chrome et sulfate de cuivre et sulfate de manganèse et sélénium et sulfate de zinc","CHANGED"
"8002160","sodium acetate","acétate de sodium","CHANGED"
"8001098","asparaginase","asparaginase","CHANGED"
"8002198","irinotecan (conventional)","irinotécan (classique)","CHANGED"
"8000947","levofloxacin","lévofloxacine","tm_status_effective_time: ""20041130"" -> ""20090624"""
"8001696","antipyrine and sodium salicylate","antipyrine et salicylate de sodium","CHANGED"
"8001844","magnesium chloride","chlorure de magnésium","CHANGED"
