drug_code,mp_code,mp_formal_name,mp_fr_description,changes
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1857,00287709,PROTYLOL (dicyclomine hydrochloride 10 mg oral capsule) PRO DOC LIMITEE,PROTYLOL (chlorhydrate de dicyclomine 10 mg capsule orale) PRO DOC LIMITEE,"mp_status_effective_time: ""20200716"" -> ""20250630"""
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2091,00312711,APO CHLORPROPAMIDE TAB 250MG (chlorpropamide 250 mg oral tablet) APOTEX INC,APO CHLORPROPAMIDE TAB 250MG (chlorpropamide 250 mg comprimé oral) APOTEX INC,"mp_status_effective_time: ""20190802"" -> ""20250417"""
2211,00312797,APO-IMIPRAMINE TABLETS (imipramine hydrochloride 25 mg oral tablet) APOTEX INC,APO-IMIPRAMINE TABLETS (chlorhydrate d'imipramine 25 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""IMIPRAMINE"" -> ""APO-IMIPRAMINE TABLETS""
mp_formal_name: ""IMIPRAMINE (imipramine hydrochloride 25 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (imipramine hydrochloride 25 mg oral tablet) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""IMIPRAMINE (chlorhydrate d'imipramine 25 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate d'imipramine 25 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"""
2212,00326852,APO-IMIPRAMINE TABLETS (imipramine hydrochloride 50 mg oral tablet) APOTEX INC,APO-IMIPRAMINE TABLETS (chlorhydrate d'imipramine 50 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""IMIPRAMINE"" -> ""APO-IMIPRAMINE TABLETS""
mp_formal_name: ""IMIPRAMINE (imipramine hydrochloride 50 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (imipramine hydrochloride 50 mg oral tablet) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""IMIPRAMINE (chlorhydrate d'imipramine 50 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate d'imipramine 50 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"""
2444,00360201,APO-IMIPRAMINE TABLETS (imipramine hydrochloride 10 mg oral tablet) APOTEX INC,APO-IMIPRAMINE TABLETS (chlorhydrate d'imipramine 10 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""IMIPRAMINE"" -> ""APO-IMIPRAMINE TABLETS""
mp_formal_name: ""IMIPRAMINE (imipramine hydrochloride 10 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (imipramine hydrochloride 10 mg oral tablet) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""IMIPRAMINE (chlorhydrate d'imipramine 10 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲IMIPRAMINE ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate d'imipramine 10 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"""
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2658,00399302,APO CHLORPROPAMIDE TAB 100MG (chlorpropamide 100 mg oral tablet) APOTEX INC,APO CHLORPROPAMIDE TAB 100MG (chlorpropamide 100 mg comprimé oral) APOTEX INC,"mp_status_effective_time: ""20190802"" -> ""20250417"""
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
3837,00038083,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
4388,00476714,PYRIDIUM (phenazopyridine hydrochloride 100 mg oral tablet) SEARCHLIGHT PHARMA INC,PYRIDIUM (chlorhydrate de phénazopyridine 100 mg comprimé oral) SEARCHLIGHT PHARMA INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20221024"" -> ""19811231"""
5175,00590762,NAPROXEN - 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE,NAPROXEN - 250 (naproxène 250 mg comprimé oral) PRO DOC LIMITEE,DELETED
6266,00618721,NAPROXEN - 500 (naproxen 500 mg oral tablet) PRO DOC LIMITEE,NAPROXEN - 500 (naproxène 500 mg comprimé oral) PRO DOC LIMITEE,DELETED
6323,00629359,TEVA-PROFEN (ibuprofen 600 mg oral tablet) TEVA CANADA LIMITED,TEVA-PROFEN (ibuprofène 600 mg comprimé oral) TEVA CANADA LIMITED,DELETED
6512,00648019,PRO-METOPROLOL-L (metoprolol tartrate 50 mg oral tablet) PRO DOC LIMITEE,PRO-METOPROLOL-L (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""PRO-METOPROLOL"" -> ""PRO-METOPROLOL-L""
mp_formal_name: ""PRO-METOPROLOL (metoprolol tartrate 50 mg oral tablet) PRO DOC LIMITEE"" -> ""PRO-METOPROLOL̲-̲L (metoprolol tartrate 50 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""PRO-METOPROLOL (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE"" -> ""PRO-METOPROLOL̲-̲L (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE"""
6620,00653217,TEVA-ECTOSONE SCALP LOTION (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED,"TEVA-ECTOSONE SCALP LOTION (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) TEVA CANADA LIMITED",DELETED
