tm_code,tm_formal_name,tm_status,tm_status_effective_time
"8000782","meperidine","Active","19441231"
"8001514","propylthiouracil","Active","19451231"
"8001703","bismuth dipropylacetate","Active","19501231"
"8000001","levothyroxine","Active","19511230"
"8000003","epinephrine","Active","19511231"
"8000004","phenytoin sodium","Active","19511231"
"8001542","tropicamide","Active","19511231"
"8000795","acetylsalicylic acid","Active","19511231"
"8000005","phenytoin (base)","Active","19521231"
"8001649","ethopropazine","Active","19521231"
"8000006","testosterone","Active","19531231"
"8001621","crotamiton","Active","19531231"
"8000008","hydrocortisone","Active","19541231"
"8001850","mercaptopurine","Active","19541231"
"8001603","busulfan","Active","19541231"
"8000010","methylphenidate","Active","19561231"
"8000009","hydroxyzine","Active","19561231"
"8001317","acenocoumarol","Active","19571231"
"8000798","clioquinol and hydrocortisone","Active","19571231"
"8000012","hydroxychloroquine","Active","19571231"
"8000013","warfarin","Active","19571231"
"8000778","hydrocodone and phenyltoloxamine","Active","19571231"
"8001091","chlorambucil","Active","19571231"
"8000799","phenobarbital","Active","19571231"
"8001232","spiramycin","Active","19571231"
"8000800","bisacodyl","Active","19581231"
"8001143","methotrimeprazine","Active","19581231"
"8001349","chloramphenicol","Active","19591231"
"8001541","trimeprazine","Active","19591231"
"8000015","spironolactone","Active","19591231"
"8000014","prednisone","Active","19591231"
"8001572","atropine and diphenoxylate","Active","19601231"
"8000802","hydrochlorothiazide and spironolactone","Active","19601231"
"8000018","medroxyprogesterone","Active","19601231"
"8001463","ethosuximide","Active","19601231"
"8001044","acetaminophen","Active","19611231"
"8000020","norethindrone","Active","19611231"
"8001351","chlordiazepoxide and clidinium","Active","19611231"
"8001618","clofedanol","Active","19621231"
"8000021","conjugated estrogens","Active","19631231"
"8001738","dactinomycin","Active","19631231"
"8001488","lincomycin","Active","19641231"
"8001571","atropine","Active","19641231"
"8001678","penicillamine","Active","19641231"
"8000023","acetaminophen and caffeine and codeine","Active","19641231"
"8000794","betamethasone acetate and betamethasone (base)","Active","19651231"
"8000026","nortriptyline","Active","19651231"
"8000024","amitriptyline","Active","19651231"
"8000028","dexamethasone (base)","Active","19661231"
"8000029","quinine sulfate","Active","19661231"
"8001078","ephedrine","Active","19661231"
"8000030","triamcinolone acetonide","Active","19661231"
"8000027","azathioprine","Active","19661231"
"8001495","mefenamic acid","Active","19661231"
"8001357","chlorpromazine","Active","19671231"
"8001353","chlorpheniramine","Active","19671231"
"8000804","ethacrynic acid","Active","19681231"
"8001768","ergoloid mesylates","Active","19681231"
"8000031","hydrochlorothiazide","Active","19681231"
"8001352","chloroquine","Active","19681231"
"8001503","periciazine","Active","19691231"
"8000032","carbamazepine","Active","19691231"
"8000037","erythromycin","Active","19701231"
"8000805","acetylsalicylic acid and butalbital and caffeine and codeine","Active","19701231"
"8001173","betamethasone valerate and gentamicin","Active","19701231"
"8000786","pentazocine","Active","19701231"
"8000038","metronidazole","Active","19701231"
"8000806","acetylsalicylic acid and caffeine and codeine","Active","19701231"
"8001864","naphazoline","Active","19701231"
"8000036","clindamycin","Active","19701231"
"8001263","doxepin","Active","19701231"
"8001068","ampicillin","Active","19711231"
"8000808","acetylsalicylic acid and butalbital and caffeine","Active","19711231"
"8001741","daunorubicin","Active","19711231"
"8000040","cephalexin","Active","19711231"
"8000041","lithium carbonate","Active","19711231"
"8001622","cyclopentolate","Active","19721231"
"8000044","nitroglycerin","Active","19721231"
"8001624","danazol","Active","19721231"
"8000043","ibuprofen","Active","19721231"
"8001470","fluorometholone (base)","Active","19721231"
"8001201","ethambutol","Active","19721231"
"8000045","oxycodone","Active","19731231"
"8001446","cortisone","Active","19731231"
"8001250","clomipramine","Active","19731231"
"8000051","prednisolone","Active","19741231"
"8001400","metolazone","Active","19741231"
"8000047","colchicine","Active","19741231"
"8001634","dinoprost","Active","19741231"
"8000049","ethinyl estradiol and norethindrone","Active","19741231"
"8001374","dicyclomine","Active","19741231"
"8001534","thioguanine","Active","19741231"
"8001526","silver sulfadiazine","Active","19741231"
