ntp_code,ntp_formal_name,ntp_fr_description,changes
"0dfe7be48567710840eef0f84aa77b35","glucagon 3 mg per actuation nasal powder","glucagon 3 mg par actionnement poudre nasale","ADDED"
"0e27f64db4264dd9e5a44de831cf0ec2","mineral oil heavy 64.5 % and urea 5 % cutaneous ointment","huile minérale lourde 64,5 % et urée 5 % pommade cutanée","ADDED"
"329a880f59a48046d279c0d2dd63f51a","patiromer (patiromer sorbitex calcium) 16.8 g per sachet oral suspension","patiromer (calcium de sorbitex de patiromer) 16,8 g par sachet suspension orale","ADDED"
"34f56831804dd2adcf8a05385752dc18","edaravone 30 mg per 100 mL solution for injection bag","édavarone 30 mg par 100 mL solution injectable sac","ADDED"
"4d18751ca78d1091829b5adf14fa5b2c","arsenic trioxide 1 mg per mL solution for injection","trioxyde d'arsénic 1 mg par mL solution injectable","ADDED"
"6a7c6a622bb87cd36fd08696ed488fdb","erdafitinib 3 mg oral tablet","erdafitinib 3 mg comprimé oral","ADDED"
"8863ac6bdc6a59760ced1c652e8a4c70","trastuzumab 440 mg per vial NA","trastuzumab 440 mg par fiole NA","ADDED"
"9000219","carbamazepine 100 mg chewable tablet","carbamazépine 100 mg comprimé à croquer","ntp_status_effective_time: ""19851231"" -> ""20020419"""
"9000396","acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet","acétaminophène 325 mg et chlorhydrate d'oxycodone 2,5 mg comprimé oral","DELETED"
"9000784","pramipexole dihydrochloride 1.5 mg oral tablet","dichlorhydrate de pramipexole 1,5 mg comprimé oral","ntp_status_effective_time: ""19980226"" -> ""20061207"""
"9000919","meloxicam 15 mg oral tablet","méloxicam 15 mg comprimé oral","ntp_status_effective_time: ""20000926"" -> ""20031107"""
"9001304","hydromorphone hydrochloride 16 mg prolonged-release oral tablet","chlorhydrate d'hydromorphone 16 mg comprimé oral à libération prolongée","DELETED"
"9001305","hydromorphone hydrochloride 32 mg prolonged-release oral tablet","chlorhydrate d'hydromorphone 32 mg comprimé oral à libération prolongée","DELETED"
"9001307","hydromorphone hydrochloride 8 mg prolonged-release oral tablet","chlorhydrate d'hydromorphone 8 mg comprimé oral à libération prolongée","DELETED"
"9001515","lidocaine hydrochloride 20 mg per mL cutaneous gel","chlorhydrate de lidocaïne 20 mg par mL gel cutané","CHANGED"
"9001522","petrolatum 100 % cutaneous ointment","pétrolatum 100 % pommade cutanée","CHANGED"
"9001523","potassium chloride 149 mg per mL solution for injection","chlorure de potassium 149 mg par mL solution injectable","CHANGED"
"9001703","phenazopyridine hydrochloride 100 mg oral tablet","chlorhydrate de phénazopyridine 100 mg comprimé oral","CHANGED"
"9001709","triclosan 0.5 % cutaneous liquid","triclosan 0,5 % liquide cutané","CHANGED"
"9001725","sodium bicarbonate 84 mg per mL solution for injection","bicarbonate de sodium 84 mg par mL solution injectable","CHANGED"
"9001819","potassium chloride 20 meq per 10 mL solution for injection","chlorure de potassium 20 meq par 10 mL solution injectable","CHANGED"
"9001826","antipyrine 10 mg per mL and sodium salicylate 56 mg per mL oral liquid","antipyrine 10 mg par mL et salicylate de sodium 56 mg par mL liquide oral","CHANGED"
"9001860","piperazine 100 mg per mL oral liquid","pipérazine 100 mg par mL liquide oral","CHANGED"
"9001867","benzalkonium chloride 0.1 % cutaneous liquid","chlorure de benzalkonium 0,1 % liquide cutané","CHANGED"
"9002030","potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection","phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable","CHANGED"
"9002058","triclosan 0.3 % lotion","triclosan 0,3 % lotion","CHANGED"
"9002087","sodium bicarbonate 81.3 g per l solution for haemodialysis","bicarbonate de sodium 81,3 g par l solution pour hémodialyse","CHANGED"
"9002093","triclosan 0.3 % cutaneous gel","triclosan 0,3 % gel cutané","CHANGED"
"9002113","sodium bicarbonate 42 mg per mL solution for injection","bicarbonate de sodium 42 mg par mL solution injectable","CHANGED"
"9002156","sodium bicarbonate 650 g per 8 l powder for concentrate for solution for haemodialysis","bicarbonate de sodium 650 g par 8 l poudre pour solution à diluer pour solution pour hémodialyse","CHANGED"
"9002180","chloroxylenol 0.6 % cutaneous liquid","chloroxylénol 0,6 % liquide cutané","CHANGED"
"9002213","petrolatum 100 % cutaneous cream","pétrolatum 100 % crème cutanée","CHANGED"
"9002321","potassium chloride 251.6 g per l solution for haemodialysis","chlorure de potassium 251,6 g par l solution pour hémodialyse","CHANGED"
"9002392","triclosan 0.3 % cutaneous liquid","triclosan 0,3 % liquide cutané","CHANGED"
