tm_code,tm_formal_name,changes
"8002188","doravirine","ADDED"
"8001758","dyclonine and menthol","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20070531"" -> ""20170223"""
"8002175","ascorbic acid","ADDED"
"8000301","hydrochlorothiazide and telmisartan","ADDED"
"8001961","thiamine","ADDED"
"8002110","coal tar and salicylic acid","ADDED"
"8002213","telotristat","ADDED"
"8002205","mineral oil heavy and mineral oil light","ADDED"
"8001746","dextromethorphan and guaifenesin and menthol","ADDED"
"8001375","dimenhydrinate","ADDED"
"8002197","hemin","ADDED"
"8002141","methylene blue and naphazoline","ADDED"
"8002212","sodium aurothiomalate","ADDED"
"8001487","levocabastine","ADDED"
"8002189","doravirine and lamivudine and tenofovir disoproxil","ADDED"
"8001069","oxtriphylline","tm_status_effective_time: ""20170804"" -> ""20190116"""
"8002165","turoctocog alfa","ADDED"
"8002176","ascorbic acid and dextromethorphan and pheniramine and phenylephrine","ADDED"
"8002206","mineral oil heavy and petrolatum","ADDED"
"8002191","erenumab","ADDED"
"8002211","scopolamine hydrobromide","ADDED"
"8002180","cannabidiol and tetrahydrocannabinol","ADDED"
"8001905","doxylamine and pyridoxine","ADDED"
"8001364","codeine and guaifenesin and pseudoephedrine","ADDED"
"8000172","vitamin D3 (cholecalciferol)","tm_formal_name: ""vitamin D3 (cholecalciferol)"" -> ""cholecalciferol"""
"8001274","heparin","ADDED"
"8002153","polyethylene glycol 400 and propylene glycol","ADDED"
"8002190","drospirenone and ethinyl estradiol and levomefolic acid","ADDED"
"8002109","coal tar","ADDED"
"8001916","pyridoxine","ADDED"
"8002196","flibanserin","ADDED"
"8002209","phytonadione","ADDED"
"8002202","lanolin and mineral oil heavy and white petrolatum","ADDED"
"8002151","pancrelipase","ADDED"
"8002186","crisaborole","ADDED"
"8001482","hyoscine","tm_formal_name: ""hyoscine"" -> ""scopolamine butylbromide"""
"8002178","camphor and diphenylpyraline and guaiacol","ADDED"
"8001525","semaglutide","ADDED"
"8002187","cyanocobalamin","ADDED"
"8002207","mineral oil heavy and white petrolatum","ADDED"
"8000072","valproic acid (valproate)","ADDED"
"8002179","camphor and eucalyptol and guaiacol","ADDED"
"8002146","mineral oil light","ADDED"
"8001550","acetylcholine","ADDED"
"8002147","moroctocog alfa","ADDED"
"8000413","alendronic acid and vitamin D3 (cholecalciferol)","tm_formal_name: ""alendronic acid and vitamin D3 (cholecalciferol)"" -> ""alendronic acid and cholecalciferol"""
"8002149","nonacog gamma","ADDED"
"8002192","ergocalciferol","ADDED"
