tm_code,tm_formal_name,tm_fr_description,changes
5593bca73d46eba09e75e912eb66f6ab,difelikefalin,difélikéfaline,ADDED
8000796,benzalkonium,benzalkonium,ADDED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8001098,asparaginase,asparaginase,ADDED
8001476,follitropin beta,follitropine bêta,ADDED
8001579,benzethonium,benzéthonium,ADDED
8001615,chloroxylenol,chloroxylénol,ADDED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8001757,doxorubicin,doxorubicine,ADDED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8001870,potassium chloride,chlorure de potassium,ADDED
8001878,sodium iodide,iodure de sodium,ADDED
8001976,triclosan,triclosan,ADDED
8002047,paclitaxel,paclitaxel,ADDED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,ADDED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8002215,amphotericin B,amphotéricine B,ADDED
8002237,bacitracin and gramicidin and polymyxin B,bacitracine et gramicidine et polymyxine B,"tm_status_effective_time: ""19941231"" -> ""19980813"""
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8002352,bamlanivimab,bamlanivimab,"tm_status_effective_time: ""20220722"" -> ""20230213"""
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
