mp_code,mp_formal_name,mp_fr_description,changes
"00027944","VALISONE (betamethasone (betamethasone valerate) 0.1 % lotion) BAUSCH HEALTH, CANADA INC.","VALISONE (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) BAUSCH HEALTH, CANADA INC.","Health_Canada_product_name: ""VALISONE SCALP LOTION"" -> ""VALISONE""
mp_formal_name: ""VALISONE SCALP LOTION (betamethasone (betamethasone valerate) 0.1 % lotion) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""VALISONE (betamethasone (betamethasone valerate) 0.1 % lotion) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""VALISONE SCALP LOTION (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""VALISONE (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) BAUSCH HEALTH, CANADA INC.""
mp_status_effective_time: ""20180727"" -> ""20210219"""
"00029149","FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH","FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH","ADDED"
"00037869","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00038083","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00177016","VALISONE-G (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream) BAUSCH HEALTH, CANADA INC.","VALISONE-G (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % crème cutanée) BAUSCH HEALTH, CANADA INC.","Health_Canada_product_name: ""VALISONE-G CREAM"" -> ""VALISONE-G""
mp_formal_name: ""VALISONE-G CREAM (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""VALISONE-G (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""VALISONE-G CREAM (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % crème cutanée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""VALISONE-G (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % crème cutanée) BAUSCH HEALTH, CANADA INC."""
"00232351","VALISONE-G (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous ointment) BAUSCH HEALTH, CANADA INC.","VALISONE-G (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % pommade cutanée) BAUSCH HEALTH, CANADA INC.","Health_Canada_product_name: ""VALISONE-G OINTMENT"" -> ""VALISONE-G""
mp_formal_name: ""VALISONE-G OINTMENT (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""VALISONE-G (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous ointment) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""VALISONE-G OINTMENT (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % pommade cutanée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""VALISONE-G (bétaméthasone (valérate de bétaméthasone) 0,1 % et gentamicine (sulfate de gentamicine) 0,1 % pommade cutanée) BAUSCH HEALTH, CANADA INC."""
"00261971","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00261998","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00266507","ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD","ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD","ADDED"
"00373435","DETTOL (chloroxylenol 4.8 % cutaneous solution) RB HEALTH (CANADA) INC.","DETTOL (chloroxylénol 4,8 % solution pour application cutanée) RB HEALTH (CANADA) INC.","ADDED"
