drug_code,mp_code,mp_formal_name,mp_fr_description,changes
441,00030848,DEPO-PROVERA (medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial) PFIZER CANADA ULC,DEPO-PROVERA (acétate de médroxyprogestérone 250 mg par 5 mL suspension injectable fiole) PFIZER CANADA ULC,DELETED
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2727,00382752,ACETAMINOPHENE 325TAB (acetaminophen 325 mg oral tablet) PRO DOC LIMITEE,ACETAMINOPHENE 325TAB (acétaminophène 325 mg comprimé oral) PRO DOC LIMITEE,DELETED
2728,00386626,ACETAMINOPHENE 500TAB (acetaminophen 500 mg oral tablet) PRO DOC LIMITEE,ACETAMINOPHENE 500TAB (acétaminophène 500 mg comprimé oral) PRO DOC LIMITEE,DELETED
2851,00397792,PRO-FUROSEMIDE (furosemide 40 mg oral tablet) PRO DOC LIMITEE,PRO-FUROSEMIDE (furosémide 40 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""FUROSEMIDE 40MG"" -> ""PRO-FUROSEMIDE""
mp_formal_name: ""FUROSEMIDE ̲4̲0̲M̲G̲ (furosemide 40 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲FUROSEMIDE (furosemide 40 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""FUROSEMIDE ̲4̲0̲M̲G̲ (furosémide 40 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲FUROSEMIDE (furosémide 40 mg comprimé oral) PRO DOC LIMITEE"""
3228,00438898,FORMULE C34 (piperazine 100 mg per mL oral liquid) HERBAGES NATURBEC LTÉE.,FORMULE C34 (pipérazine 100 mg par mL liquide oral) HERBAGES NATURBEC LTÉE.,ADDED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
