tm_code,tm_formal_name,tm_fr_description,changes
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
8000018,medroxyprogesterone,médroxyprogestérone,"tm_status_effective_time: ""19601231"" -> ""19611231"""
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
65a37d827c7b6b0da968b238db215eac,pemigatinib,pémigatinib,ADDED
8001615,chloroxylenol,chloroxylénol,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
5604f9eb39d7fb0f15edae9d2cf93aa2,ospemifene,ospémifène,ADDED
8001878,sodium iodide,iodure de sodium,CHANGED
be7da0129bc5537fdb4ae7d918cbc017,midostaurin,midostaurine,ADDED
8002245,onabotulinumtoxinA,onabotulinumtoxineA,CHANGED
f6c1a342741da47863ffa67b64e08e68,enfortumab vedotin,enfortumab védotine,ADDED
f6712c87a3c1c981467636b5ae1d0722,tafasitamab,tafasitamab,ADDED
8000796,benzalkonium,benzalkonium,CHANGED
8002068,piperazine,pipérazine,CHANGED
8001870,potassium chloride,chlorure de potassium,CHANGED
e99524898f8f2333b5fd978c88332fc9,plecanatide,plécanatide,ADDED
8002215,amphotericin B,amphotéricine B,CHANGED
8001757,doxorubicin,doxorubicine,CHANGED
8001579,benzethonium,benzéthonium,CHANGED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
295b6b21943d5bb96dc830d909f7783b,pitolisant,pitolisant,ADDED
8001976,triclosan,triclosan,CHANGED
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
bc50fde48aef50d3075e1beafa91387b,nirmatrelvir and ritonavir,nirmatrelvir et ritonavir,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
8002160,sodium acetate,acétate de sodium,CHANGED
8001098,asparaginase,asparaginase,CHANGED
23ea09aeb0b1e664dad6ac17cbf4f09e,lurbinectedin,lurbinectédine,ADDED
8001844,magnesium chloride,chlorure de magnésium,CHANGED
