drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"17903","active","active","02045729","SEARCHLIGHT PHARMA INC","ASTRAZENECA CANADA INC"
"16903","active","active","02045737","SEARCHLIGHT PHARMA INC","ASTRAZENECA CANADA INC"
"16636","active","active","02103729","SEARCHLIGHT PHARMA INC","ASTRAZENECA CANADA INC"
"60149","active","active","02236859","TAKEDA CANADA INC","SHIRE PHARMA CANADA ULC"
"62663","active","active","02239205","VIRBAC ANIMAL HEALTH INC","ELANCO CANADA LIMITED"
"62664","active","active","02239206","VIRBAC ANIMAL HEALTH INC","ELANCO CANADA LIMITED"
"62665","active","active","02239207","VIRBAC ANIMAL HEALTH INC","ELANCO CANADA LIMITED"
"80231","active","active","02316811","VIRBAC ANIMAL HEALTH INC","ELANCO CANADA LIMITED"
"87332","active","active","02387735","IPSEN BIOPHARMACEUTICALS CANADA INC","IPSEN BIOPHARM LIMITED"
"86721","active","active","02381389","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP / VALEANT CANADA S.E.C."
"86722","active","active","02381397","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP / VALEANT CANADA S.E.C."
"92274","active","active","02438364","ASTRAZENECA CANADA INC","ABBVIE CORPORATION"
"92275","active","active","02438372","ASTRAZENECA CANADA INC","ABBVIE CORPORATION"
"92171","active","active","02437376","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"88267","active","active","02397749","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP / VALEANT CANADA S.E.C."
"88269","active","active","02397765","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP / VALEANT CANADA S.E.C."
"91578","inactive","active","02431459","DIST. BOBBI BROWN PROFESSIONAL COSMETICS","BOBBI BROWN PROFESSIONAL COSMETICS DIST"
"98955","active","active","02499827","SEAGEN INC.","SEATTLE GENETICS, INC."
"98956","active","active","02499835","SEAGEN INC.","SEATTLE GENETICS, INC."
"95485","inactive","active","02466503","DIST. BOBBI BROWN PROFESSIONAL COSMETICS","BOBBI BROWN PROFESSIONAL COSMETICS DIST"
"94749","active","active","02460203","IPSEN BIOPHARMACEUTICALS CANADA INC","IPSEN BIOPHARM LIMITED"
"94296","active","active","02456117","IPSEN BIOPHARMACEUTICALS CANADA INC","IPSEN BIOPHARM LIMITED"
"99741","active","active","02508052","MEDISON PHARMA CANADA INC.","RIGEL PHARMACEUTICALS INC."
"99742","active","active","02508060","MEDISON PHARMA CANADA INC.","RIGEL PHARMACEUTICALS INC."
"98042","active","active","02490374","DIST. BOBBI BROWN PROFESSIONAL COSMETICS","BOBBI BROWN PROFESSIONAL COSMETICS DIST"
"18846","approved","inactive","02171856","APOTEX INC","NU-PHARM INC"
"18847","approved","inactive","02171864","APOTEX INC","NU-PHARM INC"
"18848","approved","inactive","02171872","APOTEX INC","NU-PHARM INC"
"68214","inactive","inactive","02244248","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"74590","inactive","inactive","02260492","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"76132","inactive","inactive","02275635","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"76743","inactive","inactive","02281775","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"88632","inactive","inactive","02401428","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"89475","inactive","inactive","02410087","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"89628","inactive","inactive","02411687","DIST. BOBBI BROWN PROFESSIONAL COSMETICS","BOBBI BROWN PROFESSIONAL COSMETICS DIST"
"90924","inactive","inactive","02424568","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"66620","dormant","dormant","02242797","LABORATOIRES CONFAB INC","SANDOZ CANADA INCORPORATED"
"66621","dormant","dormant","02242798","LABORATOIRES CONFAB INC","SANDOZ CANADA INCORPORATED"
"88268","dormant","dormant","02397757","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP / VALEANT CANADA S.E.C."
"95484","approved","approved","02466481","MAKE-UP ART COSMETICS, DIST.","MAKE UP ART COSMETICS DIST MAC"
"100055","approved","approved","02511339","HISAMITSU AMERICA, INC.","HISAMITSU PHARMACEUTICAL CO., INC."
"100062","approved","approved","02511428","HISAMITSU AMERICA, INC.","HISAMITSU PHARMACEUTICAL CO., INC."
