drug_code,drug_identification_number,current_brand_name,previous_brand_name
"13805","00881635","VOLTAREN RAPIDE","VOLTAREN RAPIDE TABLETS 50MG"
"17905","02039532","TENORMIN","TENORMIN 50MG"
"17906","02039540","TENORMIN","TENORMIN 100MG"
"76087","02275228","MIDOL PMS","PMS MIDOL COMPLETE"
"77966","02294311","CLOROX DISINFECTING BATHROOM CLEANER1","CLOROX DISINFECTING BATHROOM CLEANER-1"
"78926","02303949","PMSC-ESCITALOPRAM","ESCITALOPRAM"
"91781","02433435","MUCINEX MULTI-ACTION CONGESTION, COLD & COUGH","MUCINEX MULTI-ACTION COLD, FLU & SORE THROAT CAPLETS"
"91782","02433451","MUCINEX MULTI-ACTION CONGESTION, COLD & FLU","MUCINEX MULTI-ACTION COLD & SINUS CAPLETS"
"18846","02171856","BROMAZEPAM","NU-BROMAZEPAM - TAB 1.5MG"
"18847","02171864","BROMAZEPAM","NU-BROMAZEPAM - TAB 3MG"
"18848","02171872","BROMAZEPAM","NU-BROMAZEPAM - TAB 6MG"
"66620","02242797","ANUZINC HC PLUS","SANDOZ ANUZINC HC PLUS SUPPOSITORIES"
"66621","02242798","ANUZINC HC","SANDOZ ANUZINC HC SUPPOSITORIES"
"78928","02303965","PMSC-ESCITALOPRAM","ESCITALOPRAM"
"100029","02511045","ABRILADA","ADALIMUMAB INJECTION"
"100030","02511053","ABRILADA","ADALIMUMAB INJECTION"
"100031","02511061","ABRILADA","ADALIMUMAB INJECTION"
"100032","02511088","ABRILADA","ADALIMUMAB INJECTION"
"100033","02511096","ABRILADA","ADALIMUMAB INJECTION"
"78925","02303930","PMSC-ESCITALOPRAM","ESCITALOPRAM"
