drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"100731","105","WIPE","ADDED","02517965"
"100246","134","SOLUTION","ADDED","02513242"
"100709","105","WIPE","ADDED","02517736"
"100703","56","POWDER FOR SOLUTION","ADDED","02517655"
"100721","36","LOTION","ADDED","02517868"
"100753","12","DROPS","ADDED","02518228"
"100246","98","SPRAY","ADDED","02513242"
"85263","85","TABLET","ADDED","02367793"
"99722","126","POWDER FOR SUSPENSION","REMOVED","02507846"
"83037","134","SOLUTION","ADDED","02344904"
"100740","134","SOLUTION","ADDED","02518074"
"100724","134","SOLUTION","ADDED","02517892"
"100741","105","WIPE","ADDED","02518082"
"100696","134","SOLUTION","ADDED","02517582"
"100686","85","TABLET","ADDED","02517477"
"100684","85","TABLET","ADDED","02517450"
"100704","56","POWDER FOR SOLUTION","ADDED","02517663"
"100723","85","TABLET","ADDED","02517884"
"100758","134","SOLUTION","ADDED","02518260"
"100760","85","TABLET","ADDED","02518287"
"100739","134","SOLUTION","ADDED","02518066"
"100779","98","SPRAY","ADDED","02518473"
"100701","56","POWDER FOR SOLUTION","ADDED","02517639"
"100717","5","CAPSULE","ADDED","02517817"
"100707","85","TABLET","ADDED","02517701"
"99154","85","TABLET","ADDED","02501937"
"99798","105","WIPE","ADDED","02508621"
"100716","85","TABLET","ADDED","02517809"
"100751","134","SOLUTION","ADDED","02518198"
"100745","79","SUSPENSION","ADDED","02518120"
"100779","134","SOLUTION","ADDED","02518473"
"100718","79","SUSPENSION","ADDED","02517825"
"100699","85","TABLET","ADDED","02517612"
"99986","98","SPRAY","ADDED","02510669"
"100021","134","SOLUTION","ADDED","02510960"
"100713","5","CAPSULE","ADDED","02517779"
"100693","85","TABLET","ADDED","02517558"
"99153","85","TABLET","ADDED","02501929"
"100729","175","FOAM","ADDED","02517949"
"100722","85","TABLET","ADDED","02517876"
"100794","134","SOLUTION","ADDED","02518635"
"99152","85","TABLET","ADDED","02501910"
"100694","5","CAPSULE","ADDED","02517566"
"100737","36","LOTION","ADDED","02518031"
"99986","134","SOLUTION","ADDED","02510669"
"100698","85","TABLET","ADDED","02517604"
"100683","85","TABLET","ADDED","02517442"
"100743","105","WIPE","ADDED","02518104"
"100021","98","SPRAY","ADDED","02510960"
"100075","105","WIPE","ADDED","02511541"
"99155","85","TABLET","ADDED","02501945"
"100725","105","WIPE","ADDED","02517906"
"100767","105","WIPE","ADDED","02518333"
"100742","134","SOLUTION","ADDED","02518090"
"100710","134","SOLUTION","ADDED","02517744"
"100719","43","OINTMENT","ADDED","02517833"
"100700","85","TABLET","ADDED","02517620"
"100714","5","CAPSULE","ADDED","02517787"
"100712","9","CREAM","ADDED","02517760"
"100780","98","SPRAY","ADDED","02518481"
"100039","134","SOLUTION","ADDED","02511169"
"100776","134","SOLUTION","ADDED","02518430"
"99722","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02507846"
"100752","12","DROPS","ADDED","02518201"
"99975","105","WIPE","ADDED","02510529"
"100712","5","CAPSULE","ADDED","02517760"
"100727","134","SOLUTION","ADDED","02517922"
"100746","79","SUSPENSION","ADDED","02518139"
"100702","56","POWDER FOR SOLUTION","ADDED","02517647"
"100738","162","AEROSOL, METERED DOSE","ADDED","02518058"
"100780","134","SOLUTION","ADDED","02518481"
"100708","85","TABLET","ADDED","02517728"
"85264","85","TABLET","ADDED","02367807"
"99981","105","WIPE","ADDED","02510618"
"100732","98","SPRAY","ADDED","02517973"
"100715","85","TABLET","ADDED","02517795"
"100685","85","TABLET","ADDED","02517469"
"100724","98","SPRAY","ADDED","02517892"
"100732","134","SOLUTION","ADDED","02517973"
