drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"103904","5","CAPSULE","ADDED","02550202"
"103849","85","TABLET","ADDED","02549670"
"103893","134","SOLUTION","ADDED","02550113"
"103907","5","CAPSULE","ADDED","02550237"
"103848","85","TABLET","ADDED","02549662"
"103813","85","TABLET","ADDED","02549263"
"103905","5","CAPSULE","ADDED","02550210"
"103859","150","TABLET (IMMEDIATE RELEASE)","ADDED","02549786"
"103831","85","TABLET","ADDED","02549476"
"75253","134","SOLUTION","ADDED","02267136"
"103880","85","TABLET","ADDED","02549999"
"101959","42","MOUTHWASH/GARGLE","REMOVED","02530414"
"103866","85","TABLET","ADDED","02549840"
"103817","85","TABLET","ADDED","02549301"
"103827","85","TABLET","ADDED","02549425"
"103845","85","TABLET","ADDED","02549638"
"103836","98","SPRAY","ADDED","02549522"
"103874","105","WIPE","ADDED","02549921"
"103906","5","CAPSULE","ADDED","02550229"
"103909","134","SOLUTION","ADDED","02550253"
"103884","5","CAPSULE","ADDED","02550024"
"103914","105","WIPE","ADDED","02550326"
"103796","56","POWDER FOR SOLUTION","ADDED","02549085"
"103809","134","SOLUTION","ADDED","02549220"
"103879","150","TABLET (IMMEDIATE RELEASE)","ADDED","02549980"
"103852","85","TABLET","ADDED","02549700"
"96954","5","CAPSULE","ADDED","02478838"
"103873","9","CREAM","ADDED","02549913"
"10665","153","POWDER (METERED DOSE)","REMOVED","00786616"
"103881","85","TABLET","ADDED","02550008"
"103822","56","POWDER FOR SOLUTION","ADDED","02549379"
"103889","85","TABLET","ADDED","02550083"
"103816","85","TABLET","ADDED","02549298"
"103828","85","TABLET","ADDED","02549433"
"103911","134","SOLUTION","ADDED","02550288"
"103844","85","TABLET","ADDED","02549611"
"103830","85","TABLET","ADDED","02549468"
"103824","85","TABLET","ADDED","02549395"
"103821","85","TABLET","ADDED","02549352"
"103847","85","TABLET","ADDED","02549654"
"103857","150","TABLET (IMMEDIATE RELEASE)","ADDED","02549751"
"103908","134","SOLUTION","ADDED","02550245"
"103913","59","SHAMPOO","ADDED","02550318"
"103883","5","CAPSULE","ADDED","02550016"
"103846","85","TABLET","ADDED","02549646"
"101959","182","MOUTHWASH","ADDED","02530414"
"103778","134","SOLUTION","ADDED","02548968"
"103858","150","TABLET (IMMEDIATE RELEASE)","ADDED","02549778"
"101148","85","TABLET","ADDED","02522349"
"103811","134","SOLUTION","ADDED","02549247"
"103878","85","TABLET","ADDED","02549972"
"103864","85","TABLET","ADDED","02549824"
"103810","134","SOLUTION","ADDED","02549239"
"103829","85","TABLET","ADDED","02549441"
"103812","85","TABLET","ADDED","02549255"
"103856","150","TABLET (IMMEDIATE RELEASE)","ADDED","02549743"
"103837","98","SPRAY","ADDED","02549530"
"103885","5","CAPSULE","ADDED","02550032"
"103853","85","TABLET","ADDED","02549719"
"103886","85","TABLET","ADDED","02550059"
"103882","85","TABLET","ADDED","02550040"
"96952","5","CAPSULE","ADDED","02478803"
"103854","85","TABLET","ADDED","02549727"
"103910","134","SOLUTION","ADDED","02550261"
"103863","85","TABLET","ADDED","02549816"
"103835","134","SOLUTION","ADDED","02549514"
"103820","85","TABLET","ADDED","02549344"
"101147","85","TABLET","ADDED","02522330"
"10665","55","POWDER","ADDED","00786616"
"103865","85","TABLET","ADDED","02549832"
"103850","85","TABLET","ADDED","02549689"
"103861","85","TABLET","ADDED","02549794"
"103823","85","TABLET","ADDED","02549387"
"103872","134","SOLUTION","ADDED","02549905"
"101145","85","TABLET","ADDED","02522314"
"103818","85","TABLET","ADDED","02549328"
"103826","55","POWDER","ADDED","02549417"
"103855","85","TABLET","ADDED","02549735"
"103825","5","CAPSULE","ADDED","02549409"
"103867","85","TABLET","ADDED","02549859"
"96955","5","CAPSULE","ADDED","02478846"
"103819","85","TABLET","ADDED","02549336"
"101146","85","TABLET","ADDED","02522322"
"96953","5","CAPSULE","ADDED","02478811"
"101149","85","TABLET","ADDED","02522357"
"103833","134","SOLUTION","ADDED","02549492"
"103814","85","TABLET","ADDED","02549271"
"103901","134","SOLUTION","ADDED","02550172"
"103888","134","SOLUTION","ADDED","02550075"
"103797","56","POWDER FOR SOLUTION","ADDED","02549093"
"103862","85","TABLET","ADDED","02549808"
"103834","98","SPRAY","ADDED","02549506"
"103851","85","TABLET","ADDED","02549697"
