drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"103904","56","ORAL","ADDED","02550202"
"103810","65","SUBCUTANEOUS","ADDED","02549239"
"103913","70","TOPICAL","ADDED","02550318"
"103909","65","SUBCUTANEOUS","ADDED","02550253"
"103859","56","ORAL","ADDED","02549786"
"103884","56","ORAL","ADDED","02550024"
"103831","56","ORAL","ADDED","02549476"
"96953","56","ORAL","ADDED","02478811"
"103872","70","TOPICAL","ADDED","02549905"
"103888","49","INTRAVENOUS","ADDED","02550075"
"103850","56","ORAL","ADDED","02549689"
"103911","94","DISINFECTANT (Institutional/Industrial)","ADDED","02550288"
"103809","65","SUBCUTANEOUS","ADDED","02549220"
"101146","56","ORAL","ADDED","02522322"
"103845","56","ORAL","ADDED","02549638"
"103893","8","DISINFECTANT (Food Premises)","ADDED","02550113"
"103844","56","ORAL","ADDED","02549611"
"103823","56","ORAL","ADDED","02549387"
"103818","56","ORAL","ADDED","02549328"
"103893","93","DISINFECTANT (Domestic)","ADDED","02550113"
"103882","56","ORAL","ADDED","02550040"
"103826","56","ORAL","ADDED","02549417"
"25882","2","DISINFECTANT (Barn)","ADDED","02008505"
"103833","94","DISINFECTANT (Institutional/Industrial)","ADDED","02549492"
"101149","56","ORAL","ADDED","02522357"
"103883","56","ORAL","ADDED","02550016"
"103812","56","ORAL","ADDED","02549255"
"103835","8","DISINFECTANT (Food Premises)","ADDED","02549514"
"103885","56","ORAL","ADDED","02550032"
"103878","56","ORAL","ADDED","02549972"
"103835","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02549514"
"103874","93","DISINFECTANT (Domestic)","ADDED","02549921"
"103796","49","INTRAVENOUS","ADDED","02549085"
"103847","56","ORAL","ADDED","02549654"
"103819","56","ORAL","ADDED","02549336"
"101148","56","ORAL","ADDED","02522349"
"103778","49","INTRAVENOUS","ADDED","02548968"
"103911","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02550288"
"103867","56","ORAL","ADDED","02549859"
"103822","49","INTRAVENOUS","ADDED","02549379"
"101147","56","ORAL","ADDED","02522330"
"103861","56","ORAL","ADDED","02549794"
"103829","56","ORAL","ADDED","02549441"
"103914","70","TOPICAL","ADDED","02550326"
"103906","56","ORAL","ADDED","02550229"
"103879","56","ORAL","ADDED","02549980"
"103837","70","TOPICAL","ADDED","02549530"
"103813","56","ORAL","ADDED","02549263"
"103824","56","ORAL","ADDED","02549395"
"103901","49","INTRAVENOUS","ADDED","02550172"
"103908","65","SUBCUTANEOUS","ADDED","02550245"
"103907","56","ORAL","ADDED","02550237"
"103833","8","DISINFECTANT (Food Premises)","ADDED","02549492"
"103797","49","INTRAVENOUS","ADDED","02549093"
"103856","56","ORAL","ADDED","02549743"
"101145","56","ORAL","ADDED","02522314"
"103846","56","ORAL","ADDED","02549646"
"103811","65","SUBCUTANEOUS","ADDED","02549247"
"103836","93","DISINFECTANT (Domestic)","ADDED","02549522"
"103816","56","ORAL","ADDED","02549298"
"103817","56","ORAL","ADDED","02549301"
"103863","56","ORAL","ADDED","02549816"
"103911","8","DISINFECTANT (Food Premises)","ADDED","02550288"
"103893","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02550113"
"103833","93","DISINFECTANT (Domestic)","ADDED","02549492"
"103881","56","ORAL","ADDED","02550008"
"103853","56","ORAL","ADDED","02549719"
"103849","56","ORAL","ADDED","02549670"
"103833","2","DISINFECTANT (Barn)","ADDED","02549492"
"103866","56","ORAL","ADDED","02549840"
"103821","56","ORAL","ADDED","02549352"
"103886","56","ORAL","ADDED","02550059"
"103854","56","ORAL","ADDED","02549727"
"103835","93","DISINFECTANT (Domestic)","ADDED","02549514"
"103828","56","ORAL","ADDED","02549433"
"96955","56","ORAL","ADDED","02478846"
"103820","56","ORAL","ADDED","02549344"
"103864","56","ORAL","ADDED","02549824"
"103835","2","DISINFECTANT (Barn)","ADDED","02549514"
"103834","70","TOPICAL","ADDED","02549506"
"103873","70","TOPICAL","ADDED","02549913"
"103835","94","DISINFECTANT (Institutional/Industrial)","ADDED","02549514"
"103852","56","ORAL","ADDED","02549700"
"103865","56","ORAL","ADDED","02549832"
"103889","56","ORAL","ADDED","02550083"
"96952","56","ORAL","ADDED","02478803"
"103880","56","ORAL","ADDED","02549999"
"103905","56","ORAL","ADDED","02550210"
"96954","56","ORAL","ADDED","02478838"
"103857","56","ORAL","ADDED","02549751"
"103827","56","ORAL","ADDED","02549425"
"103855","56","ORAL","ADDED","02549735"
"103910","49","INTRAVENOUS","ADDED","02550261"
"103814","56","ORAL","ADDED","02549271"
"103888","65","SUBCUTANEOUS","ADDED","02550075"
"103858","56","ORAL","ADDED","02549778"
"103833","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02549492"
"103862","56","ORAL","ADDED","02549808"
"103825","56","ORAL","ADDED","02549409"
"103830","56","ORAL","ADDED","02549468"
"103893","94","DISINFECTANT (Institutional/Industrial)","ADDED","02550113"
"103911","93","DISINFECTANT (Domestic)","ADDED","02550288"
"103848","56","ORAL","ADDED","02549662"
"25882","93","DISINFECTANT (Domestic)","ADDED","02008505"
"103851","56","ORAL","ADDED","02549697"
