drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"67964","active","active","02244021","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"71113","active","active","02246888","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"81858","active","active","02332922","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"81859","active","active","02332957","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"62548","active","active","02239092","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"62547","active","active","02239091","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"79720","active","active","02311658","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"62546","active","active","02239090","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"34197","active","active","02160331","ITW PERMATEX, A DIVISION OF ITW INC.","ITW PERMATEX CANADA"
"70165","active","active","02246034","PLZ CORP.","CLAIRE-SPRAYWAY INC."
"74065","active","active","02255480","ITW PERMATEX, A DIVISION OF ITW INC.","ITW PERMATEX CANADA"
"37363","active","active","02224623","CHEPLAPHARM ARZNEIMITTEL GMBH","SANOFI-AVENTIS CANADA INC"
"74069","active","active","02255502","ITW PERMATEX, A DIVISION OF ITW INC.","ITW PERMATEX CANADA"
"88890","active","active","02404125","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"91589","active","active","02431483","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"17852","active","active","02103567","ABBVIE CORPORATION","APTALIS PHARMA CANADA ULC"
"17250","active","active","02100622","ABBVIE CORPORATION","APTALIS PHARMA CANADA ULC"
"4276","active","active","00402818","APOTEX INC","AA PHARMA INC"
"4303","active","active","00479799","APOTEX INC","AA PHARMA INC"
"4302","active","active","00402796","APOTEX INC","AA PHARMA INC"
"72648","active","active","02248307","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"76591","active","active","02280248","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"27903","active","active","02072955","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"30398","active","active","02119803","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"16494","active","active","02060019","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"87132","active","active","02385708","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"86791","active","active","02382040","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"86799","active","active","02382113","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"89318","active","active","02408430","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"89643","active","active","02411849","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"99121","active","active","02501600","TAIHO PHARMA CANADA, INC.","OTSUKA PHARMACEUTICAL CO LTD"
"100077","active","active","02511584","CELLTRION INC.","CELLTRION HEALTHCARE CO LTD"
"94265","active","active","02455838","3M HEALTHCARE CANADA COMPANY LIMITED","3M CANADA COMPANY"
"97957","active","active","02489562","PHARMAXIS EUROPE LIMITED","PHARMAXIS LTD"
"91941","active","active","02435136","RECORDATI RARE DISEASES CANADA INC","EUSA PHARMA (UK) LIMITED"
"91940","active","active","02435128","RECORDATI RARE DISEASES CANADA INC","EUSA PHARMA (UK) LIMITED"
"86890","dormant","dormant","02383136","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"86888","dormant","dormant","02383101","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"86889","dormant","dormant","02383128","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"90411","dormant","dormant","02419483","CELLTRION INC.","CELLTRION HEALTHCARE CO LTD"
"25882","approved","approved","02008505","ARXADA, LLC","LONZA LLC"
"67561","approved","approved","02243635","ARXADA, LLC","LONZA LLC"
"101000","approved","approved","02520850","ITW PERMATEX, A DIVISION OF ITW INC.","ITW PERMATEX CANADA"
"102897","active","approved","02540274","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"101317","approved","approved","02524139","ITW PERMATEX, A DIVISION OF ITW INC.","ITW PERMATEX CANADA"
"100076","approved","approved","02511576","CELLTRION INC.","CELLTRION HEALTHCARE CO LTD"
