tm_code,tm_formal_name,changes
"8001866","petrolatum","ADDED"
"8002130","iodine and sodium iodide","ADDED"
"8002266","risankizumab","ADDED"
"8002101","cetrimide and lidocaine","ADDED"
"8002183","coagulation factor ix (human)","ADDED"
"8001898","chromic chloride and copper sulfate and manganese sulfate and selenium and zinc sulfate","ADDED"
"8002171","antihemophilic factor (recombinant BDD) FC fusion protein","ADDED"
"8002059","peginterferon beta-1a","ADDED"
"8001837","lidocaine","ADDED"
"8002006","acetaminophen and pamabrom and pyrilamine","tm_status_effective_time: ""19990622"" -> ""20060731"""
"8002195","fibrinogen (human) and thrombin (human)","ADDED"
"8002047","paclitaxel","ADDED"
"8001354","chlorpheniramine and dextromethorphan","tm_status_effective_time: ""20040112"" -> ""20060721"""
"8000863","chlorhexidine and isopropyl alcohol","ADDED"
"8001757","doxorubicin","ADDED"
"8002146","mineral oil light","tm_status_effective_time: ""20010727"" -> ""19511231"""
"8001515","proxymetacaine","ADDED"
"8002215","amphotericin B","ADDED"
"8000796","benzalkonium","ADDED"
"8001720","chlorhexidine and lidocaine","ADDED"
"8002198","irinotecan (conventional)","ADDED"
"8001453","droperidol","tm_status_effective_time: ""20180801"" -> ""20190801"""
"03ce98c860361680a9bf7e56265aee80","cetrimide","ADDED"
"8000946","alcohol anhydrous and benzalkonium","ADDED"
"8001596","bretylium","DELETED"
"8001957","tetracosactide","ADDED"
"8001004","benzoyl peroxide and salicylic acid","ADDED"
"8001601","bupivacaine and epinephrine","ADDED"
"8001615","chloroxylenol","ADDED"
"8002068","piperazine","ADDED"
"8001888","articaine and epinephrine","ADDED"
"8000829","benzoyl peroxide","ADDED"
"8002265","pralatrexate","ADDED"
"8001976","triclosan","ADDED"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","ADDED"
"8001274","heparin","tm_status_effective_time: ""19871231"" -> ""19841231"""
"8001844","magnesium chloride","ADDED"
"8002204","mineral oil heavy","ADDED"
"26b2aa395a800c378535677fe7d0826c","methimazole","ADDED"
"8002103","cetrimonium and lidocaine","DELETED"
"8002170","antihemophilic factor (human) and von willebrand factor (human)","ADDED"
"8002161","sodium bicarbonate","ADDED"
"8002172","antihemophilic factor (recombinant)","ADDED"
"8002173","antihemophilic factor (recombinant) porcine sequence","ADDED"
"8001510","porfimer","DELETED"
"8001878","sodium iodide","ADDED"
"8002174","antithrombin iii (human)","ADDED"
"8001726","chromic chloride and copper sulfate and manganese sulfate and zinc sulfate","ADDED"
"8001476","follitropin beta","ADDED"
"8002185","coagulation factor ix (recombinant), pegylated","ADDED"
"8001696","antipyrine and sodium salicylate","ADDED"
"6b32c3323d4a3215d1cb6cb5699dc01d","abemaciclib","ADDED"
"8001763","epinephrine and prilocaine","ADDED"
"8001733","copper sulfate","ADDED"
"8001849","mepivacaine","ADDED"
"8002184","coagulation factor ix (recombinant)","ADDED"
"8002058","peginterferon alfa-2a","ADDED"
"8002193","factor xiii","ADDED"
"8001762","epinephrine and lidocaine","ADDED"
"8002182","coagulation factor ii (human) and coagulation factor ix (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","ADDED"
"8001688","teriparatide","ADDED"
"8002079","primaquine","ADDED"
"8002194","fibrinogen (human)","ADDED"
"8001727","chromic chloride and cupric chloride and manganese chloride and zinc chloride","ADDED"
"8000137","dexamethasone sodium phosphate","ADDED"
"8002169","anti-inhibitor coagulant complex","ADDED"
"8001579","benzethonium","ADDED"
"8002160","sodium acetate","ADDED"
"8001296","nicotinic acid","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19791231"" -> ""20190722"""
"8001897","chromic chloride and copper sulfate and iodine (sodium iodide) and manganese sulfate and selenium and zinc sulfate","ADDED"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","ADDED"
"329363bccdb4e8f5385c476dabd16b15","arginine hydrochloride","ADDED"
"8000912","alcohol anhydrous and chlorhexidine","ADDED"
"302ed1a5b24653abdd31a43d67b91d7a","safinamide","ADDED"
"8001098","asparaginase","ADDED"
"8001870","potassium chloride","ADDED"
"8002088","acetic acid and sodium acetate","ADDED"
"8002199","irinotecan (liposomal)","ADDED"
"8001689","water","ADDED"
"8002156","prednisolone and sulfacetamide","tm_status_effective_time: ""19741231"" -> ""19891231"""
"8002168","alpha tocopherol and retinol","DELETED"
"8002118","dimethyl sulfoxide","ADDED"
"8002245","onabotulinumtoxinA","ADDED"
"8001640","dyclonine","DELETED"
"8001782","follitropin alfa and lutropin alfa","DELETED"
