tm_code,tm_formal_name,tm_fr_description,changes
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
7b7d6a5697836374ed16bb2e6b10fd73,maribavir,maribavir,ADDED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
463557da6a4add9e95e1005770de122e,avacopan,avacopan,ADDED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
8001615,chloroxylenol,chloroxylénol,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
356f77a4cccc3cc151b5ab736bb3d883,alpha1-proteinase inhibitor human,inhibiteur de l'alpha1-protéinase humaine,ADDED
8001878,sodium iodide,iodure de sodium,CHANGED
8002444,inclisiran,inclisiran,CHANGED
b5527ec4184bf985c563456b1a784fe9,foscarnet,foscarnet,ADDED
738ea0f62e8f95782b3f0d8a5c651d49,finerenone,finérénone,ADDED
8000796,benzalkonium,benzalkonium,CHANGED
8001870,potassium chloride,chlorure de potassium,CHANGED
8002215,amphotericin B,amphotéricine B,CHANGED
8001757,doxorubicin,doxorubicine,CHANGED
8001579,benzethonium,benzéthonium,CHANGED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
8001976,triclosan,triclosan,CHANGED
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
8002160,sodium acetate,acétate de sodium,CHANGED
8001098,asparaginase,asparaginase,CHANGED
8002214,alfa 1-proteinase inhibitor human,inhibiteur de l'alfa 1-protéinase humaine,DELETED
8001844,magnesium chloride,chlorure de magnésium,CHANGED
