drug_code,drug_identification_number,current_brand_name,previous_brand_name
"10748","00611174","LOTRIDERM","LOTRIDERM CREAM"
"11196","00851744","ELOCOM","ELOCOM CREAM"
"11443","00871095","ELOCOM","ELOCOM LOTION"
"11444","00851736","ELOCOM","ELOCOM OINTMENT"
"20011","02211076","APO-BUSPIRONE","APO-BUSPIRONE - TAB 10MG"
"2071","00323071","DIPROSONE","DIPROSONE CREAM"
"2272","00344923","DIPROSONE","DIPROSONE OINTMENT"
"2870","00417246","DIPROSONE","DIPROSONE LOTION"
"2890","00392545","CONFAB DIMENHYDRINATE 100 MG","SANDOZ DIMENHYDRINATE"
"2891","00392553","CONFAB DIMENHYDRINATE 50 MG","SANDOZ DIMENHYDRINATE"
"48580","02230047","HYZAAR","HYZAAR 50/12.5MG"
"64599","02241007","HYZAAR DS","HYZAAR DS 100/25 MG"
"72824","02248472","BENZACLIN","BENZACLIN TOPICAL GEL"
"81790","02332248","JAMP-CYPROHEPTADINE","CYPROHEPTADINE 4MG TABLETS"
"86511","02379236","ACH-MONTELUKAST","MONTELUKAST SODIUM TABLETS"
"88447","02399601","HEAD & SHOULDERS OCEAN LIFT 2IN1","HEAD & SHOULDERS OCEAN LIFT 2 IN 1"
"88449","02399636","HEAD & SHOULDERS CLASSIC CLEAN 2IN1","HEAD & SHOULDERS CLASSIC CLEAN 2 IN 1"
"88454","02399687","HEAD & SHOULDERS ITCHY SCALP CARE 2IN1","HEAD & SHOULDERS ITCHY SCALP CARE 2 IN 1"
"88456","02399709","HEAD & SHOULDERS SMOOTH & SILKY 2IN1","HEAD & SHOULDERS SMOOTH & SILKY 2 IN 1"
"89983","02415216","MEROPENEM FOR INJECTION, USP","MEROPENEM FOR INJECTION"
"89984","02415224","MEROPENEM FOR INJECTION, USP","MEROPENEM FOR INJECTION"
"90493","02420333","AA-ADEFOVIR","APO-ADEFOVIR"
"95682","02468395","JAMP-ZOPICLONE TABLETS","JAMP-ZOPICLONE"
"43346","02223139","NORTRIPTYLINE","NU-NORTRIPTYLINE - CAP 10MG"
"43347","02223147","NORTRIPTYLINE","NU-NORTRIPTYLINE - CAP 25MG"
"43375","02223600","FENOFIBRATE","NU-FENOFIBRATE"
"43830","02122197","KETOCONAZOLE","NU-KETOCON TABLETS - 200MG"
"51471","02231965","ETODOLAC","NU-ETODOLAC"
"51472","02231967","ETODOLAC","NU-ETODOLAC"
"88362","02398680","HEAD & SHOULDERS DEEP CLEAN 2IN1 MEN","HEAD & SHOULDERS DEEP CLEAN 2 IN 1 MEN"
"88364","02398702","HEAD & SHOULDERS ACTIVE SPORT 2IN1 MEN","HEAD & SHOULDERS ACTIVE SPORT 2 IN 1 MEN"
"88370","02398761","HEAD & SHOULDERS REFRESH 2IN1 MEN","HEAD & SHOULDERS REFRESH 2 IN 1 MEN"
"88503","02400219","HEAD & SHOULDERS FULL & STRONG 2IN1","HEAD & SHOULDERS FULL & STRONG 2 IN 1"
"93548","02449641","HEAD & SHOULDERS DAMAGE REPAIR 2IN1","HEAD & SHOULDERS DAMAGE REPAIR 2 IN 1"
"93550","02449676","HEADS & SHOULDERS OCEAN FRESH 2IN1","HEADS & SHOULDERS OCEAN FRESH 2 IN 1"
"2142","00328219","SINEMET","SINEMET 250/25"
"4008","00513997","SINEMET","SINEMET 100/25"
"84193","02356805","JAMP-ZOPICLONE","JAMP-ZOPICLONE TABLETS"
"84192","02356791","JAMP-ZOPICLONE","JAMP-ZOPICLONE TABLETS"
"88451","02399652","HEAD & SHOULDERS CITRUS BREEZE 2IN1","HEAD & SHOULDERS CITRUS BREEZE 2 IN 1"
"90606","02421437","DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP 21","DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP (21-DAY REGIMEN)"
"90607","02421445","DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP 28","DROSPIRENONE AND ETHINYL ESTRADIOL TABLETS USP (28-DAY REGIMEN)"
"99560","02506262","BRYHALI","ULTRAVATE"
