drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"100430","56","ORAL","ADDED","02514893"
"100456","104","TOPICAL (HOUSEHOLD)","ADDED","02515164"
"100339","70","TOPICAL","ADDED","02514222"
"100448","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515083"
"99656","94","DISINFECTANT (Institutional/Industrial)","ADDED","02507153"
"100451","8","DISINFECTANT (Food Premises)","ADDED","02515113"
"98247","94","DISINFECTANT (Institutional/Industrial)","ADDED","02492466"
"100369","55","OPHTHALMIC","ADDED","02514516"
"100460","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02515210"
"100481","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02515407"
"96115","56","ORAL","ADDED","02471914"
"100475","8","DISINFECTANT (Food Premises)","ADDED","02515369"
"100395","56","ORAL","ADDED","02514648"
"100484","49","INTRAVENOUS","ADDED","02515431"
"100485","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515458"
"100436","56","ORAL","ADDED","02514966"
"100443","56","ORAL","ADDED","02515032"
"84366","94","DISINFECTANT (Institutional/Industrial)","ADDED","02358638"
"99655","8","DISINFECTANT (Food Premises)","ADDED","02507145"
"100455","104","TOPICAL (HOUSEHOLD)","ADDED","02515172"
"100469","31","INTRATHECAL","ADDED","02515296"
"100483","49","INTRAVENOUS","ADDED","02515423"
"100397","56","ORAL","ADDED","02514664"
"99655","94","DISINFECTANT (Institutional/Industrial)","ADDED","02507145"
"100475","93","DISINFECTANT (Domestic)","ADDED","02515369"
"100469","49","INTRAVENOUS","ADDED","02515296"
"100444","56","ORAL","ADDED","02515040"
"100468","22","INTRAMUSCULAR","ADDED","02515288"
"99939","2","DISINFECTANT (Barn)","ADDED","02510154"
"99656","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02507153"
"100035","2","DISINFECTANT (Barn)","ADDED","02511126"
"100192","56","ORAL","ADDED","02512645"
"100367","56","ORAL","ADDED","02514494"
