drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"354","active","active","00028096","ORGANON CANADA INC.","MERCK CANADA INC"
"2071","active","active","00323071","ORGANON CANADA INC.","MERCK CANADA INC"
"2272","active","active","00344923","ORGANON CANADA INC.","MERCK CANADA INC"
"2870","active","active","00417246","ORGANON CANADA INC.","MERCK CANADA INC"
"2890","active","active","00392545","LABORATOIRES CONFAB INC","SANDOZ CANADA INCORPORATED"
"2891","active","active","00392553","LABORATOIRES CONFAB INC","SANDOZ CANADA INCORPORATED"
"5287","active","active","00578436","ORGANON CANADA INC.","MERCK CANADA INC"
"6529","active","active","00629367","ORGANON CANADA INC.","MERCK CANADA INC"
"8102","active","active","00670901","ORGANON CANADA INC.","MERCK CANADA INC"
"8103","active","active","00670928","ORGANON CANADA INC.","MERCK CANADA INC"
"8111","active","active","00708879","ORGANON CANADA INC.","MERCK CANADA INC"
"10748","active","active","00611174","ORGANON CANADA INC.","MERCK CANADA INC"
"10913","active","active","00657298","ORGANON CANADA INC.","MERCK CANADA INC"
"10947","active","active","00884332","ORGANON CANADA INC.","MERCK CANADA INC"
"13370","active","active","02010909","ORGANON CANADA INC.","MERCK CANADA INC"
"16473","active","active","00884340","ORGANON CANADA INC.","MERCK CANADA INC"
"18500","active","active","02166704","ORGANON CANADA INC.","MERCK CANADA INC"
"19167","active","active","02182815","ORGANON CANADA INC.","MERCK CANADA INC"
"19168","active","active","02182874","ORGANON CANADA INC.","MERCK CANADA INC"
"44255","active","active","02182882","ORGANON CANADA INC.","MERCK CANADA INC"
"46718","active","active","00884359","ORGANON CANADA INC.","MERCK CANADA INC"
"48580","active","active","02230047","ORGANON CANADA INC.","MERCK CANADA INC"
"61606","active","active","02238213","ORGANON CANADA INC.","MERCK CANADA INC"
"64599","active","active","02241007","ORGANON CANADA INC.","MERCK CANADA INC"
"67513","active","active","02243595","ORGANON CANADA INC.","MERCK CANADA INC"
"67514","active","active","02243596","ORGANON CANADA INC.","MERCK CANADA INC"
"67891","active","active","02243948","ORGANON CANADA INC.","MERCK CANADA INC"
"69741","active","active","02245641","ORGANON CANADA INC.","MERCK CANADA INC"
"71771","active","active","02247521","ORGANON CANADA INC.","MERCK CANADA INC"
"72824","active","active","02248472","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"73815","active","active","02253186","ORGANON CANADA INC.","MERCK CANADA INC"
"76900","active","active","02283395","IPSEN BIOPHARMACEUTICALS CANADA INC","IPSEN BIOPHARM LIMITED"
"76901","active","active","02283409","IPSEN BIOPHARMACEUTICALS CANADA INC","IPSEN BIOPHARM LIMITED"
"76902","active","active","02283417","IPSEN BIOPHARMACEUTICALS CANADA INC","IPSEN BIOPHARM LIMITED"
"78318","active","active","02297841","ORGANON CANADA INC.","MERCK CANADA INC"
"80168","active","active","02316153","VETOQUINOL N A INC","ELANCO CANADA LIMITED"
"80508","active","active","02319616","ORGANON CANADA INC.","MERCK CANADA INC"
"80509","active","active","02319624","ORGANON CANADA INC.","MERCK CANADA INC"
"80510","active","active","02319632","ORGANON CANADA INC.","MERCK CANADA INC"
"81095","active","active","02325586","FRESENIUS MEDICAL CARE CANADA INC","FRESENIUS MEDICAL CARE DEUTCHLAND GMBH"
"84680","active","active","02361752","ORGANON CANADA INC.","MERCK CANADA INC"
"84681","active","active","02361760","ORGANON CANADA INC.","MERCK CANADA INC"
"86017","active","active","02374803","ORGANON CANADA INC.","MERCK CANADA INC"
"86018","active","active","02374811","ORGANON CANADA INC.","MERCK CANADA INC"
"88623","active","active","02401312","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"88624","active","active","02401320","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"88625","active","active","02401339","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"90493","active","active","02420333","AA PHARMA INC","APOTEX INC"
"92309","active","active","02438690","ORGANON CANADA INC.","MERCK CANADA INC"
"93561","active","active","02449773","IBSA INSTITUT BIOCHIMIQUE SA","CIPHER PHARMACEUTICALS INC"
"97789","active","active","02487756","FRESENIUS MEDICAL CARE CANADA INC","FRESENIUS MEDICAL CARE DEUTCHLAND GMBH"
"99927","active","active","02510014","MODERNATX, INC.","MODERNA THERAPEUTICS INC"
"43346","approved","inactive","02223139","APOTEX INC","NU-PHARM INC"
"43347","approved","inactive","02223147","APOTEX INC","NU-PHARM INC"
"43375","approved","inactive","02223600","APOTEX INC","NU-PHARM INC"
"43830","approved","inactive","02122197","APOTEX INC","NU-PHARM INC"
"51471","approved","inactive","02231965","APOTEX INC","NU-PHARM INC"
"51472","approved","inactive","02231967","APOTEX INC","NU-PHARM INC"
"5561","approved","inactive","00578428","ORGANON CANADA INC.","MERCK CANADA INC"
"67892","inactive","inactive","02243949","ORGANON CANADA LTD LTEE","ORGANON CANADA INC."
"2142","dormant","dormant","00328219","ORGANON CANADA INC.","MERCK CANADA INC"
"4008","dormant","dormant","00513997","ORGANON CANADA INC.","MERCK CANADA INC"
"84679","dormant","dormant","02361744","ORGANON CANADA INC.","MERCK CANADA INC"
